Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
193,8490,8490,0,0,0,0,
194,7785,7785,0,0,0,0,
195,7560,7560,0,0,0,0,
196,7365,7365,0,0,0,0,
197,8160,8160,0,0,0,0,
198,11385,11385,0,0,0,0,
199,16200,16200,0,0,0,0,
200,14970,14970,6930,0,-6930,0,
201,12045,7044,20250,5001,-14985.8,0,
202,12000,-18865.5,32490,30865.5,0,0,
203,12135,-22492.5,36450,34627.5,0,0,
204,11745,-19975.5,33390,31720.5,0,0,
205,11685,-19608,32940,31293,0,0,
206,11580,-16635,29700,28215,0,0,
207,12120,-7203,20340,19323,0,0,
208,14220,-1512,16560,15732,0,0,
209,19080,0,360,19080,19724.2,0,
210,24900,24900,0,0,0,0,
211,28005,28005,0,0,0,0,
212,27450,76950,0,0,0,49500,
213,23940,73440,0,0,0,49500,
214,19425,68925,0,0,0,49500,
215,14910,55883.7,0,0,0,40973.7,
216,10185,10185,0,0,0,0,
217,8490,8490,0,0,0,0,
218,7785,7785,0,0,0,0,
219,7560,7560,0,0,0,0,
220,7365,7365,0,0,0,0,
221,8160,8160,0,0,0,0,
222,11355,11355,0,0,0,0,
223,16185,16185,0,0,0,0,
224,15015,15015,1530,0,-1530,0,
225,12075,12075,10170,0,-10170,0,
226,12075,5962.5,16650,6112.5,-10215.8,0,
227,12135,-29503.5,43830,41638.5,0,0,
228,11745,-34852.5,49050,46597.5,0,0,
229,11685,-33031.5,47070,44716.5,0,0,
230,11580,-24244.5,37710,35824.5,0,0,
231,12120,0,4680,12120,8077.89,0,
232,14220,0,2520,14220,12448.4,0,
233,19080,0,90,19080,19994.2,0,
234,24900,24900,0,0,0,0,
235,28005,28005,0,0,0,0,
236,27450,76950,0,0,0,49500,
237,23940,73440,0,0,0,49500,
238,19425,68925,0,0,0,49500,
239,14910,55883.7,0,0,0,40973.7,
240,10185,10185,0,0,0,0,
241,8490,8490,0,0,0,0,
242,7830,7830,0,0,0,0,
243,7650,7650,0,0,0,0,
244,7605,7605,0,0,0,0,
245,8415,8415,0,0,0,0,
246,11760,11760,0,0,0,0,
247,16425,16425,0,0,0,0,
248,14985,14985,10170,0,-10170,0,
249,12045,12045,25110,0,-25110,0,
250,12000,-14055.8,37170,26055.8,-9742.81,0,
251,12135,-31299,45720,43434,0,0,
252,11745,-34852.5,49050,46597.5,0,0,
253,11685,-32518.5,46530,44203.5,0,0,
254,11580,-26296.5,39870,37876.5,0,0,
255,12120,-16693.5,30330,28813.5,0,0,
256,14220,-2025,17100,16245,0,0,
257,19080,0,450,19080,19634.2,0,
258,24900,24900,0,0,0,0,
259,28005,28005,0,0,0,0,
260,27450,76950,0,0,0,49500,
261,23940,73440,0,0,0,49500,
262,19425,68925,0,0,0,49500,
263,14910,55883.7,0,0,0,40973.7,
264,10290,10290,0,0,0,0,
265,8550,8550,0,0,0,0,
266,7830,7830,0,0,0,0,
267,7590,7590,0,0,0,0,
268,7575,7575,0,0,0,0,
269,8565,8565,0,0,0,0,
270,11970,11970,0,0,0,0,
271,16905,16905,0,0,0,0,
