Time step,Total load requested [kW],Total load served [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
7450,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7451,100.316,100.316,0,0,0,0,0,0,0,0,0,0,
7452,115.816,115.816,0,0,0,0,0,0,0,0,0,0,
7453,131.068,131.068,0,0,0,0,0,0,0,0,0,0,
7454,141.36,141.36,0,0,0,0,0,0,0,0,0,0,
7455,148.18,148.18,0,0,0,0,0,0,0,0,0,0,
7456,159.96,159.96,0,0,0,0,0,0,0,0,0,0,
7457,179.428,179.428,0,0,0,0,0,0,0,0,0,0,
7458,227.292,227.292,0,0,0,0,0,0,0,0,0,0,
7459,234.36,234.36,0,0,0,0,0,0,0,0,1488,50,
7460,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7461,185.504,185.504,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7462,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7463,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7464,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7465,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7466,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7467,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7468,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7469,61.008,61.008,0,0,0,0,0,0,0,0,0,0,
7470,84.072,84.072,0,0,0,0,0,0,0,0,0,0,
7471,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
7472,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7473,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7474,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7475,92.628,92.628,0,0,0,0,0,0,0,0,0,0,
7476,89.652,89.652,0,0,0,0,0,0,0,0,0,0,
7477,88.66,88.66,0,0,0,0,0,0,0,0,0,0,
7478,87.792,87.792,0,0,0,0,0,0,0,0,0,0,
7479,95.356,95.356,0,0,0,0,0,0,0,0,0,0,
7480,113.832,113.832,0,0,0,0,0,0,0,0,0,0,
7481,154.628,154.628,0,0,0,0,0,0,0,0,0,0,
7482,198.152,198.152,0,0,0,0,0,0,0,0,0,0,
7483,213.9,213.9,0,0,0,0,0,0,0,0,1488,50,
7484,203.484,203.484,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7485,183.768,183.768,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7486,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7487,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7488,77.376,77.376,0,0,0,0,0,0,0,0,2976,100,
7489,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7490,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7491,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7492,55.8,55.8,0,0,0,0,0,0,0,0,0,0,
7493,62.496,62.496,0,0,0,0,0,0,0,0,0,0,
7494,86.18,86.18,0,0,0,0,0,0,0,0,0,0,
7495,118.048,118.048,0,0,0,0,0,0,0,0,0,0,
7496,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7497,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
7498,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
7499,99.2,99.2,0,0,0,0,0,0,0,0,0,0,
7500,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
7501,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
7502,131.564,131.564,0,0,0,0,0,0,0,0,0,0,
7503,150.04,150.04,0,0,0,0,0,0,0,0,0,0,
7504,167.524,167.524,0,0,0,0,0,0,0,0,0,0,
7505,196.292,196.292,0,0,0,0,0,0,0,0,0,0,
7506,237.956,237.956,0,0,0,0,0,0,0,0,0,0,
7507,246.512,246.512,0,0,0,0,0,0,0,0,1488,50,
7508,226.424,226.424,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7509,196.912,196.912,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7510,152.272,152.272,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7511,115.32,115.32,0,0,0,0,0,0,0,338.716,2976,100,
7512,77.376,77.376,0,0,0,0,0,0,0,0,2976,100,
7513,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7514,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7515,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7516,55.056,55.056,0,0,0,0,0,0,0,0,0,0,
7517,60.76,60.76,0,0,0,0,0,0,0,0,0,0,
7518,82.832,82.832,0,0,0,0,0,0,0,0,0,0,
7519,116.064,116.064,0,0,0,0,0,0,0,0,0,0,
7520,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7521,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
7522,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
7523,99.2,99.2,0,0,0,0,0,0,0,0,0,0,
7524,96.72,96.72,0,0,0,0,0,0,0,0,0,0,
7525,112.964,112.964,0,0,0,0,0,0,0,0,0,0,
7526,136.772,136.772,0,0,0,0,0,0,0,0,0,0,
7527,157.728,157.728,0,0,0,0,0,0,0,0,0,0,
7528,176.204,176.204,0,0,0,0,0,0,0,0,0,0,
7529,205.096,205.096,0,0,0,0,0,0,0,0,0,0,
7530,248.372,248.372,0,0,0,0,0,0,0,0,0,0,
7531,253.456,253.456,0,0,0,0,0,0,0,0,1488,50,
7532,233.864,233.864,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7533,208.816,208.816,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7534,162.192,162.192,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7535,115.32,115.32,0,0,0,0,0,0,0,338.716,2976,100,
7536,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7537,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7538,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7539,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7540,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7541,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7542,81.468,81.468,0,0,0,0,0,0,0,0,0,0,
7543,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7544,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7545,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7546,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7547,92.628,92.628,0,0,0,0,0,0,0,0,0,0,
7548,92.752,92.752,0,0,0,0,0,0,0,0,0,0,
7549,108.624,108.624,0,0,0,0,0,0,0,0,0,0,
7550,124.124,124.124,0,0,0,0,0,0,0,0,0,0,
7551,139.748,139.748,0,0,0,0,0,0,0,0,0,0,
7552,161.82,161.82,0,0,0,0,0,0,0,0,0,0,
7553,164.92,164.92,0,0,0,0,0,0,0,0,0,0,
7554,202.864,202.864,0,0,0,0,0,0,0,0,0,0,
7555,213.9,213.9,0,0,0,0,0,0,0,0,1488,50,
7556,203.484,203.484,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7557,183.768,183.768,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7558,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7559,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7560,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7561,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7562,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7563,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7564,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7565,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7566,81.096,81.096,0,0,0,0,0,0,0,0,0,0,
7567,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7568,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7569,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7570,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7571,96.224,96.224,0,0,0,0,0,0,0,0,0,0,
7572,116.808,116.808,0,0,0,0,0,0,0,0,0,0,
7573,141.236,141.236,0,0,0,0,0,0,0,0,0,0,
7574,166.16,166.16,0,0,0,0,0,0,0,0,0,0,
7575,183.892,183.892,0,0,0,0,0,0,0,0,0,0,
7576,201.624,201.624,0,0,0,0,0,0,0,0,0,0,
7577,236.096,236.096,0,0,0,0,0,0,0,0,0,0,
7578,265.36,265.36,0,0,0,0,0,0,0,0,0,0,
7579,269.328,269.328,0,0,0,0,0,0,0,0,1488,50,
7580,243.412,243.412,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7581,212.784,212.784,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7582,165.416,165.416,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7583,120.652,120.652,0,0,0,0,0,0,0,338.716,2976,100,
7584,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7585,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7586,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7587,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7588,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7589,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7590,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7591,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7592,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7593,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7594,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7595,109.74,109.74,0,0,0,0,0,0,0,0,0,0,
7596,137.764,137.764,0,0,0,0,0,0,0,0,0,0,
7597,156.488,156.488,0,0,0,0,0,0,0,0,0,0,
7598,169.756,169.756,0,0,0,0,0,0,0,0,0,0,
7599,176.452,176.452,0,0,0,0,0,0,0,0,0,0,
7600,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
7601,182.776,182.776,0,0,0,0,0,0,0,0,0,0,
7602,211.916,211.916,0,0,0,0,0,0,0,0,0,0,
7603,213.9,213.9,0,0,0,0,0,0,0,0,1488,50,
7604,203.484,203.484,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7605,183.768,183.768,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7606,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7607,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7608,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7609,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7610,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7611,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7612,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7613,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7614,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7615,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7616,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7617,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7618,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7619,98.952,98.952,0,0,0,0,0,0,0,0,0,0,
7620,113.336,113.336,0,0,0,0,0,0,0,0,0,0,
7621,126.108,126.108,0,0,0,0,0,0,0,0,0,0,
7622,141.112,141.112,0,0,0,0,0,0,0,0,0,0,
7623,145.452,145.452,0,0,0,0,0,0,0,0,0,0,
7624,162.44,162.44,0,0,0,0,0,0,0,0,0,0,
7625,199.268,199.268,0,0,0,0,0,0,0,0,0,0,
7626,242.048,242.048,0,0,0,0,0,0,0,0,0,0,
7627,251.844,251.844,0,0,0,0,0,0,0,0,1488,50,
7628,232.748,232.748,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7629,206.584,206.584,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7630,162.688,162.688,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7631,119.04,119.04,0,0,0,0,0,0,0,338.716,2976,100,
7632,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7633,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7634,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7635,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7636,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7637,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7638,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7639,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7640,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7641,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7642,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7643,102.176,102.176,0,0,0,0,0,0,0,0,0,0,
7644,119.288,119.288,0,0,0,0,0,0,0,0,0,0,
7645,140.244,140.244,0,0,0,0,0,0,0,0,0,0,
7646,162.688,162.688,0,0,0,0,0,0,0,0,0,0,
7647,173.104,173.104,0,0,0,0,0,0,0,0,0,0,
7648,184.388,184.388,0,0,0,0,0,0,0,0,0,0,
7649,214.768,214.768,0,0,0,0,0,0,0,0,0,0,
7650,251.1,251.1,0,0,0,0,0,0,0,0,0,0,
7651,245.892,245.892,0,0,0,0,0,0,0,0,1488,50,
7652,217.992,217.992,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7653,186.744,186.744,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7654,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7655,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7656,77.624,77.624,0,0,0,0,0,0,0,0,2976,100,
7657,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7658,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7659,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7660,55.056,55.056,0,0,0,0,0,0,0,0,0,0,
7661,60.76,60.76,0,0,0,0,0,0,0,0,0,0,
7662,81.84,81.84,0,0,0,0,0,0,0,0,0,0,
7663,116.064,116.064,0,0,0,0,0,0,0,0,0,0,
7664,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7665,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
7666,99.572,99.572,0,0,0,0,0,0,0,0,0,0,
7667,116.56,116.56,0,0,0,0,0,0,0,0,0,0,
7668,128.836,128.836,0,0,0,0,0,0,0,0,0,0,
7669,144.832,144.832,0,0,0,0,0,0,0,0,0,0,
7670,152.52,152.52,0,0,0,0,0,0,0,0,0,0,
7671,162.068,162.068,0,0,0,0,0,0,0,0,0,0,
7672,177.94,177.94,0,0,0,0,0,0,0,0,0,0,
7673,215.14,215.14,0,0,0,0,0,0,0,0,0,0,
7674,258.168,258.168,0,0,0,0,0,0,0,0,0,0,
7675,267.592,267.592,0,0,0,0,0,0,0,0,1488,50,
7676,249.364,249.364,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7677,219.232,219.232,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7678,174.716,174.716,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7679,128.712,128.712,0,0,0,0,0,0,0,338.716,2976,100,
7680,80.104,80.104,0,0,0,0,0,0,0,0,2976,100,
7681,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7682,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7683,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7684,55.056,55.056,0,0,0,0,0,0,0,0,0,0,
7685,60.76,60.76,0,0,0,0,0,0,0,0,0,0,
7686,81.84,81.84,0,0,0,0,0,0,0,0,0,0,
7687,116.064,116.064,0,0,0,0,0,0,0,0,0,0,
7688,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7689,99.076,99.076,0,0,0,0,0,0,0,0,0,0,
7690,109.616,109.616,0,0,0,0,0,0,0,0,0,0,
7691,116.56,116.56,0,0,0,0,0,0,0,0,0,0,
7692,116.808,116.808,0,0,0,0,0,0,0,0,0,0,
7693,119.536,119.536,0,0,0,0,0,0,0,0,0,0,
7694,123.504,123.504,0,0,0,0,0,0,0,0,0,0,
7695,130.572,130.572,0,0,0,0,0,0,0,0,0,0,
7696,154.256,154.256,0,0,0,0,0,0,0,0,0,0,
7697,197.408,197.408,0,0,0,0,0,0,0,0,0,0,
7698,247.256,247.256,0,0,0,0,0,0,0,0,0,0,
7699,262.012,262.012,0,0,0,0,0,0,0,0,1488,50,
7700,250.232,250.232,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7701,225.556,225.556,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7702,182.28,182.28,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7703,138.26,138.26,0,0,0,0,0,0,0,338.716,2976,100,
7704,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7705,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7706,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7707,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7708,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7709,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7710,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7711,115.196,115.196,0,0,0,0,0,0,0,0,0,0,
7712,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7713,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7714,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7715,92.628,92.628,0,0,0,0,0,0,0,0,0,0,
7716,115.816,115.816,0,0,0,0,0,0,0,0,0,0,
7717,129.084,129.084,0,0,0,0,0,0,0,0,0,0,
7718,145.576,145.576,0,0,0,0,0,0,0,0,0,0,
7719,153.264,153.264,0,0,0,0,0,0,0,0,0,0,
7720,170.748,170.748,0,0,0,0,0,0,0,0,0,0,
7721,208.94,208.94,0,0,0,0,0,0,0,0,0,0,
7722,251.72,251.72,0,0,0,0,0,0,0,0,0,0,
7723,260.896,260.896,0,0,0,0,0,0,0,0,1488,50,
7724,240.436,240.436,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7725,212.908,212.908,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7726,170.376,170.376,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7727,124.62,124.62,0,0,0,0,0,0,0,338.716,2976,100,
7728,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7729,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7730,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7731,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7732,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7733,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7734,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7735,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7736,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7737,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7738,96.472,96.472,0,0,0,0,0,0,0,0,0,0,
7739,125.612,125.612,0,0,0,0,0,0,0,0,0,0,
7740,143.84,143.84,0,0,0,0,0,0,0,0,0,0,
7741,166.16,166.16,0,0,0,0,0,0,0,0,0,0,
7742,185.132,185.132,0,0,0,0,0,0,0,0,0,0,
7743,194.432,194.432,0,0,0,0,0,0,0,0,0,0,
7744,204.724,204.724,0,0,0,0,0,0,0,0,0,0,
7745,225.432,225.432,0,0,0,0,0,0,0,0,0,0,
7746,264.616,264.616,0,0,0,0,0,0,0,0,0,0,
7747,269.204,269.204,0,0,0,0,0,0,0,0,1488,50,
7748,247.38,247.38,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7749,215.884,215.884,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7750,168.64,168.64,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7751,120.9,120.9,0,0,0,0,0,0,0,338.716,2976,100,
7752,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7753,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7754,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7755,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7756,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7757,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7758,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7759,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7760,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7761,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7762,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7763,92.628,92.628,0,0,0,0,0,0,0,0,0,0,
7764,139.004,139.004,0,0,0,0,0,0,0,0,0,0,
7765,166.408,166.408,0,0,0,0,0,0,0,0,0,0,
7766,191.704,191.704,0,0,0,0,0,0,0,0,0,0,
7767,204.228,204.228,0,0,0,0,0,0,0,0,0,0,
7768,215.512,215.512,0,0,0,0,0,0,0,0,0,0,
7769,243.784,243.784,0,0,0,0,0,0,0,0,0,0,
7770,260.028,260.028,0,0,0,0,0,0,0,0,0,0,
7771,250.232,250.232,0,0,0,0,0,0,0,0,1488,50,
7772,215.264,215.264,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7773,184.884,184.884,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7774,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7775,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7776,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7777,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7778,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7779,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7780,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7781,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7782,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7783,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7784,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7785,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7786,106.888,106.888,0,0,0,0,0,0,0,0,0,0,
7787,138.384,138.384,0,0,0,0,0,0,0,0,0,0,
7788,162.564,162.564,0,0,0,0,0,0,0,0,0,0,
7789,183.644,183.644,0,0,0,0,0,0,0,0,0,0,
7790,201.5,201.5,0,0,0,0,0,0,0,0,0,0,
7791,210.552,210.552,0,0,0,0,0,0,0,0,0,0,
7792,218.984,218.984,0,0,0,0,0,0,0,0,0,0,
7793,238.824,238.824,0,0,0,0,0,0,0,0,0,0,
7794,273.048,273.048,0,0,0,0,0,0,0,0,0,0,
7795,274.66,274.66,0,0,0,0,0,0,0,0,1488,50,
7796,251.72,251.72,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7797,220.348,220.348,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7798,172.236,172.236,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7799,123.752,123.752,0,0,0,0,0,0,0,338.716,2976,100,
7800,76.508,76.508,0,0,0,0,0,0,0,0,2976,100,
7801,63.116,63.116,0,0,0,0,0,0,0,0,2976,100,
7802,57.412,57.412,0,0,0,0,0,0,0,0,2976,100,
7803,55.8,55.8,0,0,0,0,0,0,0,0,2976,100,
7804,54.684,54.684,0,0,0,0,0,0,0,0,0,0,
7805,60.264,60.264,0,0,0,0,0,0,0,0,0,0,
7806,80.476,80.476,0,0,0,0,0,0,0,0,0,0,
7807,113.46,113.46,0,0,0,0,0,0,0,0,0,0,
7808,107.136,107.136,0,0,0,0,0,0,0,0,0,0,
7809,91.016,91.016,0,0,0,0,0,0,0,0,0,0,
7810,91.512,91.512,0,0,0,0,0,0,0,0,0,0,
7811,92.628,92.628,0,0,0,0,0,0,0,0,0,0,
7812,89.652,89.652,0,0,0,0,0,0,0,0,0,0,
7813,110.36,110.36,0,0,0,0,0,0,0,0,0,0,
7814,119.288,119.288,0,0,0,0,0,0,0,0,0,0,
7815,105.896,105.896,0,0,0,0,0,0,0,0,0,0,
7816,116.436,116.436,0,0,0,0,0,0,0,0,0,0,
7817,154.628,154.628,0,0,0,0,0,0,0,0,0,0,
7818,198.152,198.152,0,0,0,0,0,0,0,0,0,0,
7819,213.9,213.9,0,0,0,0,0,0,0,0,1488,50,
7820,203.484,203.484,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7821,183.768,183.768,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7822,148.676,148.676,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7823,113.336,113.336,0,0,0,0,0,0,0,338.716,2976,100,
7824,77.376,77.376,0,0,0,0,0,0,0,0,2976,100,
7825,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7826,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7827,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7828,55.056,55.056,0,0,0,0,0,0,0,0,0,0,
7829,60.76,60.76,0,0,0,0,0,0,0,0,0,0,
7830,82.46,82.46,0,0,0,0,0,0,0,0,0,0,
7831,116.064,116.064,0,0,0,0,0,0,0,0,0,0,
7832,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7833,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
7834,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
7835,99.2,99.2,0,0,0,0,0,0,0,0,0,0,
7836,107.26,107.26,0,0,0,0,0,0,0,0,0,0,
7837,124.124,124.124,0,0,0,0,0,0,0,0,0,0,
7838,142.352,142.352,0,0,0,0,0,0,0,0,0,0,
7839,157.48,157.48,0,0,0,0,0,0,0,0,0,0,
7840,172.484,172.484,0,0,0,0,0,0,0,0,0,0,
7841,191.332,191.332,0,0,0,0,0,0,0,0,0,0,
7842,236.592,236.592,0,0,0,0,0,0,0,0,0,0,
7843,246.016,246.016,0,0,0,0,0,0,0,0,1488,50,
7844,227.168,227.168,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
7845,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
7846,152.272,152.272,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
7847,115.32,115.32,0,0,0,0,0,0,0,338.716,2976,100,
7848,77.376,77.376,0,0,0,0,0,0,0,0,2976,100,
7849,63.612,63.612,0,0,0,0,0,0,0,0,2976,100,
7850,57.66,57.66,0,0,0,0,0,0,0,0,2976,100,
7851,55.924,55.924,0,0,0,0,0,0,0,0,2976,100,
7852,55.056,55.056,0,0,0,0,0,0,0,0,0,0,
7853,60.76,60.76,0,0,0,0,0,0,0,0,0,0,
7854,83.452,83.452,0,0,0,0,0,0,0,0,0,0,
7855,116.064,116.064,0,0,0,0,0,0,0,0,0,0,
7856,111.228,111.228,0,0,0,0,0,0,0,0,0,0,
7857,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
7858,97.836,97.836,0,0,0,0,0,0,0,0,0,0,
7859,99.2,99.2,0,0,0,0,0,0,0,0,0,0,
7860,100.44,100.44,0,0,0,0,0,0,0,0,0,0,
7861,116.436,116.436,0,0,0,0,0,0,0,0,0,0,
7862,132.804,132.804,0,0,0,0,0,0,0,0,0,0,
7863,148.304,148.304,0,0,0,0,0,0,0,0,0,0,
7864,163.308,163.308,0,0,0,0,0,0,0,0,0,0,
7865,186.124,186.124,0,0,0,0,0,0,0,0,0,0,
