Time step,Total load requested [kW],Total load served [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
1116,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
1117,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
1118,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
1119,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1120,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
1121,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
1122,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
1123,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
1124,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1125,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1126,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1127,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
1128,85.932,85.932,0,0,0,0,0,0,0,0,2976,100,
1129,72.912,72.912,0,0,0,0,0,0,0,0,2976,100,
1130,68.448,68.448,0,0,0,0,0,0,0,0,2976,100,
1131,67.58,67.58,0,0,0,0,0,0,0,0,2976,100,
1132,67.084,67.084,0,0,0,0,0,0,0,0,0,0,
1133,73.904,73.904,0,0,0,0,0,0,0,0,0,0,
1134,100.564,100.564,0,0,0,0,0,0,0,0,0,0,
1135,136.896,136.896,0,0,0,0,0,0,0,0,0,0,
1136,124.868,124.868,0,0,0,0,0,0,0,0,0,0,
1137,103.044,103.044,0,0,0,0,0,0,0,0,0,0,
1138,102.92,102.92,0,0,0,0,0,0,0,0,0,0,
1139,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
1140,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
1141,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
1142,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
1143,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1144,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
1145,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
1146,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
1147,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
1148,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1149,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1150,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1151,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
1152,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1153,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1154,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1155,62.868,62.868,0,0,0,0,0,0,0,0,2976,100,
1156,62.62,62.62,0,0,0,0,0,0,0,0,0,0,
1157,69.316,69.316,0,0,0,0,0,0,0,0,0,0,
1158,94.736,94.736,0,0,0,0,0,0,0,0,0,0,
1159,130.82,130.82,0,0,0,0,0,0,0,0,0,0,
1160,118.296,118.296,0,0,0,0,0,0,0,0,0,0,
1161,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1162,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1163,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1164,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1165,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1166,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1167,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1168,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1169,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1170,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1171,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1172,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1173,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1174,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1175,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1176,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1177,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1178,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1179,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1180,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1181,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1182,92.008,92.008,0,0,0,0,0,0,0,0,0,0,
1183,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1184,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1185,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1186,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1187,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1188,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1189,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1190,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1191,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1192,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1193,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1194,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1195,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1196,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1197,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1198,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1199,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1200,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1201,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1202,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1203,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1204,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1205,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1206,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1207,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1208,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1209,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1210,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1211,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1212,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1213,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1214,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1215,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1216,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1217,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1218,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1219,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1220,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1221,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1222,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1223,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1224,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1225,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1226,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1227,62.868,62.868,0,0,0,0,0,0,0,0,2976,100,
1228,62.62,62.62,0,0,0,0,0,0,0,0,0,0,
1229,70.308,70.308,0,0,0,0,0,0,0,0,0,0,
1230,96.72,96.72,0,0,0,0,0,0,0,0,0,0,
1231,131.688,131.688,0,0,0,0,0,0,0,0,0,0,
1232,118.916,118.916,0,0,0,0,0,0,0,0,0,0,
1233,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1234,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1235,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1236,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1237,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1238,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1239,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1240,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1241,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1242,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1243,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1244,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1245,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1246,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1247,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1248,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1249,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1250,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1251,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1252,62.744,62.744,0,0,0,0,0,0,0,0,0,0,
1253,70.184,70.184,0,0,0,0,0,0,0,0,0,0,
1254,96.596,96.596,0,0,0,0,0,0,0,0,0,0,
1255,131.564,131.564,0,0,0,0,0,0,0,0,0,0,
1256,118.42,118.42,0,0,0,0,0,0,0,0,0,0,
1257,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1258,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1259,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1260,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1261,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1262,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1263,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1264,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1265,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1266,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1267,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1268,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1269,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1270,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1271,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1272,85.312,85.312,0,0,0,0,0,0,0,0,2976,100,
1273,70.928,70.928,0,0,0,0,0,0,0,0,2976,100,
1274,64.976,64.976,0,0,0,0,0,0,0,0,2976,100,
1275,62.992,62.992,0,0,0,0,0,0,0,0,2976,100,
1276,62.248,62.248,0,0,0,0,0,0,0,0,0,0,
1277,70.184,70.184,0,0,0,0,0,0,0,0,0,0,
1278,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1279,133.424,133.424,0,0,0,0,0,0,0,0,0,0,
1280,122.016,122.016,0,0,0,0,0,0,0,0,0,0,
1281,101.308,101.308,0,0,0,0,0,0,0,0,0,0,
1282,102.3,102.3,0,0,0,0,0,0,0,0,0,0,
1283,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
1284,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
1285,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
1286,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
1287,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1288,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
1289,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
1290,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
1291,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
1292,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1293,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1294,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1295,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
1296,85.312,85.312,0,0,0,0,0,0,0,0,2976,100,
1297,70.928,70.928,0,0,0,0,0,0,0,0,2976,100,
1298,64.976,64.976,0,0,0,0,0,0,0,0,2976,100,
1299,62.992,62.992,0,0,0,0,0,0,0,0,2976,100,
1300,61.504,61.504,0,0,0,0,0,0,0,0,0,0,
1301,68.076,68.076,0,0,0,0,0,0,0,0,0,0,
1302,92.38,92.38,0,0,0,0,0,0,0,0,0,0,
1303,131.068,131.068,0,0,0,0,0,0,0,0,0,0,
1304,120.776,120.776,0,0,0,0,0,0,0,0,0,0,
1305,101.308,101.308,0,0,0,0,0,0,0,0,0,0,
1306,102.3,102.3,0,0,0,0,0,0,0,0,0,0,
1307,103.664,103.664,0,0,0,0,0,0,0,0,0,0,
1308,99.82,99.82,0,0,0,0,0,0,0,0,0,0,
1309,98.704,98.704,0,0,0,0,0,0,0,0,0,0,
1310,96.968,96.968,0,0,0,0,0,0,0,0,0,0,
1311,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1312,114.328,114.328,0,0,0,0,0,0,0,0,0,0,
1313,147.436,147.436,0,0,0,0,0,0,0,0,0,0,
1314,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
1315,217.62,217.62,0,0,0,0,0,0,0,0,1488,50,
1316,220.224,220.224,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1317,202.864,202.864,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1318,164.672,164.672,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1319,125.612,125.612,0,0,0,0,0,0,0,338.716,2976,100,
1320,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1321,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1322,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1323,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1324,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1325,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1326,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1327,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1328,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1329,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1330,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1331,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1332,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1333,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1334,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1335,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1336,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1337,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1338,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1339,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1340,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1341,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1342,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1343,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1344,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1345,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1346,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1347,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1348,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1349,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1350,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1351,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1352,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1353,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1354,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1355,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1356,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1357,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1358,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1359,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1360,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1361,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1362,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1363,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1364,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1365,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1366,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1367,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1368,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1369,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1370,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1371,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1372,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1373,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1374,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1375,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1376,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1377,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1378,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1379,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1380,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1381,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1382,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1383,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1384,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1385,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1386,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1387,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1388,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1389,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1390,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1391,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1392,84.444,84.444,0,0,0,0,0,0,0,0,2976,100,
1393,70.432,70.432,0,0,0,0,0,0,0,0,2976,100,
1394,64.604,64.604,0,0,0,0,0,0,0,0,2976,100,
1395,62.744,62.744,0,0,0,0,0,0,0,0,2976,100,
1396,61.132,61.132,0,0,0,0,0,0,0,0,0,0,
1397,67.58,67.58,0,0,0,0,0,0,0,0,0,0,
1398,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1399,128.464,128.464,0,0,0,0,0,0,0,0,0,0,
1400,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1401,95.604,95.604,0,0,0,0,0,0,0,0,0,0,
1402,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1403,97.092,97.092,0,0,0,0,0,0,0,0,0,0,
1404,93.868,93.868,0,0,0,0,0,0,0,0,0,0,
1405,93.372,93.372,0,0,0,0,0,0,0,0,0,0,
1406,92.256,92.256,0,0,0,0,0,0,0,0,0,0,
1407,95.852,95.852,0,0,0,0,0,0,0,0,0,0,
1408,109.864,109.864,0,0,0,0,0,0,0,0,0,0,
1409,142.972,142.972,0,0,0,0,0,0,0,0,0,0,
1410,185.38,185.38,0,0,0,0,0,0,0,0,0,0,
1411,213.28,213.28,0,0,0,0,0,0,0,0,1488,50,
1412,215.76,215.76,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1413,198.4,198.4,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1414,161.076,161.076,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1415,123.628,123.628,0,0,0,0,0,0,0,338.716,2976,100,
1416,101.432,101.432,0,0,0,0,0,0,0,0,2976,100,
1417,113.212,113.212,0,0,0,0,0,0,0,0,2976,100,
1418,59.892,59.892,0,0,0,0,0,0,0,0,2976,100,
1419,58.156,58.156,0,0,0,0,0,0,0,0,2976,100,
1420,57.164,57.164,0,0,0,0,0,0,0,0,0,0,
1421,62.62,62.62,0,0,0,0,0,0,0,0,0,0,
1422,81.344,81.344,0,0,0,0,0,0,0,0,0,0,
1423,111.104,111.104,0,0,0,0,0,0,0,0,0,0,
1424,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1425,87.544,87.544,0,0,0,0,0,0,0,0,0,0,
1426,88.66,88.66,0,0,0,0,0,0,0,0,0,0,
1427,89.776,89.776,0,0,0,0,0,0,0,0,0,0,
1428,86.8,86.8,0,0,0,0,0,0,0,0,0,0,
1429,85.684,85.684,0,0,0,0,0,0,0,0,0,0,
1430,84.072,84.072,0,0,0,0,0,0,0,0,0,0,
1431,87.296,87.296,0,0,0,0,0,0,0,0,0,0,
1432,98.208,98.208,0,0,0,0,0,0,0,0,0,0,
1433,123.752,123.752,0,0,0,0,0,0,0,0,0,0,
1434,157.976,157.976,0,0,0,0,0,0,0,0,0,0,
1435,187.488,187.488,0,0,0,0,0,0,0,0,1488,50,
1436,203.856,203.856,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1437,186.744,186.744,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1438,151.528,151.528,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1439,115.94,115.94,0,0,0,0,0,0,0,338.716,2976,100,
1440,79.856,79.856,0,0,0,0,0,0,0,0,2976,100,
1441,66.092,66.092,0,0,0,0,0,0,0,0,2976,100,
1442,60.14,60.14,0,0,0,0,0,0,0,0,2976,100,
1443,58.776,58.776,0,0,0,0,0,0,0,0,2976,100,
1444,59.396,59.396,0,0,0,0,0,0,0,0,0,0,
1445,65.968,65.968,0,0,0,0,0,0,0,0,0,0,
1446,87.916,87.916,0,0,0,0,0,0,0,0,0,0,
1447,116.684,116.684,0,0,0,0,0,0,0,0,0,0,
1448,106.516,106.516,0,0,0,0,0,0,0,0,0,0,
1449,93.248,93.248,0,0,0,0,0,0,0,0,0,0,
1450,94.984,94.984,0,0,0,0,0,0,0,0,0,0,
1451,96.224,96.224,0,0,0,0,0,0,0,0,0,0,
1452,92.752,92.752,0,0,0,0,0,0,0,0,0,0,
1453,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1454,88.66,88.66,0,0,0,0,0,0,0,0,0,0,
1455,92.132,92.132,0,0,0,0,0,0,0,0,0,0,
1456,104.656,104.656,0,0,0,0,0,0,0,0,0,0,
1457,129.332,129.332,0,0,0,0,0,0,0,0,0,0,
1458,171.244,171.244,0,0,0,0,0,0,0,0,0,0,
1459,199.64,199.64,0,0,0,0,0,0,0,0,1488,50,
1460,214.148,214.148,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1461,191.208,191.208,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1462,155.124,155.124,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1463,117.924,117.924,0,0,0,0,0,0,0,338.716,2976,100,
1464,79.856,79.856,0,0,0,0,0,0,0,0,2976,100,
1465,66.092,66.092,0,0,0,0,0,0,0,0,2976,100,
1466,60.14,60.14,0,0,0,0,0,0,0,0,2976,100,
1467,58.404,58.404,0,0,0,0,0,0,0,0,2976,100,
1468,58.652,58.652,0,0,0,0,0,0,0,0,0,0,
1469,64.728,64.728,0,0,0,0,0,0,0,0,0,0,
1470,87.172,87.172,0,0,0,0,0,0,0,0,0,0,
1471,115.94,115.94,0,0,0,0,0,0,0,0,0,0,
1472,106.02,106.02,0,0,0,0,0,0,0,0,0,0,
1473,93.248,93.248,0,0,0,0,0,0,0,0,0,0,
1474,94.984,94.984,0,0,0,0,0,0,0,0,0,0,
1475,96.224,96.224,0,0,0,0,0,0,0,0,0,0,
1476,92.752,92.752,0,0,0,0,0,0,0,0,0,0,
1477,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1478,89.404,89.404,0,0,0,0,0,0,0,0,0,0,
1479,104.284,104.284,0,0,0,0,0,0,0,0,0,0,
1480,125.24,125.24,0,0,0,0,0,0,0,0,0,0,
1481,163.184,163.184,0,0,0,0,0,0,0,0,0,0,
1482,194.804,194.804,0,0,0,0,0,0,0,0,0,0,
1483,221.216,221.216,0,0,0,0,0,0,0,0,1488,50,
1484,232.624,232.624,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1485,209.064,209.064,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1486,162.192,162.192,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1487,117.924,117.924,0,0,0,0,0,0,0,338.716,2976,100,
1488,78.988,78.988,0,0,0,0,0,0,0,0,2976,100,
1489,65.596,65.596,0,0,0,0,0,0,0,0,2976,100,
1490,59.892,59.892,0,0,0,0,0,0,0,0,2976,100,
1491,58.156,58.156,0,0,0,0,0,0,0,0,2976,100,
1492,57.164,57.164,0,0,0,0,0,0,0,0,0,0,
1493,62.62,62.62,0,0,0,0,0,0,0,0,0,0,
1494,82.832,82.832,0,0,0,0,0,0,0,0,0,0,
1495,111.104,111.104,0,0,0,0,0,0,0,0,0,0,
1496,100.812,100.812,0,0,0,0,0,0,0,0,0,0,
1497,87.544,87.544,0,0,0,0,0,0,0,0,0,0,
1498,88.66,88.66,0,0,0,0,0,0,0,0,0,0,
1499,89.776,89.776,0,0,0,0,0,0,0,0,0,0,
1500,86.8,86.8,0,0,0,0,0,0,0,0,0,0,
1501,85.684,85.684,0,0,0,0,0,0,0,0,0,0,
1502,84.072,84.072,0,0,0,0,0,0,0,0,0,0,
1503,87.296,87.296,0,0,0,0,0,0,0,0,0,0,
1504,98.208,98.208,0,0,0,0,0,0,0,0,0,0,
1505,123.752,123.752,0,0,0,0,0,0,0,0,0,0,
1506,157.976,157.976,0,0,0,0,0,0,0,0,0,0,
1507,187.488,187.488,0,0,0,0,0,0,0,0,1488,50,
1508,203.856,203.856,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
1509,186.744,186.744,0,0,0,0,0,0,0,409.2,2265.48,76.125,
1510,151.528,151.528,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
1511,115.94,115.94,0,0,0,0,0,0,0,338.716,2976,100,
1512,78.988,78.988,0,0,0,0,0,0,0,0,2976,100,
1513,65.596,65.596,0,0,0,0,0,0,0,0,2976,100,
1514,60.14,60.14,0,0,0,0,0,0,0,0,2976,100,
1515,59.52,59.52,0,0,0,0,0,0,0,0,2976,100,
1516,59.768,59.768,0,0,0,0,0,0,0,0,0,0,
1517,65.844,65.844,0,0,0,0,0,0,0,0,0,0,
1518,86.924,86.924,0,0,0,0,0,0,0,0,0,0,
1519,114.824,114.824,0,0,0,0,0,0,0,0,0,0,
1520,104.532,104.532,0,0,0,0,0,0,0,0,0,0,
1521,91.14,91.14,0,0,0,0,0,0,0,0,0,0,
1522,94.24,94.24,0,0,0,0,0,0,0,0,0,0,
1523,94.116,94.116,0,0,0,0,0,0,0,0,0,0,
1524,90.148,90.148,0,0,0,0,0,0,0,0,0,0,
1525,88.412,88.412,0,0,0,0,0,0,0,0,0,0,
1526,86.924,86.924,0,0,0,0,0,0,0,0,0,0,
1527,89.9,89.9,0,0,0,0,0,0,0,0,0,0,
1528,100.44,100.44,0,0,0,0,0,0,0,0,0,0,
1529,126.852,126.852,0,0,0,0,0,0,0,0,0,0,
1530,159.34,159.34,0,0,0,0,0,0,0,0,0,0,
1531,188.976,188.976,0,0,0,0,0,0,0,0,1488,50,
