Time step,Grid total load,Grid net load,s1 total load,
2336,104.78,104.78,104.78,
2337,88.66,88.66,88.66,
2338,93.124,93.124,93.124,
2339,104.036,104.036,104.036,
2340,116.188,116.188,116.188,
2341,142.104,142.104,142.104,
2342,169.012,169.012,169.012,
2343,201.996,201.996,201.996,
2344,238.576,238.576,238.576,
2345,284.952,284.952,284.952,
2346,286.812,286.812,286.812,
2347,285.572,285.572,285.572,
2348,296.732,705.932,705.932,
2349,284.952,694.152,694.152,
2350,219.728,628.928,628.928,
2351,162.068,500.784,500.784,
2352,103.664,103.664,103.664,
2353,83.948,83.948,83.948,
2354,69.068,69.068,69.068,
2355,58.032,58.032,58.032,
2356,57.04,57.04,57.04,
2357,62.62,62.62,62.62,
2358,82.956,82.956,82.956,
2359,116.064,116.064,116.064,
2360,104.78,104.78,104.78,
2361,88.66,88.66,88.66,
2362,97.216,97.216,97.216,
2363,112.84,112.84,112.84,
2364,129.828,129.828,129.828,
2365,155.248,155.248,155.248,
2366,178.188,178.188,178.188,
2367,213.652,213.652,213.652,
2368,238.948,238.948,238.948,
2369,280.116,280.116,280.116,
2370,279.248,279.248,279.248,
2371,276.52,276.52,276.52,
2372,286.192,695.392,695.392,
2373,266.476,675.676,675.676,
2374,215.14,624.34,624.34,
2375,155.496,494.212,494.212,
2376,102.796,102.796,102.796,
2377,65.472,65.472,65.472,
2378,59.768,59.768,59.768,
2379,58.032,58.032,58.032,
2380,57.04,57.04,57.04,
2381,62.62,62.62,62.62,
2382,82.956,82.956,82.956,
2383,116.064,116.064,116.064,
2384,104.78,104.78,104.78,
2385,88.66,88.66,88.66,
2386,89.032,89.032,89.032,
2387,90.148,90.148,90.148,
2388,98.828,98.828,98.828,
2389,124.868,124.868,124.868,
2390,143.22,143.22,143.22,
2391,166.656,166.656,166.656,
2392,184.884,184.884,184.884,
2393,206.336,206.336,206.336,
2394,210.8,210.8,210.8,
2395,210.428,210.428,210.428,
2396,202.492,611.692,611.692,
2397,186.496,595.696,595.696,
2398,151.28,560.48,560.48,
2399,115.816,454.532,454.532,
2400,78.864,78.864,78.864,
2401,65.472,65.472,65.472,
2402,59.768,59.768,59.768,
2403,58.032,58.032,58.032,
2404,57.04,57.04,57.04,
2405,62.62,62.62,62.62,
2406,82.956,82.956,82.956,
2407,116.064,116.064,116.064,
2408,104.78,104.78,104.78,
2409,88.66,88.66,88.66,
2410,89.032,89.032,89.032,
2411,90.148,90.148,90.148,
2412,87.172,87.172,87.172,
2413,86.056,86.056,86.056,
2414,85.064,85.064,85.064,
2415,101.432,101.432,101.432,
2416,128.216,128.216,128.216,
2417,159.712,159.712,159.712,
2418,178.56,178.56,178.56,
2419,194.804,194.804,194.804,
2420,222.084,631.284,631.284,
2421,223.944,633.144,633.144,
2422,176.328,585.528,585.528,
2423,130.448,469.164,469.164,
2424,82.336,82.336,82.336,
2425,65.472,65.472,65.472,
2426,59.768,59.768,59.768,
2427,58.032,58.032,58.032,
2428,57.04,57.04,57.04,
2429,62.62,62.62,62.62,
2430,82.956,82.956,82.956,
2431,116.064,116.064,116.064,
2432,104.78,104.78,104.78,
2433,88.66,88.66,88.66,
2434,89.032,89.032,89.032,
2435,90.148,90.148,90.148,
2436,87.172,87.172,87.172,
2437,94.488,94.488,94.488,
2438,107.26,107.26,107.26,
2439,132.06,132.06,132.06,
2440,164.672,164.672,164.672,
2441,208.568,208.568,208.568,
2442,220.1,220.1,220.1,
2443,229.896,229.896,229.896,
2444,250.604,659.804,659.804,
2445,251.844,661.044,661.044,
2446,171.492,580.692,580.692,
2447,135.532,474.248,474.248,
2448,78.864,78.864,78.864,
2449,66.588,66.588,66.588,
2450,60.016,60.016,60.016,
2451,58.156,58.156,58.156,
2452,57.412,57.412,57.412,
2453,63.116,63.116,63.116,
2454,84.32,84.32,84.32,
2455,118.792,118.792,118.792,
2456,108.872,108.872,108.872,
2457,94.24,94.24,94.24,
2458,95.48,95.48,95.48,
2459,99.572,99.572,99.572,
2460,109.988,109.988,109.988,
2461,124.248,124.248,124.248,
2462,144.46,144.46,144.46,
2463,170.872,170.872,170.872,
2464,204.972,204.972,204.972,
2465,254.572,254.572,254.572,
2466,259.16,259.16,259.16,
2467,262.88,262.88,262.88,
2468,280.86,690.06,690.06,
2469,267.096,676.296,676.296,
2470,215.884,625.084,625.084,
2471,163.68,502.396,502.396,
2472,110.112,110.112,110.112,
2473,86.8,86.8,86.8,
2474,72.168,72.168,72.168,
2475,59.768,59.768,59.768,
2476,57.412,57.412,57.412,
2477,63.116,63.116,63.116,
2478,84.32,84.32,84.32,
2479,118.792,118.792,118.792,
2480,108.872,108.872,108.872,
2481,94.24,94.24,94.24,
2482,97.216,97.216,97.216,
2483,109.244,109.244,109.244,
2484,117.428,117.428,117.428,
2485,126.976,126.976,126.976,
2486,136.152,136.152,136.152,
2487,156.86,156.86,156.86,
2488,177.94,177.94,177.94,
2489,214.396,214.396,214.396,
2490,224.936,224.936,224.936,
2491,222.084,222.084,222.084,
2492,238.948,648.148,648.148,
2493,241.428,650.628,650.628,
2494,193.192,602.392,602.392,
2495,138.508,477.224,477.224,
2496,87.544,87.544,87.544,
2497,65.472,65.472,65.472,
2498,59.768,59.768,59.768,
2499,58.032,58.032,58.032,
2500,57.04,57.04,57.04,
2501,62.62,62.62,62.62,
2502,82.956,82.956,82.956,
2503,116.064,116.064,116.064,
2504,104.78,104.78,104.78,
2505,88.66,88.66,88.66,
2506,89.032,89.032,89.032,
2507,90.148,90.148,90.148,
2508,87.172,87.172,87.172,
2509,93.62,93.62,93.62,
2510,108.252,108.252,108.252,
2511,129.828,129.828,129.828,
2512,170.252,170.252,170.252,
2513,205.468,205.468,205.468,
2514,211.048,211.048,211.048,
2515,211.544,211.544,211.544,
2516,213.156,622.356,622.356,
2517,186.496,595.696,595.696,
2518,151.28,560.48,560.48,
2519,115.816,454.532,454.532,
2520,78.864,78.864,78.864,
2521,65.472,65.472,65.472,
2522,59.768,59.768,59.768,
2523,58.032,58.032,58.032,
2524,57.04,57.04,57.04,
2525,62.62,62.62,62.62,
2526,82.956,82.956,82.956,
2527,116.064,116.064,116.064,
2528,104.78,104.78,104.78,
2529,88.66,88.66,88.66,
2530,89.032,89.032,89.032,
2531,90.148,90.148,90.148,
2532,95.356,95.356,95.356,
2533,103.788,103.788,103.788,
2534,117.18,117.18,117.18,
2535,138.26,138.26,138.26,
2536,168.144,168.144,168.144,
2537,208.32,208.32,208.32,
2538,222.332,222.332,222.332,
2539,232.376,232.376,232.376,
2540,254.82,664.02,664.02,
2541,247.876,657.076,657.076,
2542,199.516,608.716,608.716,
2543,149.048,487.764,487.764,
2544,99.448,99.448,99.448,
2545,65.472,65.472,65.472,
2546,59.768,59.768,59.768,
2547,58.032,58.032,58.032,
2548,57.04,57.04,57.04,
2549,62.62,62.62,62.62,
2550,82.956,82.956,82.956,
2551,116.064,116.064,116.064,
2552,104.78,104.78,104.78,
2553,88.66,88.66,88.66,
2554,89.032,89.032,89.032,
2555,90.148,90.148,90.148,
2556,103.168,103.168,103.168,
2557,118.916,118.916,118.916,
2558,143.22,143.22,143.22,
2559,167.772,167.772,167.772,
2560,204.848,204.848,204.848,
2561,261.64,261.64,261.64,
2562,267.84,267.84,267.84,
2563,274.04,274.04,274.04,
2564,284.704,693.904,693.904,
2565,271.932,681.132,681.132,
2566,218.364,627.564,627.564,
2567,164.052,502.768,502.768,
2568,104.78,104.78,104.78,
2569,87.172,87.172,87.172,
2570,73.904,73.904,73.904,
2571,61.628,61.628,61.628,
2572,57.04,57.04,57.04,
2573,62.62,62.62,62.62,
2574,82.956,82.956,82.956,
2575,116.064,116.064,116.064,
2576,104.78,104.78,104.78,
2577,88.908,88.908,88.908,
2578,108.748,108.748,108.748,
2579,119.412,119.412,119.412,
2580,132.432,132.432,132.432,
2581,154.504,154.504,154.504,
2582,176.7,176.7,176.7,
2583,200.136,200.136,200.136,
2584,243.536,243.536,243.536,
2585,283.712,283.712,283.712,
2586,287.184,287.184,287.184,
2587,285.696,285.696,285.696,
2588,297.6,706.8,706.8,
2589,287.928,697.128,697.128,
2590,230.516,639.716,639.716,
2591,177.816,516.532,516.532,
2592,123.628,123.628,123.628,
2593,91.264,91.264,91.264,
2594,59.768,59.768,59.768,
2595,58.032,58.032,58.032,
2596,57.04,57.04,57.04,
2597,62.62,62.62,62.62,
2598,82.956,82.956,82.956,
2599,116.064,116.064,116.064,
2600,104.78,104.78,104.78,
2601,88.66,88.66,88.66,
2602,96.72,96.72,96.72,
2603,108.376,108.376,108.376,
2604,117.552,117.552,117.552,
2605,131.812,131.812,131.812,
2606,145.824,145.824,145.824,
2607,163.68,163.68,163.68,
2608,183.272,183.272,183.272,
2609,218.984,218.984,218.984,
2610,224.44,224.44,224.44,
2611,230.268,230.268,230.268,
2612,225.556,634.756,634.756,
2613,198.772,607.972,607.972,
2614,151.28,560.48,560.48,
2615,115.816,454.532,454.532,
2616,78.864,78.864,78.864,
2617,65.968,65.968,65.968,
2618,60.016,60.016,60.016,
2619,58.156,58.156,58.156,
2620,57.412,57.412,57.412,
2621,63.116,63.116,63.116,
2622,84.32,84.32,84.32,
2623,118.792,118.792,118.792,
2624,108.872,108.872,108.872,
2625,94.24,94.24,94.24,
2626,95.48,95.48,95.48,
2627,96.72,96.72,96.72,
2628,101.308,101.308,101.308,
2629,113.708,113.708,113.708,
2630,129.58,129.58,129.58,
2631,149.544,149.544,149.544,
2632,173.476,173.476,173.476,
2633,213.776,213.776,213.776,
2634,227.54,227.54,227.54,
2635,235.6,235.6,235.6,
2636,248.62,657.82,657.82,
2637,245.768,654.968,654.968,
2638,195.052,604.252,604.252,
2639,142.104,480.82,480.82,
2640,94.984,94.984,94.984,
2641,71.3,71.3,71.3,
2642,60.016,60.016,60.016,
2643,58.156,58.156,58.156,
2644,57.412,57.412,57.412,
2645,63.116,63.116,63.116,
2646,84.32,84.32,84.32,
2647,118.792,118.792,118.792,
2648,108.872,108.872,108.872,
2649,94.24,94.24,94.24,
2650,95.48,95.48,95.48,
2651,96.72,96.72,96.72,
2652,98.952,98.952,98.952,
2653,113.088,113.088,113.088,
2654,127.224,127.224,127.224,
2655,155.744,155.744,155.744,
2656,190.34,190.34,190.34,
2657,235.6,235.6,235.6,
2658,245.52,245.52,245.52,
2659,256.556,256.556,256.556,
2660,273.668,682.868,682.868,
2661,263.996,673.196,673.196,
2662,209.436,618.636,618.636,
2663,151.156,489.872,489.872,
2664,98.704,98.704,98.704,
2665,65.472,65.472,65.472,
2666,59.768,59.768,59.768,
2667,58.032,58.032,58.032,
2668,57.04,57.04,57.04,
2669,62.62,62.62,62.62,
2670,82.956,82.956,82.956,
2671,116.064,116.064,116.064,
2672,104.78,104.78,104.78,
2673,88.66,88.66,88.66,
2674,89.032,89.032,89.032,
2675,96.224,96.224,96.224,
2676,114.452,114.452,114.452,
2677,140.492,140.492,140.492,
2678,169.508,169.508,169.508,
2679,199.888,199.888,199.888,
2680,226.052,226.052,226.052,
2681,268.708,268.708,268.708,
2682,275.404,275.404,275.404,
2683,279.124,279.124,279.124,
2684,294.996,704.196,704.196,
2685,294.748,703.948,703.948,
2686,241.676,650.876,650.876,
2687,180.668,519.384,519.384,
2688,126.852,126.852,126.852,
2689,102.548,102.548,102.548,
2690,86.676,86.676,86.676,
2691,79.236,79.236,79.236,
2692,72.54,72.54,72.54,
2693,75.144,75.144,75.144,
2694,93,93,93,
2695,133.796,133.796,133.796,
2696,122.512,122.512,122.512,
2697,119.164,119.164,119.164,
2698,161.696,161.696,161.696,
2699,171.864,171.864,171.864,
2700,203.856,203.856,203.856,
2701,220.72,220.72,220.72,
2702,232.872,232.872,232.872,
2703,258.044,258.044,258.044,
2704,265.112,265.112,265.112,
2705,314.216,314.216,314.216,
2706,306.032,306.032,306.032,
2707,293.508,293.508,293.508,
2708,315.208,724.408,724.408,
2709,315.208,724.408,724.408,
2710,262.26,671.46,671.46,
2711,208.444,547.16,547.16,
2712,152.768,152.768,152.768,
2713,129.58,129.58,129.58,
2714,107.632,107.632,107.632,
2715,92.628,92.628,92.628,
2716,66.836,66.836,66.836,
2717,77.996,77.996,77.996,
2718,82.956,82.956,82.956,
2719,133.176,133.176,133.176,
2720,133.672,133.672,133.672,
2721,133.672,133.672,133.672,
2722,163.68,163.68,163.68,
2723,172.856,172.856,172.856,
2724,183.272,183.272,183.272,
2725,187.612,187.612,187.612,
2726,206.336,206.336,206.336,
2727,214.644,214.644,214.644,
2728,234.236,234.236,234.236,
2729,271.684,271.684,271.684,
2730,271.808,271.808,271.808,
2731,274.908,274.908,274.908,
2732,290.656,699.856,699.856,
2733,284.084,693.284,693.284,
2734,227.664,636.864,636.864,
2735,171.368,510.084,510.084,
2736,121.148,121.148,121.148,
2737,98.084,98.084,98.084,
2738,86.676,86.676,86.676,
2739,81.592,81.592,81.592,
2740,76.632,76.632,76.632,
2741,81.22,81.22,81.22,
2742,91.512,91.512,91.512,
2743,135.408,135.408,135.408,
2744,126.232,126.232,126.232,
2745,128.588,128.588,128.588,
2746,156.612,156.612,156.612,
2747,165.416,165.416,165.416,
2748,178.188,178.188,178.188,
2749,194.432,194.432,194.432,
2750,224.316,224.316,224.316,
2751,245.148,245.148,245.148,
2752,276.892,276.892,276.892,
2753,325.5,325.5,325.5,
2754,315.828,315.828,315.828,
2755,318.68,318.68,318.68,
2756,329.592,738.792,738.792,
2757,310.744,719.944,719.944,
2758,252.96,662.16,662.16,
2759,198.524,537.24,537.24,
2760,135.78,135.78,135.78,
2761,110.856,110.856,110.856,
2762,94.612,94.612,94.612,
2763,58.032,58.032,58.032,
2764,57.04,57.04,57.04,
2765,62.62,62.62,62.62,
2766,82.956,82.956,82.956,
2767,116.064,116.064,116.064,
2768,117.8,117.8,117.8,
2769,118.296,118.296,118.296,
2770,149.048,149.048,149.048,
2771,167.276,167.276,167.276,
2772,180.792,180.792,180.792,
2773,207.948,207.948,207.948,
2774,235.972,235.972,235.972,
2775,271.064,271.064,271.064,
2776,311.116,311.116,311.116,
2777,356.748,356.748,356.748,
2778,344.224,344.224,344.224,
2779,340.38,340.38,340.38,
2780,352.78,761.98,761.98,
2781,324.88,734.08,734.08,
2782,260.772,669.972,669.972,
2783,205.344,544.06,544.06,
2784,151.528,151.528,151.528,
2785,127.72,127.72,127.72,
2786,105.896,105.896,105.896,
2787,96.348,96.348,96.348,
2788,87.916,87.916,87.916,
2789,87.048,87.048,87.048,
2790,103.912,103.912,103.912,
2791,144.336,144.336,144.336,
2792,135.78,135.78,135.78,
2793,136.772,136.772,136.772,
2794,169.632,169.632,169.632,
2795,180.42,180.42,180.42,
2796,196.912,196.912,196.912,
2797,223.076,223.076,223.076,
2798,246.512,246.512,246.512,
2799,275.528,275.528,275.528,
2800,304.172,304.172,304.172,
2801,339.884,339.884,339.884,
2802,325.004,325.004,325.004,
2803,310.744,310.744,310.744,
2804,314.464,723.664,723.664,
2805,308.388,717.588,717.588,
2806,247.752,656.952,656.952,
2807,190.092,528.808,528.808,
2808,135.408,135.408,135.408,
2809,106.392,106.392,106.392,
2810,90.768,90.768,90.768,
2811,80.228,80.228,80.228,
2812,69.316,69.316,69.316,
2813,72.416,72.416,72.416,
2814,84.32,84.32,84.32,
2815,129.332,129.332,129.332,
2816,123.256,123.256,123.256,
2817,118.296,118.296,118.296,
2818,144.336,144.336,144.336,
2819,152.272,152.272,152.272,
2820,160.208,160.208,160.208,
2821,182.652,182.652,182.652,
2822,199.02,199.02,199.02,
2823,221.96,221.96,221.96,
2824,261.144,261.144,261.144,
2825,296.484,296.484,296.484,
2826,291.028,291.028,291.028,
2827,292.144,292.144,292.144,
2828,301.196,710.396,710.396,
2829,293.136,702.336,702.336,
2830,234.732,643.932,643.932,
2831,176.576,515.292,515.292,
2832,124.372,124.372,124.372,
2833,93.62,93.62,93.62,
2834,59.768,59.768,59.768,
2835,58.032,58.032,58.032,
2836,57.04,57.04,57.04,
2837,62.62,62.62,62.62,
2838,82.956,82.956,82.956,
2839,116.064,116.064,116.064,
2840,104.78,104.78,104.78,
2841,91.76,91.76,91.76,
2842,118.668,118.668,118.668,
2843,124.992,124.992,124.992,
2844,139.996,139.996,139.996,
2845,157.232,157.232,157.232,
2846,176.7,176.7,176.7,
2847,201.748,201.748,201.748,
2848,242.048,242.048,242.048,
2849,286.192,286.192,286.192,
2850,287.308,287.308,287.308,
2851,290.904,290.904,290.904,
2852,307.52,716.72,716.72,
2853,294.872,704.072,704.072,
2854,237.708,646.908,646.908,
2855,181.412,520.128,520.128,
2856,118.048,118.048,118.048,
2857,98.456,98.456,98.456,
2858,83.824,83.824,83.824,
2859,70.928,70.928,70.928,
2860,62.496,62.496,62.496,
2861,64.604,64.604,64.604,
2862,82.956,82.956,82.956,
2863,119.288,119.288,119.288,
2864,109.244,109.244,109.244,
2865,104.408,104.408,104.408,
2866,131.316,131.316,131.316,
2867,139.252,139.252,139.252,
2868,157.976,157.976,157.976,
2869,173.848,173.848,173.848,
2870,199.02,199.02,199.02,
2871,220.348,220.348,220.348,
2872,254.944,254.944,254.944,
2873,285.944,285.944,285.944,
2874,292.392,292.392,292.392,
2875,292.64,292.64,292.64,
2876,309.008,718.208,718.208,
2877,301.32,710.52,710.52,
2878,247.876,657.076,657.076,
2879,194.556,533.272,533.272,
2880,140.864,140.864,140.864,
2881,114.452,114.452,114.452,
2882,98.456,98.456,98.456,
2883,82.212,82.212,82.212,
2884,60.636,60.636,60.636,
2885,62.62,62.62,62.62,
2886,80.352,80.352,80.352,
2887,109.864,109.864,109.864,
2888,119.288,119.288,119.288,
2889,122.76,122.76,122.76,
2890,147.808,147.808,147.808,
2891,154.256,154.256,154.256,
2892,165.292,165.292,165.292,
2893,174.592,174.592,174.592,
2894,186.496,186.496,186.496,
2895,205.84,205.84,205.84,
2896,236.468,236.468,236.468,
2897,285.82,285.82,285.82,
2898,282.224,282.224,282.224,
2899,280.116,280.116,280.116,
2900,294.624,703.824,703.824,
2901,293.136,702.336,702.336,
2902,230.64,639.84,639.84,
2903,180.916,519.632,519.632,
2904,108.128,108.128,108.128,
2905,98.208,98.208,98.208,
2906,82.212,82.212,82.212,
2907,72.292,72.292,72.292,
2908,65.472,65.472,65.472,
2909,68.944,68.944,68.944,
2910,80.352,80.352,80.352,
2911,117.552,117.552,117.552,
2912,111.724,111.724,111.724,
2913,117.924,117.924,117.924,
2914,150.04,150.04,150.04,
2915,159.96,159.96,159.96,
2916,173.6,173.6,173.6,
2917,190.96,190.96,190.96,
2918,214.52,214.52,214.52,
2919,243.784,243.784,243.784,
2920,272.552,272.552,272.552,
2921,332.072,332.072,332.072,
2922,318.556,318.556,318.556,
2923,316.324,316.324,316.324,
2924,322.648,731.848,731.848,
2925,316.944,726.144,726.144,
2926,267.964,677.164,677.164,
2927,203.98,542.696,542.696,
2928,153.636,153.636,153.636,
2929,116.808,116.808,116.808,
2930,84.816,84.816,84.816,
2931,58.156,58.156,58.156,
2932,57.164,57.164,57.164,
2933,62.62,62.62,62.62,
2934,80.352,80.352,80.352,
2935,108.252,108.252,108.252,
2936,109.368,109.368,109.368,
2937,114.452,114.452,114.452,
2938,153.884,153.884,153.884,
2939,173.724,173.724,173.724,
2940,194.68,194.68,194.68,
2941,211.42,211.42,211.42,
2942,228.904,228.904,228.904,
2943,247.504,247.504,247.504,
2944,291.772,291.772,291.772,
2945,303.676,303.676,303.676,
2946,279.372,279.372,279.372,
2947,271.684,271.684,271.684,
2948,283.34,692.54,692.54,
2949,227.416,636.616,636.616,
2950,203.608,612.808,612.808,
2951,115.94,454.656,454.656,
2952,78.988,78.988,78.988,
2953,77.128,77.128,77.128,
2954,67.58,67.58,67.58,
2955,62.62,62.62,62.62,
2956,60.14,60.14,60.14,
2957,63.116,63.116,63.116,
2958,81.716,81.716,81.716,
2959,110.98,110.98,110.98,
2960,101.308,101.308,101.308,
2961,91.388,91.388,91.388,
2962,93.496,93.496,93.496,
2963,106.02,106.02,106.02,
2964,113.088,113.088,113.088,
2965,121.272,121.272,121.272,
2966,132.432,132.432,132.432,
2967,151.528,151.528,151.528,
2968,139.252,139.252,139.252,
2969,127.72,127.72,127.72,
2970,150.164,150.164,150.164,
2971,162.316,162.316,162.316,
2972,180.296,589.496,589.496,
2973,196.292,605.492,605.492,
2974,160.332,569.532,569.532,
2975,117.924,456.64,456.64,
2976,79.856,79.856,79.856,
2977,66.092,66.092,66.092,
2978,60.14,60.14,60.14,
2979,58.28,58.28,58.28,
2980,57.536,57.536,57.536,
2981,63.116,63.116,63.116,
2982,81.716,81.716,81.716,
2983,110.98,110.98,110.98,
2984,101.308,101.308,101.308,
2985,91.388,91.388,91.388,
2986,93.496,93.496,93.496,
2987,94.736,94.736,94.736,
2988,91.264,91.264,91.264,
2989,94.24,94.24,94.24,
2990,107.012,107.012,107.012,
2991,120.776,120.776,120.776,
2992,143.468,143.468,143.468,
2993,171.244,171.244,171.244,
2994,190.34,190.34,190.34,
2995,201.128,201.128,201.128,
2996,222.456,631.656,631.656,
2997,235.724,644.924,644.924,
2998,194.432,603.632,603.632,
2999,145.7,484.416,484.416,
3000,98.332,98.332,98.332,
3001,65.596,65.596,65.596,
3002,59.892,59.892,59.892,
3003,58.156,58.156,58.156,
3004,57.164,57.164,57.164,
3005,62.62,62.62,62.62,
3006,80.352,80.352,80.352,
3007,108.252,108.252,108.252,
3008,97.34,97.34,97.34,
3009,85.684,85.684,85.684,
3010,87.048,87.048,87.048,
3011,88.164,88.164,88.164,
3012,94.984,94.984,94.984,
3013,108.128,108.128,108.128,
3014,120.528,120.528,120.528,
3015,139.128,139.128,139.128,
3016,163.432,163.432,163.432,
3017,198.648,198.648,198.648,
3018,209.932,209.932,209.932,
3019,216.752,216.752,216.752,
3020,229.524,638.724,638.724,
3021,227.54,636.74,636.74,
3022,151.528,560.728,560.728,
3023,115.94,454.656,454.656,
3024,78.988,78.988,78.988,
3025,66.836,66.836,66.836,
3026,59.892,59.892,59.892,
3027,58.156,58.156,58.156,
3028,57.164,57.164,57.164,
3029,62.62,62.62,62.62,
3030,80.352,80.352,80.352,
3031,108.252,108.252,108.252,
3032,97.34,97.34,97.34,
3033,85.684,85.684,85.684,
3034,87.048,87.048,87.048,
3035,92.504,92.504,92.504,
3036,99.324,99.324,99.324,
3037,109.368,109.368,109.368,
3038,118.42,118.42,118.42,
3039,127.844,127.844,127.844,
3040,145.7,145.7,145.7,
3041,159.836,159.836,159.836,
3042,171.988,171.988,171.988,
3043,175.956,175.956,175.956,
3044,195.176,604.376,604.376,
3045,208.196,617.396,617.396,
3046,167.276,576.476,576.476,
3047,123.132,461.848,461.848,
3048,78.988,78.988,78.988,
3049,65.596,65.596,65.596,
3050,59.892,59.892,59.892,
3051,58.156,58.156,58.156,
3052,57.164,57.164,57.164,
3053,62.62,62.62,62.62,
3054,80.352,80.352,80.352,
3055,108.252,108.252,108.252,
3056,97.34,97.34,97.34,
3057,85.684,85.684,85.684,
3058,87.048,87.048,87.048,
3059,88.164,88.164,88.164,
3060,85.188,85.188,85.188,
3061,84.196,84.196,84.196,
3062,82.46,82.46,82.46,
3063,84.816,84.816,84.816,
3064,117.056,117.056,117.056,
3065,152.148,152.148,152.148,
3066,173.476,173.476,173.476,
3067,172.36,172.36,172.36,
3068,187.488,596.688,596.688,
3069,186.496,595.696,595.696,
3070,152.52,561.72,561.72,
3071,115.94,454.656,454.656,
3072,78.988,78.988,78.988,
3073,65.596,65.596,65.596,
3074,59.892,59.892,59.892,
3075,58.156,58.156,58.156,
3076,57.164,57.164,57.164,
3077,62.62,62.62,62.62,
3078,80.352,80.352,80.352,
3079,108.252,108.252,108.252,
3080,97.34,97.34,97.34,
3081,85.684,85.684,85.684,
3082,88.908,88.908,88.908,
3083,101.432,101.432,101.432,
3084,109.244,109.244,109.244,
3085,119.66,119.66,119.66,
3086,135.408,135.408,135.408,
3087,159.34,159.34,159.34,
3088,186.744,186.744,186.744,
3089,234.856,234.856,234.856,
3090,238.948,238.948,238.948,
3091,249.86,249.86,249.86,
3092,262.632,671.832,671.832,
3093,269.08,678.28,678.28,
3094,220.844,630.044,630.044,
3095,165.912,504.628,504.628,
3096,115.692,115.692,115.692,
3097,65.596,65.596,65.596,
3098,59.892,59.892,59.892,
3099,58.156,58.156,58.156,
3100,57.164,57.164,57.164,
3101,62.62,62.62,62.62,
3102,80.352,80.352,80.352,
3103,108.252,108.252,108.252,
3104,97.34,97.34,97.34,
3105,86.18,86.18,86.18,
3106,114.7,114.7,114.7,
3107,123.38,123.38,123.38,
3108,141.484,141.484,141.484,
3109,162.44,162.44,162.44,
3110,197.656,197.656,197.656,
3111,223.696,223.696,223.696,
3112,261.764,261.764,261.764,
3113,317.564,317.564,317.564,
3114,312.976,312.976,312.976,
3115,314.712,314.712,314.712,
3116,318.308,727.508,727.508,
3117,302.932,712.132,712.132,
3118,252.216,661.416,661.416,
3119,199.268,537.984,537.984,
3120,139.996,139.996,139.996,
3121,110.732,110.732,110.732,
3122,93.372,93.372,93.372,
3123,83.824,83.824,83.824,
3124,75.392,75.392,75.392,
3125,76.136,76.136,76.136,
3126,88.04,88.04,88.04,
3127,126.976,126.976,126.976,
3128,121.024,121.024,121.024,
3129,126.108,126.108,126.108,
3130,153.636,153.636,153.636,
3131,164.424,164.424,164.424,
3132,179.304,179.304,179.304,
3133,206.336,206.336,206.336,
3134,232.872,232.872,232.872,
3135,270.444,270.444,270.444,
3136,315.704,315.704,315.704,
3137,363.816,363.816,363.816,
3138,348.936,348.936,348.936,
3139,345.092,345.092,345.092,
3140,339.884,749.084,749.084,
3141,340.876,750.076,750.076,
3142,273.668,682.868,682.868,
3143,214.768,553.484,553.484,
3144,152.892,152.892,152.892,
3145,117.304,117.304,117.304,
3146,102.672,102.672,102.672,
3147,90.52,90.52,90.52,
3148,78.74,78.74,78.74,
3149,79.98,79.98,79.98,
3150,91.016,91.016,91.016,
3151,130.82,130.82,130.82,
3152,124.62,124.62,124.62,
3153,131.44,131.44,131.44,
3154,165.54,165.54,165.54,
3155,179.304,179.304,179.304,
3156,202.864,202.864,202.864,
3157,231.632,231.632,231.632,
3158,255.564,255.564,255.564,
3159,303.304,303.304,303.304,
3160,349.804,349.804,349.804,
3161,408.332,408.332,408.332,
3162,424.7,424.7,424.7,
3163,402.008,402.008,402.008,
3164,387.872,797.072,797.072,
3165,377.704,786.904,786.904,
3166,326.616,735.816,735.816,
3167,267.592,606.308,606.308,
3168,204.6,204.6,204.6,
3169,177.692,177.692,177.692,
3170,146.444,146.444,146.444,
3171,118.296,118.296,118.296,
3172,109.74,109.74,109.74,
3173,70.928,70.928,70.928,
3174,96.348,96.348,96.348,
3175,147.56,147.56,147.56,
3176,142.724,142.724,142.724,
3177,152.892,152.892,152.892,
3178,195.3,195.3,195.3,
3179,200.632,200.632,200.632,
3180,211.916,211.916,211.916,
3181,230.144,230.144,230.144,
3182,259.036,259.036,259.036,
3183,279.372,279.372,279.372,
3184,326.12,326.12,326.12,
3185,387.5,387.5,387.5,
3186,377.456,377.456,377.456,
3187,366.792,366.792,366.792,
3188,362.7,771.9,771.9,
3189,351.788,760.988,760.988,
3190,288.052,697.252,697.252,
3191,222.828,561.544,561.544,
3192,160.456,160.456,160.456,
3193,127.348,127.348,127.348,
3194,105.772,105.772,105.772,
3195,94.364,94.364,94.364,
3196,85.188,85.188,85.188,
3197,86.056,86.056,86.056,
3198,95.976,95.976,95.976,
3199,133.424,133.424,133.424,
3200,131.688,131.688,131.688,
3201,140.988,140.988,140.988,
3202,181.908,181.908,181.908,
3203,200.88,200.88,200.88,
3204,222.704,222.704,222.704,
3205,259.532,259.532,259.532,
3206,307.024,307.024,307.024,
3207,339.016,339.016,339.016,
3208,400.396,400.396,400.396,
