Time step,Grid total load,Grid net load,s1 total load,
7050,202.368,202.368,202.368,
7051,224.688,224.688,224.688,
7052,244.404,653.604,653.604,
7053,221.092,630.292,630.292,
7054,176.576,585.776,585.776,
7055,133.796,472.512,472.512,
7056,88.908,88.908,88.908,
7057,68.696,68.696,68.696,
7058,58.156,58.156,58.156,
7059,55.924,55.924,55.924,
7060,54.932,54.932,54.932,
7061,60.76,60.76,60.76,
7062,84.32,84.32,84.32,
7063,124.372,124.372,124.372,
7064,116.312,116.312,116.312,
7065,104.16,104.16,104.16,
7066,126.604,126.604,126.604,
7067,154.256,154.256,154.256,
7068,175.708,175.708,175.708,
7069,200.384,200.384,200.384,
7070,223.572,223.572,223.572,
7071,250.728,250.728,250.728,
7072,264.988,264.988,264.988,
7073,281.728,281.728,281.728,
7074,291.276,291.276,291.276,
7075,305.164,305.164,305.164,
7076,312.852,722.052,722.052,
7077,281.728,690.928,690.928,
7078,230.764,639.964,639.964,
7079,177.32,516.036,516.036,
7080,125.24,125.24,125.24,
7081,66.092,66.092,66.092,
7082,84.32,84.32,84.32,
7083,79.112,79.112,79.112,
7084,72.912,72.912,72.912,
7085,74.4,74.4,74.4,
7086,92.504,92.504,92.504,
7087,143.344,143.344,143.344,
7088,114.328,114.328,114.328,
7089,91.884,91.884,91.884,
7090,138.508,138.508,138.508,
7091,169.012,169.012,169.012,
7092,201.872,201.872,201.872,
7093,229.028,229.028,229.028,
7094,252.588,252.588,252.588,
7095,282.348,282.348,282.348,
7096,296.36,296.36,296.36,
7097,319.548,319.548,319.548,
7098,318.184,318.184,318.184,
7099,326.74,326.74,326.74,
7100,327.98,737.18,737.18,
7101,291.648,700.848,700.848,
7102,235.6,644.8,644.8,
7103,159.464,498.18,498.18,
7104,103.168,103.168,103.168,
7105,100.812,100.812,100.812,
7106,87.172,87.172,87.172,
7107,79.484,79.484,79.484,
7108,69.068,69.068,69.068,
7109,71.176,71.176,71.176,
7110,85.808,85.808,85.808,
7111,137.64,137.64,137.64,
7112,130.076,130.076,130.076,
7113,122.884,122.884,122.884,
7114,146.196,146.196,146.196,
7115,176.452,176.452,176.452,
7116,203.484,203.484,203.484,
7117,236.716,236.716,236.716,
7118,264.988,264.988,264.988,
7119,295.244,295.244,295.244,
7120,312.48,312.48,312.48,
7121,330.832,330.832,330.832,
7122,326.368,326.368,326.368,
7123,330.956,330.956,330.956,
7124,331.204,740.404,740.404,
7125,293.88,703.08,703.08,
7126,237.212,646.412,646.412,
7127,183.768,522.484,522.484,
7128,129.828,129.828,129.828,
7129,66.34,66.34,66.34,
7130,57.536,57.536,57.536,
7131,55.924,55.924,55.924,
7132,54.932,54.932,54.932,
7133,60.76,60.76,60.76,
7134,84.32,84.32,84.32,
7135,124.372,124.372,124.372,
7136,114.328,114.328,114.328,
7137,91.884,91.884,91.884,
7138,104.904,104.904,104.904,
7139,136.028,136.028,136.028,
7140,162.936,162.936,162.936,
7141,174.344,174.344,174.344,
7142,176.7,176.7,176.7,
7143,195.796,195.796,195.796,
7144,202.74,202.74,202.74,
7145,222.58,222.58,222.58,
7146,198.772,198.772,198.772,
7147,223.076,223.076,223.076,
7148,222.828,632.028,632.028,
7149,187.488,596.688,596.688,
7150,148.924,558.124,558.124,
7151,113.584,452.3,452.3,
7152,76.632,76.632,76.632,
7153,63.86,63.86,63.86,
7154,57.908,57.908,57.908,
7155,56.048,56.048,56.048,
7156,55.304,55.304,55.304,
7157,61.256,61.256,61.256,
7158,85.684,85.684,85.684,
7159,126.976,126.976,126.976,
7160,118.42,118.42,118.42,
7161,97.588,97.588,97.588,
7162,97.588,97.588,97.588,
7163,105.772,105.772,105.772,
7164,124,124,124,
7165,141.484,141.484,141.484,
7166,161.076,161.076,161.076,
7167,183.396,183.396,183.396,
7168,193.564,193.564,193.564,
7169,209.808,209.808,209.808,
7170,228.656,228.656,228.656,
7171,247.38,247.38,247.38,
7172,258.664,667.864,667.864,
7173,231.26,640.46,640.46,
7174,181.412,590.612,590.612,
7175,132.184,470.9,470.9,
7176,82.708,82.708,82.708,
7177,77.5,77.5,77.5,
7178,57.908,57.908,57.908,
7179,56.048,56.048,56.048,
7180,55.304,55.304,55.304,
7181,61.256,61.256,61.256,
7182,85.684,85.684,85.684,
7183,126.976,126.976,126.976,
7184,118.42,118.42,118.42,
7185,97.588,97.588,97.588,
7186,97.588,97.588,97.588,
7187,117.924,117.924,117.924,
7188,135.284,135.284,135.284,
7189,153.636,153.636,153.636,
7190,174.84,174.84,174.84,
7191,180.544,180.544,180.544,
7192,182.28,182.28,182.28,
7193,192.448,192.448,192.448,
7194,216.008,216.008,216.008,
7195,234.112,234.112,234.112,
7196,248.372,657.572,657.572,
7197,219.976,629.176,629.176,
7198,174.344,583.544,583.544,
7199,123.504,462.22,462.22,
7200,76.632,76.632,76.632,
7201,63.364,63.364,63.364,
7202,57.536,57.536,57.536,
7203,55.924,55.924,55.924,
7204,54.932,54.932,54.932,
7205,60.76,60.76,60.76,
7206,84.32,84.32,84.32,
7207,124.372,124.372,124.372,
7208,114.328,114.328,114.328,
7209,91.884,91.884,91.884,
7210,91.264,91.264,91.264,
7211,92.256,92.256,92.256,
7212,128.836,128.836,128.836,
7213,156.488,156.488,156.488,
7214,181.784,181.784,181.784,
7215,187.736,187.736,187.736,
7216,185.008,185.008,185.008,
7217,171.368,171.368,171.368,
7218,173.848,173.848,173.848,
7219,193.192,193.192,193.192,
7220,211.792,620.992,620.992,
7221,184.016,593.216,593.216,
7222,148.924,558.124,558.124,
7223,113.584,452.3,452.3,
7224,76.632,76.632,76.632,
7225,63.364,63.364,63.364,
7226,57.536,57.536,57.536,
7227,55.924,55.924,55.924,
7228,54.932,54.932,54.932,
7229,60.76,60.76,60.76,
7230,84.32,84.32,84.32,
7231,124.372,124.372,124.372,
7232,114.328,114.328,114.328,
7233,91.884,91.884,91.884,
7234,91.264,91.264,91.264,
7235,112.22,112.22,112.22,
7236,130.448,130.448,130.448,
7237,153.388,153.388,153.388,
7238,171.988,171.988,171.988,
7239,176.576,176.576,176.576,
7240,179.552,179.552,179.552,
7241,182.528,182.528,182.528,
7242,203.484,203.484,203.484,
7243,222.456,222.456,222.456,
7244,234.98,644.18,644.18,
7245,209.56,618.76,618.76,
7246,165.292,574.492,574.492,
7247,118.668,457.384,457.384,
7248,76.632,76.632,76.632,
7249,63.364,63.364,63.364,
7250,57.536,57.536,57.536,
7251,55.924,55.924,55.924,
7252,54.932,54.932,54.932,
7253,60.76,60.76,60.76,
7254,84.32,84.32,84.32,
7255,124.372,124.372,124.372,
7256,114.328,114.328,114.328,
7257,91.884,91.884,91.884,
7258,91.264,91.264,91.264,
7259,92.256,92.256,92.256,
7260,101.556,101.556,101.556,
7261,136.152,136.152,136.152,
7262,152.892,152.892,152.892,
7263,165.168,165.168,165.168,
7264,159.588,159.588,159.588,
7265,154.256,154.256,154.256,
7266,157.604,157.604,157.604,
7267,179.056,179.056,179.056,
7268,200.632,609.832,609.832,
7269,184.016,593.216,593.216,
7270,148.924,558.124,558.124,
7271,113.584,452.3,452.3,
7272,76.632,76.632,76.632,
7273,63.364,63.364,63.364,
7274,57.536,57.536,57.536,
7275,55.924,55.924,55.924,
7276,54.932,54.932,54.932,
7277,60.76,60.76,60.76,
7278,84.32,84.32,84.32,
7279,124.372,124.372,124.372,
7280,114.328,114.328,114.328,
7281,91.884,91.884,91.884,
7282,91.264,91.264,91.264,
7283,115.196,115.196,115.196,
7284,140.244,140.244,140.244,
7285,165.788,165.788,165.788,
7286,178.808,178.808,178.808,
7287,179.18,179.18,179.18,
7288,187.364,187.364,187.364,
7289,197.284,197.284,197.284,
7290,220.844,220.844,220.844,
7291,241.924,241.924,241.924,
7292,255.812,665.012,665.012,
7293,231.756,640.956,640.956,
7294,187.364,596.564,596.564,
7295,142.6,481.316,481.316,
7296,76.508,76.508,76.508,
7297,63.116,63.116,63.116,
7298,57.412,57.412,57.412,
7299,55.8,55.8,55.8,
7300,54.684,54.684,54.684,
7301,60.264,60.264,60.264,
7302,80.476,80.476,80.476,
7303,113.46,113.46,113.46,
7304,107.136,107.136,107.136,
7305,91.016,91.016,91.016,
7306,91.512,91.512,91.512,
7307,124.372,124.372,124.372,
7308,158.596,158.596,158.596,
7309,176.576,176.576,176.576,
7310,196.168,196.168,196.168,
7311,198.4,198.4,198.4,
7312,198.524,198.524,198.524,
7313,200.384,200.384,200.384,
7314,235.352,235.352,235.352,
7315,237.336,237.336,237.336,
7316,214.768,623.968,623.968,
7317,183.768,592.968,592.968,
7318,148.676,557.876,557.876,
7319,113.336,452.052,452.052,
7320,77.376,77.376,77.376,
7321,63.612,63.612,63.612,
7322,57.66,57.66,57.66,
7323,55.924,55.924,55.924,
7324,55.056,55.056,55.056,
7325,60.76,60.76,60.76,
7326,81.84,81.84,81.84,
7327,116.064,116.064,116.064,
7328,111.228,111.228,111.228,
7329,96.596,96.596,96.596,
7330,97.836,97.836,97.836,
7331,116.56,116.56,116.56,
7332,124.62,124.62,124.62,
7333,138.632,138.632,138.632,
7334,152.768,152.768,152.768,
7335,161.076,161.076,161.076,
7336,170.996,170.996,170.996,
7337,195.796,195.796,195.796,
7338,243.04,243.04,243.04,
7339,251.968,251.968,251.968,
7340,235.476,644.676,644.676,
7341,205.468,614.668,614.668,
7342,161.82,571.02,571.02,
7343,115.32,454.036,454.036,
7344,77.376,77.376,77.376,
7345,63.612,63.612,63.612,
7346,57.66,57.66,57.66,
7347,55.924,55.924,55.924,
7348,55.056,55.056,55.056,
7349,60.76,60.76,60.76,
7350,81.84,81.84,81.84,
7351,116.064,116.064,116.064,
7352,111.228,111.228,111.228,
7353,96.596,96.596,96.596,
7354,97.836,97.836,97.836,
7355,99.2,99.2,99.2,
7356,95.604,95.604,95.604,
7357,105.4,105.4,105.4,
7358,106.392,106.392,106.392,
7359,113.336,113.336,113.336,
7360,136.648,136.648,136.648,
7361,168.764,168.764,168.764,
7362,216.752,216.752,216.752,
7363,232.5,232.5,232.5,
7364,219.108,628.308,628.308,
7365,194.68,603.88,603.88,
7366,152.272,561.472,561.472,
7367,115.32,454.036,454.036,
7368,76.508,76.508,76.508,
7369,63.116,63.116,63.116,
7370,57.412,57.412,57.412,
7371,55.8,55.8,55.8,
7372,54.684,54.684,54.684,
7373,60.264,60.264,60.264,
7374,80.476,80.476,80.476,
7375,113.46,113.46,113.46,
7376,107.136,107.136,107.136,
7377,91.016,91.016,91.016,
7378,91.512,91.512,91.512,
7379,92.628,92.628,92.628,
7380,89.652,89.652,89.652,
7381,108.872,108.872,108.872,
7382,134.54,134.54,134.54,
7383,135.656,135.656,135.656,
7384,154.132,154.132,154.132,
7385,172.732,172.732,172.732,
7386,218.984,218.984,218.984,
7387,225.06,225.06,225.06,
7388,204.6,613.8,613.8,
7389,183.768,592.968,592.968,
7390,148.676,557.876,557.876,
7391,113.336,452.052,452.052,
7392,76.508,76.508,76.508,
7393,63.116,63.116,63.116,
7394,57.412,57.412,57.412,
7395,55.8,55.8,55.8,
7396,54.684,54.684,54.684,
7397,60.264,60.264,60.264,
7398,80.476,80.476,80.476,
7399,113.46,113.46,113.46,
7400,107.136,107.136,107.136,
7401,91.016,91.016,91.016,
7402,94.116,94.116,94.116,
7403,120.156,120.156,120.156,
7404,139.872,139.872,139.872,
7405,160.332,160.332,160.332,
7406,182.156,182.156,182.156,
7407,193.688,193.688,193.688,
7408,205.468,205.468,205.468,
7409,232.128,232.128,232.128,
7410,267.716,267.716,267.716,
7411,269.452,269.452,269.452,
7412,247.752,656.952,656.952,
7413,215.636,624.836,624.836,
7414,169.136,578.336,578.336,
7415,122.016,460.732,460.732,
7416,76.508,76.508,76.508,
7417,63.116,63.116,63.116,
7418,57.412,57.412,57.412,
7419,55.8,55.8,55.8,
7420,54.684,54.684,54.684,
7421,60.264,60.264,60.264,
7422,80.476,80.476,80.476,
7423,113.46,113.46,113.46,
7424,107.136,107.136,107.136,
7425,91.016,91.016,91.016,
7426,91.512,91.512,91.512,
7427,98.332,98.332,98.332,
7428,123.504,123.504,123.504,
7429,146.692,146.692,146.692,
7430,168.392,168.392,168.392,
7431,180.048,180.048,180.048,
7432,189.968,189.968,189.968,
7433,223.572,223.572,223.572,
7434,245.272,245.272,245.272,
7435,230.64,230.64,230.64,
7436,205.344,614.544,614.544,
7437,183.768,592.968,592.968,
7438,148.676,557.876,557.876,
7439,113.336,452.052,452.052,
7440,76.508,76.508,76.508,
7441,63.116,63.116,63.116,
7442,57.412,57.412,57.412,
7443,55.8,55.8,55.8,
7444,54.684,54.684,54.684,
7445,60.264,60.264,60.264,
7446,80.476,80.476,80.476,
7447,113.46,113.46,113.46,
7448,107.136,107.136,107.136,
7449,91.016,91.016,91.016,
7450,91.512,91.512,91.512,
7451,100.316,100.316,100.316,
7452,115.816,115.816,115.816,
7453,131.068,131.068,131.068,
7454,141.36,141.36,141.36,
7455,148.18,148.18,148.18,
7456,159.96,159.96,159.96,
7457,179.428,179.428,179.428,
7458,227.292,227.292,227.292,
7459,234.36,234.36,234.36,
7460,215.76,624.96,624.96,
7461,185.504,594.704,594.704,
7462,148.676,557.876,557.876,
7463,113.336,452.052,452.052,
7464,76.508,76.508,76.508,
7465,63.116,63.116,63.116,
7466,57.412,57.412,57.412,
7467,55.8,55.8,55.8,
7468,54.684,54.684,54.684,
7469,61.008,61.008,61.008,
7470,84.072,84.072,84.072,
7471,114.328,114.328,114.328,
7472,107.136,107.136,107.136,
7473,91.016,91.016,91.016,
7474,91.512,91.512,91.512,
7475,92.628,92.628,92.628,
7476,89.652,89.652,89.652,
7477,88.66,88.66,88.66,
7478,87.792,87.792,87.792,
7479,95.356,95.356,95.356,
7480,113.832,113.832,113.832,
7481,154.628,154.628,154.628,
7482,198.152,198.152,198.152,
7483,213.9,213.9,213.9,
7484,203.484,612.684,612.684,
7485,183.768,592.968,592.968,
7486,148.676,557.876,557.876,
7487,113.336,452.052,452.052,
7488,77.376,77.376,77.376,
7489,63.612,63.612,63.612,
7490,57.66,57.66,57.66,
7491,55.924,55.924,55.924,
7492,55.8,55.8,55.8,
7493,62.496,62.496,62.496,
7494,86.18,86.18,86.18,
7495,118.048,118.048,118.048,
7496,111.228,111.228,111.228,
7497,96.596,96.596,96.596,
7498,97.836,97.836,97.836,
7499,99.2,99.2,99.2,
7500,95.852,95.852,95.852,
7501,109.864,109.864,109.864,
7502,131.564,131.564,131.564,
7503,150.04,150.04,150.04,
7504,167.524,167.524,167.524,
7505,196.292,196.292,196.292,
7506,237.956,237.956,237.956,
7507,246.512,246.512,246.512,
7508,226.424,635.624,635.624,
7509,196.912,606.112,606.112,
7510,152.272,561.472,561.472,
7511,115.32,454.036,454.036,
7512,77.376,77.376,77.376,
7513,63.612,63.612,63.612,
7514,57.66,57.66,57.66,
7515,55.924,55.924,55.924,
7516,55.056,55.056,55.056,
7517,60.76,60.76,60.76,
7518,82.832,82.832,82.832,
7519,116.064,116.064,116.064,
7520,111.228,111.228,111.228,
7521,96.596,96.596,96.596,
7522,97.836,97.836,97.836,
7523,99.2,99.2,99.2,
7524,96.72,96.72,96.72,
7525,112.964,112.964,112.964,
7526,136.772,136.772,136.772,
7527,157.728,157.728,157.728,
7528,176.204,176.204,176.204,
7529,205.096,205.096,205.096,
7530,248.372,248.372,248.372,
7531,253.456,253.456,253.456,
7532,233.864,643.064,643.064,
7533,208.816,618.016,618.016,
7534,162.192,571.392,571.392,
7535,115.32,454.036,454.036,
7536,76.508,76.508,76.508,
7537,63.116,63.116,63.116,
7538,57.412,57.412,57.412,
7539,55.8,55.8,55.8,
7540,54.684,54.684,54.684,
7541,60.264,60.264,60.264,
7542,81.468,81.468,81.468,
7543,113.46,113.46,113.46,
7544,107.136,107.136,107.136,
7545,91.016,91.016,91.016,
7546,91.512,91.512,91.512,
7547,92.628,92.628,92.628,
7548,92.752,92.752,92.752,
7549,108.624,108.624,108.624,
7550,124.124,124.124,124.124,
7551,139.748,139.748,139.748,
7552,161.82,161.82,161.82,
7553,164.92,164.92,164.92,
7554,202.864,202.864,202.864,
7555,213.9,213.9,213.9,
7556,203.484,612.684,612.684,
7557,183.768,592.968,592.968,
7558,148.676,557.876,557.876,
7559,113.336,452.052,452.052,
7560,76.508,76.508,76.508,
7561,63.116,63.116,63.116,
7562,57.412,57.412,57.412,
7563,55.8,55.8,55.8,
7564,54.684,54.684,54.684,
7565,60.264,60.264,60.264,
7566,81.096,81.096,81.096,
7567,113.46,113.46,113.46,
7568,107.136,107.136,107.136,
7569,91.016,91.016,91.016,
7570,91.512,91.512,91.512,
7571,96.224,96.224,96.224,
7572,116.808,116.808,116.808,
7573,141.236,141.236,141.236,
7574,166.16,166.16,166.16,
7575,183.892,183.892,183.892,
7576,201.624,201.624,201.624,
7577,236.096,236.096,236.096,
7578,265.36,265.36,265.36,
7579,269.328,269.328,269.328,
7580,243.412,652.612,652.612,
7581,212.784,621.984,621.984,
7582,165.416,574.616,574.616,
7583,120.652,459.368,459.368,
7584,76.508,76.508,76.508,
7585,63.116,63.116,63.116,
7586,57.412,57.412,57.412,
7587,55.8,55.8,55.8,
7588,54.684,54.684,54.684,
7589,60.264,60.264,60.264,
7590,80.476,80.476,80.476,
7591,113.46,113.46,113.46,
7592,107.136,107.136,107.136,
7593,91.016,91.016,91.016,
7594,91.512,91.512,91.512,
7595,109.74,109.74,109.74,
7596,137.764,137.764,137.764,
7597,156.488,156.488,156.488,
7598,169.756,169.756,169.756,
7599,176.452,176.452,176.452,
7600,185.38,185.38,185.38,
7601,182.776,182.776,182.776,
7602,211.916,211.916,211.916,
7603,213.9,213.9,213.9,
7604,203.484,612.684,612.684,
7605,183.768,592.968,592.968,
7606,148.676,557.876,557.876,
7607,113.336,452.052,452.052,
7608,76.508,76.508,76.508,
7609,63.116,63.116,63.116,
7610,57.412,57.412,57.412,
7611,55.8,55.8,55.8,
7612,54.684,54.684,54.684,
7613,60.264,60.264,60.264,
7614,80.476,80.476,80.476,
7615,113.46,113.46,113.46,
7616,107.136,107.136,107.136,
7617,91.016,91.016,91.016,
7618,91.512,91.512,91.512,
7619,98.952,98.952,98.952,
7620,113.336,113.336,113.336,
7621,126.108,126.108,126.108,
7622,141.112,141.112,141.112,
7623,145.452,145.452,145.452,
7624,162.44,162.44,162.44,
7625,199.268,199.268,199.268,
7626,242.048,242.048,242.048,
7627,251.844,251.844,251.844,
7628,232.748,641.948,641.948,
7629,206.584,615.784,615.784,
7630,162.688,571.888,571.888,
7631,119.04,457.756,457.756,
7632,76.508,76.508,76.508,
7633,63.116,63.116,63.116,
7634,57.412,57.412,57.412,
7635,55.8,55.8,55.8,
7636,54.684,54.684,54.684,
7637,60.264,60.264,60.264,
7638,80.476,80.476,80.476,
7639,113.46,113.46,113.46,
7640,107.136,107.136,107.136,
7641,91.016,91.016,91.016,
7642,91.512,91.512,91.512,
7643,102.176,102.176,102.176,
7644,119.288,119.288,119.288,
7645,140.244,140.244,140.244,
7646,162.688,162.688,162.688,
7647,173.104,173.104,173.104,
7648,184.388,184.388,184.388,
7649,214.768,214.768,214.768,
7650,251.1,251.1,251.1,
7651,245.892,245.892,245.892,
7652,217.992,627.192,627.192,
7653,186.744,595.944,595.944,
7654,148.676,557.876,557.876,
7655,113.336,452.052,452.052,
7656,77.624,77.624,77.624,
7657,63.612,63.612,63.612,
7658,57.66,57.66,57.66,
7659,55.924,55.924,55.924,
7660,55.056,55.056,55.056,
7661,60.76,60.76,60.76,
7662,81.84,81.84,81.84,
7663,116.064,116.064,116.064,
7664,111.228,111.228,111.228,
7665,96.596,96.596,96.596,
7666,99.572,99.572,99.572,
7667,116.56,116.56,116.56,
7668,128.836,128.836,128.836,
7669,144.832,144.832,144.832,
7670,152.52,152.52,152.52,
7671,162.068,162.068,162.068,
7672,177.94,177.94,177.94,
7673,215.14,215.14,215.14,
7674,258.168,258.168,258.168,
7675,267.592,267.592,267.592,
7676,249.364,658.564,658.564,
7677,219.232,628.432,628.432,
7678,174.716,583.916,583.916,
7679,128.712,467.428,467.428,
7680,80.104,80.104,80.104,
7681,63.612,63.612,63.612,
7682,57.66,57.66,57.66,
7683,55.924,55.924,55.924,
7684,55.056,55.056,55.056,
7685,60.76,60.76,60.76,
7686,81.84,81.84,81.84,
7687,116.064,116.064,116.064,
7688,111.228,111.228,111.228,
7689,99.076,99.076,99.076,
7690,109.616,109.616,109.616,
7691,116.56,116.56,116.56,
7692,116.808,116.808,116.808,
7693,119.536,119.536,119.536,
7694,123.504,123.504,123.504,
7695,130.572,130.572,130.572,
7696,154.256,154.256,154.256,
7697,197.408,197.408,197.408,
7698,247.256,247.256,247.256,
7699,262.012,262.012,262.012,
7700,250.232,659.432,659.432,
7701,225.556,634.756,634.756,
7702,182.28,591.48,591.48,
7703,138.26,476.976,476.976,
7704,76.508,76.508,76.508,
7705,63.116,63.116,63.116,
7706,57.412,57.412,57.412,
7707,55.8,55.8,55.8,
7708,54.684,54.684,54.684,
7709,60.264,60.264,60.264,
7710,80.476,80.476,80.476,
7711,115.196,115.196,115.196,
7712,107.136,107.136,107.136,
7713,91.016,91.016,91.016,
7714,91.512,91.512,91.512,
7715,92.628,92.628,92.628,
7716,115.816,115.816,115.816,
7717,129.084,129.084,129.084,
7718,145.576,145.576,145.576,
7719,153.264,153.264,153.264,
7720,170.748,170.748,170.748,
7721,208.94,208.94,208.94,
7722,251.72,251.72,251.72,
7723,260.896,260.896,260.896,
7724,240.436,649.636,649.636,
7725,212.908,622.108,622.108,
7726,170.376,579.576,579.576,
7727,124.62,463.336,463.336,
7728,76.508,76.508,76.508,
7729,63.116,63.116,63.116,
7730,57.412,57.412,57.412,
7731,55.8,55.8,55.8,
7732,54.684,54.684,54.684,
7733,60.264,60.264,60.264,
7734,80.476,80.476,80.476,
7735,113.46,113.46,113.46,
7736,107.136,107.136,107.136,
7737,91.016,91.016,91.016,
7738,96.472,96.472,96.472,
7739,125.612,125.612,125.612,
7740,143.84,143.84,143.84,
7741,166.16,166.16,166.16,
7742,185.132,185.132,185.132,
7743,194.432,194.432,194.432,
7744,204.724,204.724,204.724,
7745,225.432,225.432,225.432,
7746,264.616,264.616,264.616,
7747,269.204,269.204,269.204,
7748,247.38,656.58,656.58,
7749,215.884,625.084,625.084,
7750,168.64,577.84,577.84,
7751,120.9,459.616,459.616,
7752,76.508,76.508,76.508,
7753,63.116,63.116,63.116,
7754,57.412,57.412,57.412,
7755,55.8,55.8,55.8,
7756,54.684,54.684,54.684,
7757,60.264,60.264,60.264,
7758,80.476,80.476,80.476,
7759,113.46,113.46,113.46,
7760,107.136,107.136,107.136,
7761,91.016,91.016,91.016,
7762,91.512,91.512,91.512,
7763,92.628,92.628,92.628,
7764,139.004,139.004,139.004,
7765,166.408,166.408,166.408,
7766,191.704,191.704,191.704,
7767,204.228,204.228,204.228,
7768,215.512,215.512,215.512,
7769,243.784,243.784,243.784,
7770,260.028,260.028,260.028,
7771,250.232,250.232,250.232,
7772,215.264,624.464,624.464,
7773,184.884,594.084,594.084,
7774,148.676,557.876,557.876,
7775,113.336,452.052,452.052,
7776,76.508,76.508,76.508,
7777,63.116,63.116,63.116,
7778,57.412,57.412,57.412,
7779,55.8,55.8,55.8,
7780,54.684,54.684,54.684,
7781,60.264,60.264,60.264,
7782,80.476,80.476,80.476,
7783,113.46,113.46,113.46,
7784,107.136,107.136,107.136,
7785,91.016,91.016,91.016,
7786,106.888,106.888,106.888,
7787,138.384,138.384,138.384,
7788,162.564,162.564,162.564,
7789,183.644,183.644,183.644,
7790,201.5,201.5,201.5,
7791,210.552,210.552,210.552,
7792,218.984,218.984,218.984,
7793,238.824,238.824,238.824,
7794,273.048,273.048,273.048,
7795,274.66,274.66,274.66,
7796,251.72,660.92,660.92,
7797,220.348,629.548,629.548,
7798,172.236,581.436,581.436,
7799,123.752,462.468,462.468,
7800,76.508,76.508,76.508,
7801,63.116,63.116,63.116,
7802,57.412,57.412,57.412,
7803,55.8,55.8,55.8,
7804,54.684,54.684,54.684,
7805,60.264,60.264,60.264,
7806,80.476,80.476,80.476,
7807,113.46,113.46,113.46,
7808,107.136,107.136,107.136,
7809,91.016,91.016,91.016,
7810,91.512,91.512,91.512,
7811,92.628,92.628,92.628,
7812,89.652,89.652,89.652,
7813,110.36,110.36,110.36,
7814,119.288,119.288,119.288,
7815,105.896,105.896,105.896,
7816,116.436,116.436,116.436,
7817,154.628,154.628,154.628,
7818,198.152,198.152,198.152,
7819,213.9,213.9,213.9,
7820,203.484,612.684,612.684,
7821,183.768,592.968,592.968,
7822,148.676,557.876,557.876,
7823,113.336,452.052,452.052,
7824,77.376,77.376,77.376,
7825,63.612,63.612,63.612,
7826,57.66,57.66,57.66,
7827,55.924,55.924,55.924,
7828,55.056,55.056,55.056,
7829,60.76,60.76,60.76,
7830,82.46,82.46,82.46,
7831,116.064,116.064,116.064,
7832,111.228,111.228,111.228,
7833,96.596,96.596,96.596,
7834,97.836,97.836,97.836,
7835,99.2,99.2,99.2,
7836,107.26,107.26,107.26,
7837,124.124,124.124,124.124,
7838,142.352,142.352,142.352,
7839,157.48,157.48,157.48,
7840,172.484,172.484,172.484,
7841,191.332,191.332,191.332,
7842,236.592,236.592,236.592,
7843,246.016,246.016,246.016,
7844,227.168,636.368,636.368,
7845,198.4,607.6,607.6,
7846,152.272,561.472,561.472,
7847,115.32,454.036,454.036,
7848,77.376,77.376,77.376,
7849,63.612,63.612,63.612,
7850,57.66,57.66,57.66,
7851,55.924,55.924,55.924,
7852,55.056,55.056,55.056,
7853,60.76,60.76,60.76,
7854,83.452,83.452,83.452,
7855,116.064,116.064,116.064,
7856,111.228,111.228,111.228,
7857,96.596,96.596,96.596,
7858,97.836,97.836,97.836,
7859,99.2,99.2,99.2,
7860,100.44,100.44,100.44,
7861,116.436,116.436,116.436,
7862,132.804,132.804,132.804,
7863,148.304,148.304,148.304,
7864,163.308,163.308,163.308,
7865,186.124,186.124,186.124,
7866,230.268,230.268,230.268,
7867,237.212,237.212,237.212,
7868,218.364,627.564,627.564,
7869,188.48,597.68,597.68,
7870,152.272,561.472,561.472,
7871,115.32,454.036,454.036,
7872,76.508,76.508,76.508,
7873,63.116,63.116,63.116,
7874,57.412,57.412,57.412,
7875,55.8,55.8,55.8,
7876,54.684,54.684,54.684,
7877,61.256,61.256,61.256,
7878,84.32,84.32,84.32,
7879,114.576,114.576,114.576,
7880,107.136,107.136,107.136,
7881,91.016,91.016,91.016,
7882,91.512,91.512,91.512,
7883,92.628,92.628,92.628,
7884,89.652,89.652,89.652,
7885,88.66,88.66,88.66,
7886,87.792,87.792,87.792,
7887,93.992,93.992,93.992,
7888,113.832,113.832,113.832,
7889,154.628,154.628,154.628,
7890,198.152,198.152,198.152,
7891,213.9,213.9,213.9,
7892,203.484,612.684,612.684,
7893,183.768,592.968,592.968,
7894,148.676,557.876,557.876,
7895,113.336,452.052,452.052,
7896,76.508,76.508,76.508,
7897,63.116,63.116,63.116,
7898,57.412,57.412,57.412,
7899,56.296,56.296,56.296,
7900,56.792,56.792,56.792,
7901,62.992,62.992,62.992,
7902,86.056,86.056,86.056,
7903,116.188,116.188,116.188,
7904,107.508,107.508,107.508,
7905,91.016,91.016,91.016,
7906,91.512,91.512,91.512,
7907,92.628,92.628,92.628,
7908,89.652,89.652,89.652,
7909,94.984,94.984,94.984,
7910,113.336,113.336,113.336,
7911,130.696,130.696,130.696,
7912,150.04,150.04,150.04,
7913,175.46,175.46,175.46,
7914,225.68,225.68,225.68,
7915,235.848,235.848,235.848,
7916,216.504,625.704,625.704,
7917,187.86,597.06,597.06,
7918,148.676,557.876,557.876,
7919,113.336,452.052,452.052,
7920,76.508,76.508,76.508,
7921,63.116,63.116,63.116,
7922,57.412,57.412,57.412,
