Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
219,10080,10080,0,0,0,0,
220,9820,9820,0,0,0,0,
221,10880,10880,0,0,0,0,
222,15140,15140,0,0,0,0,
223,21580,21580,0,0,0,0,
224,20020,20020,2380,0,-2380,0,
225,16100,16100,15820,0,-15820,0,
226,16100,1129.27,25900,14970.7,-10305.5,0,
227,16180,-49272.8,68180,65452.8,0,0,
228,15660,-57588,76300,73248,0,0,
229,15580,-54711.2,73220,70291.2,0,0,
230,15440,-40873.6,58660,56313.6,0,0,
231,16160,0,7280,16160,9553.33,0,
232,18960,2.22045e-012,3920,18960,15830,0,
233,25440,0,140,25440,26360,0,
234,33200,33200,0,0,0,0,
235,37340,37340,0,0,0,0,
236,36600,102600,0,0,0,66000,
237,31920,97920,0,0,0,66000,
238,25900,91900,0,0,0,66000,
239,19880,77088.3,0,0,0,57208.3,
240,13580,13580,0,0,0,0,
241,11320,11320,0,0,0,0,
242,10440,10440,0,0,0,0,
243,10200,10200,0,0,0,0,
244,10140,10140,0,0,0,0,
245,11220,11220,0,0,0,0,
246,15680,15680,0,0,0,0,
247,21900,21900,0,0,0,0,
248,19980,19980,15820,0,-15820,0,
249,16060,16060,39060,0,-39060,0,
250,16000,-37605.6,57820,53605.6,-1980.81,0,
251,16180,-52095.2,71120,68275.2,0,0,
252,15660,-57588,76300,73248,0,0,
253,15580,-53904.8,72380,69484.8,0,0,
254,15440,-44099.2,62020,59539.2,0,0,
255,16160,-29132.8,47180,45292.8,0,0,
256,18960,-6576,26600,25536,0,0,
257,25440,0,700,25440,25800,0,
258,33200,33200,0,0,0,0,
259,37340,37340,0,0,0,0,
260,36600,102600,0,0,0,66000,
261,31920,97920,0,0,0,66000,
262,25900,91900,0,0,0,66000,
263,19880,77088.3,0,0,0,57208.3,
264,13720,13720,0,0,0,0,
265,11400,11400,0,0,0,0,
266,10440,10440,0,0,0,0,
267,10120,10120,0,0,0,0,
268,10100,10100,0,0,0,0,
269,11420,11420,0,0,0,0,
270,15960,15960,0,0,0,0,
271,22540,22540,0,0,0,0,
272,20920,20920,14980,0,-14980,0,
273,16960,-5953.62,37240,22913.6,-13371.6,0,
274,17020,-37949.6,57260,54969.6,0,0,
275,17240,-49556.8,69580,66796.8,0,0,
276,16620,-56628,76300,73248,0,0,
277,16460,-53024.8,72380,69484.8,0,0,
278,16180,-41612,60200,57792,0,0,
279,16960,-25107.2,43820,42067.2,0,0,
280,19680,-5318.4,26040,24998.4,0,0,
281,26160,0,840,26160,26410,0,
282,33900,33900,0,0,0,0,
283,38040,38040,0,0,0,0,
