Time step,Total load requested [kW],Total load served [kW],SolarResource global horizontal radiation [W/m2],SolarResource direct horizontal radiation [W/m2],SolarResource diffuse horizontal radiation [W/m2],SolarResource clearness index [-],SolarPV incident radiation [kW/m2],SolarPV power output [kW],Converter input [kW],Converter output [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
2555,1107.22,1107.22,866,587.616,278.384,0.656159,866,6594.59,6594.59,6264.86,0,0,0,11558.8,0,15230,100,0,0,0,
2556,1267.14,1267.14,896,646.203,249.797,0.679055,896,6823.04,6823.04,6481.89,0,0,0,11558.8,0,15230,100,0,0,0,
2557,1460.56,1460.56,862,653.368,208.632,0.701262,862,6564.13,6564.13,6235.92,0,0,0,11558.8,0,15230,100,0,0,0,
2558,1759.07,1759.07,776,623.088,152.912,0.73543,776,5909.24,5909.24,5613.78,0,0,0,11558.8,0,15230,100,0,0,0,
2559,2060.62,2060.62,633,528.122,104.878,0.78224,633,4820.3,4820.3,4579.28,0,0,0,11558.8,0,15230,100,0,0,0,
2560,2516,2516,437,364.895,72.105,0.860006,437,3327.76,3327.76,3161.37,0,0,0,11558.8,0,15230,100,0,0,0,
2561,3213.53,3213.53,229,115.167,22.8021,0.8,137.969,1050.63,3382.66,3213.53,2332.03,0,0,11558.8,2332.03,12771.8,83.8597,0,0,0,
2562,3289.68,3289.68,42,0,0,0.8,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,0,0,
2563,3365.83,3365.83,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,18276,50,
2564,3496.81,3496.81,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,5025.9,23050.6,63.0625,
2565,3339.94,3339.94,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,5025.9,27825.2,76.125,
2566,2682,2682,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,5025.9,32599.8,89.1875,
2567,2014.93,2014.93,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,4160.19,36552,100,
2568,1286.93,1286.93,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,36552,100,
2569,1070.67,1070.67,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,36552,100,
2570,907.708,907.708,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,36552,100,
2571,756.931,756.931,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,36552,100,
2572,700.58,700.58,0,0,0,0,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,0,0,
2573,769.115,769.115,1,0,0,0.8,0,0,0,0,0,2591.14,0,9226.73,0,12771.8,83.8597,0,0,0,
2574,1018.89,1018.89,67,9.00025,57.9997,0.381778,67,510.205,0,0,-510.205,2591.14,510.205,9226.73,0,13255.8,87.0377,0,0,0,
2575,1425.53,1425.53,245,73.4485,171.552,0.479854,245,1865.68,0,0,-1865.68,2080.94,1865.68,9685.91,0,15025.8,98.6591,0,0,0,
2576,1286.93,1286.93,461,226.136,234.864,0.568576,461,3510.52,3295.25,3130.49,-215.263,215.263,215.263,11365,0,15230,100,0,0,0,
2577,1091.99,1091.99,642,371.304,270.696,0.608121,642,4888.83,4888.83,4644.39,0,0,0,11558.8,0,15230,100,0,0,0,
2578,1335.67,1335.67,789,513.332,275.668,0.642181,789,6008.23,6008.23,5707.82,0,0,0,11558.8,0,15230,100,0,0,0,
2579,1466.65,1466.65,898,651.432,246.568,0.681457,898,6838.27,6838.27,6496.36,0,0,0,11558.8,0,15230,100,0,0,0,
2580,1626.56,1626.56,710,301.674,408.326,0.539079,710,5406.65,5406.65,5136.32,0,0,0,11558.8,0,15230,100,0,0,0,
2581,1897.66,1897.66,843,619.951,223.049,0.687277,843,6419.44,6419.44,6098.47,0,0,0,11558.8,0,15230,100,0,0,0,
2582,2170.28,2170.28,713,512.174,200.826,0.677436,713,5429.49,5429.49,5158.02,0,0,0,11558.8,0,15230,100,0,0,0,
2583,2458.12,2458.12,623,517.776,105.224,0.772285,623,4744.15,4744.15,4506.94,0,0,0,11558.8,0,15230,100,0,0,0,
2584,2991.17,2991.17,398,332.36,65.6404,0.786654,398,3030.77,3148.6,2991.17,117.832,0,0,11558.8,117.832,15105.8,99.1845,0,0,0,
2585,3484.62,3484.62,177,114.016,22.5743,0.8,136.591,1040.14,3668.03,3484.62,2627.89,130.925,0,11440.9,2627.89,12335.8,80.9964,0,0,0,
2586,3527.27,3527.27,46,0,0,0.8,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,0,0,
2587,3508.99,3508.99,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,18276,50,
2588,3655.2,3655.2,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,5025.9,23050.6,63.0625,
2589,3536.41,3536.41,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,5025.9,27825.2,76.125,
2590,2831.26,2831.26,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,5025.9,32599.8,89.1875,
2591,2183.98,2183.98,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,4160.19,36552,100,
2592,1518.43,1518.43,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,36552,100,
2593,1120.93,1120.93,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,36552,100,
2594,734.086,734.086,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,36552,100,
2595,712.764,712.764,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,36552,100,
2596,700.58,700.58,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,0,0,
2597,769.115,769.115,0,0,0,0,0,0,0,0,0,3050.8,0,8813.04,0,12335.8,80.9964,0,0,0,
2598,1018.89,1018.89,52,2.48078,49.5192,0.294448,52,395.98,0,0,-395.98,3050.8,395.98,8813.04,0,12711.4,83.463,0,0,0,
2599,1425.53,1425.53,248,77.0622,170.938,0.485316,248,1888.52,0,0,-1888.52,2654.82,1888.52,9169.42,0,14503,95.2267,0,0,0,
2600,1286.93,1286.93,461,226.329,234.671,0.568763,461,3510.52,2744.22,2607,-766.3,766.3,766.3,10869.1,0,15230,100,0,0,0,
2601,1088.94,1088.94,640,368.26,271.74,0.606773,640,4873.6,4873.6,4629.92,0,0,0,11558.8,0,15230,100,0,0,0,
2602,1187.94,1187.94,779,495.059,283.941,0.634853,779,5932.09,5932.09,5635.48,0,0,0,11558.8,0,15230,100,0,0,0,
2603,1331.1,1331.1,870,598.902,271.098,0.661253,870,6625.05,6625.05,6293.8,0,0,0,11558.8,0,15230,100,0,0,0,
2604,1443.8,1443.8,897,652.069,244.931,0.68233,897,6830.66,6830.66,6489.12,0,0,0,11558.8,0,15230,100,0,0,0,
2605,1618.95,1618.95,852,638.93,213.07,0.696118,852,6487.98,6487.98,6163.58,0,0,0,11558.8,0,15230,100,0,0,0,
2606,1791.05,1791.05,551,216.957,334.043,0.524847,551,4195.86,4195.86,3986.07,0,0,0,11558.8,0,15230,100,0,0,0,
2607,2010.36,2010.36,464,236.325,227.675,0.576976,464,3533.36,3533.36,3356.69,0,0,0,11558.8,0,15230,100,0,0,0,
2608,2250.99,2250.99,416,347.36,68.64,0.82577,416,3167.84,3167.84,3009.45,0,0,0,11558.8,0,15230,100,0,0,0,
2609,2689.62,2689.62,179,112.892,22.3518,0.8,135.244,1029.88,2831.18,2689.62,1801.29,0,0,11558.8,1801.29,13331.3,87.533,0,0,0,
2610,2756.63,2756.63,52,0,0,0.8,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,0,0,
2611,2828.21,2828.21,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,18276,50,
2612,2770.34,2770.34,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,5025.9,23050.6,63.0625,
2613,2441.37,2441.37,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,5025.9,27825.2,76.125,
2614,1858.06,1858.06,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,5025.9,32599.8,89.1875,
2615,1422.48,1422.48,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,4160.19,36552,100,
2616,968.628,968.628,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,36552,100,
2617,810.236,810.236,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,36552,100,
2618,737.132,737.132,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,36552,100,
2619,714.287,714.287,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,36552,100,
2620,705.149,705.149,0,0,0,0,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,0,0,
2621,775.207,775.207,1,0,0,0.8,0,0,0,0,0,2001.44,0,9757.47,0,13331.3,87.533,0,0,0,
2622,1035.64,1035.64,68,9.22381,58.7762,0.382755,68,517.82,0,0,-517.82,2001.44,517.82,9757.47,0,13822.5,90.7585,0,0,0,
2623,1459.03,1459.03,241,68.1764,172.824,0.471267,241,1835.21,351.599,334.019,-1483.62,1483.62,1483.62,10223.5,0,15230,100,0,0,0,
2624,1337.19,1337.19,457,219.552,237.448,0.564053,457,3480.06,3480.06,3306.05,0,0,0,11558.8,0,15230,100,0,0,0,
2625,1157.48,1157.48,639,367.167,271.833,0.606403,639,4865.98,4865.98,4622.69,0,0,0,11558.8,0,15230,100,0,0,0,
2626,1172.71,1172.71,786,510.131,275.869,0.641403,786,5985.39,5985.39,5686.12,0,0,0,11558.8,0,15230,100,0,0,0,
2627,1187.94,1187.94,879,618.215,260.785,0.669172,879,6693.58,6693.58,6358.91,0,0,0,11558.8,0,15230,100,0,0,0,
2628,1244.29,1244.29,922,700.83,221.17,0.702671,922,7021.03,7021.03,6669.98,0,0,0,11558.8,0,15230,100,0,0,0,
2629,1396.59,1396.59,887,702.944,184.056,0.726295,887,6754.5,6754.5,6416.78,0,0,0,11558.8,0,15230,100,0,0,0,
2630,1591.53,1591.53,799,660.234,138.766,0.763014,799,6084.39,6084.39,5780.17,0,0,0,11558.8,0,15230,100,0,0,0,
2631,1836.74,1836.74,653,545.255,107.745,0.814514,653,4972.6,4972.6,4723.97,0,0,0,11558.8,0,15230,100,0,0,0,
2632,2130.68,2130.68,446,372.41,73.59,0.889094,446,3396.29,3396.29,3226.48,0,0,0,11558.8,0,15230,100,0,0,0,
2633,2625.65,2625.65,237,111.796,22.1348,0.8,133.931,1019.89,2763.84,2625.65,1743.96,0,0,11558.8,1743.96,13391.7,87.9298,0,0,0,
2634,2794.7,2794.7,50,0,0,0.8,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,0,0,
2635,2893.7,2893.7,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,18276,50,
2636,3053.61,3053.61,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,5025.9,23050.6,63.0625,
2637,3018.59,3018.59,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,5025.9,27825.2,76.125,
2638,2395.68,2395.68,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,5025.9,32599.8,89.1875,
2639,1745.36,1745.36,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,4160.19,36552,100,
2640,1166.62,1166.62,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,36552,100,
2641,875.725,875.725,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,36552,100,
2642,737.132,737.132,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,36552,100,
2643,714.287,714.287,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,36552,100,
2644,705.149,705.149,0,0,0,0,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,0,0,
2645,775.207,775.207,5,0,0,0.8,0,0,0,0,0,1937.73,0,9814.8,0,13391.7,87.9298,0,0,0,
2646,1035.64,1035.64,77,16.1142,60.8858,0.430973,77,586.355,0,0,-586.355,1937.73,586.355,9814.8,0,13948,91.5822,0,0,0,
2647,1459.03,1459.03,264,98.866,165.134,0.515917,264,2010.36,658.984,626.034,-1351.38,1351.38,1351.38,10342.5,0,15230,100,0,0,0,
2648,1337.19,1337.19,490,280.119,209.881,0.605068,490,3731.35,3731.35,3544.78,0,0,0,11558.8,0,15230,100,0,0,0,
2649,1157.48,1157.48,674,435.864,238.136,0.640261,674,5132.51,5132.51,4875.88,0,0,0,11558.8,0,15230,100,0,0,0,
2650,1172.71,1172.71,822,581.945,240.055,0.671694,822,6259.53,6259.53,5946.55,0,0,0,11558.8,0,15230,100,0,0,0,
2651,1187.94,1187.94,914,686.651,227.349,0.696963,914,6960.11,6960.11,6612.1,0,0,0,11558.8,0,15230,100,0,0,0,
2652,1215.35,1215.35,949,750.146,198.854,0.72463,949,7226.64,7226.64,6865.3,0,0,0,11558.8,0,15230,100,0,0,0,
2653,1388.98,1388.98,915,748.139,166.861,0.750866,915,6967.73,6967.73,6619.34,0,0,0,11558.8,0,15230,100,0,0,0,
2654,1562.6,1562.6,809,673.092,135.908,0.774533,809,6160.53,6160.53,5852.51,0,0,0,11558.8,0,15230,100,0,0,0,
2655,1912.89,1912.89,659,550.265,108.735,0.824538,659,5018.28,5018.28,4767.37,0,0,0,11558.8,0,15230,100,0,0,0,
2656,2337.8,2337.8,452,377.42,74.58,0.904853,452,3441.98,3441.98,3269.88,0,0,0,11558.8,0,15230,100,0,0,0,
2657,2893.7,2893.7,238,110.729,21.9235,0.8,132.653,1010.15,3046,2893.7,2035.85,0,0,11558.8,2035.85,13084,85.9096,0,0,0,
2658,3015.54,3015.54,45,0,0,0.8,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,0,0,
2659,3151.09,3151.09,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,18276,50,
2660,3361.26,3361.26,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,5025.9,23050.6,63.0625,
2661,3242.47,3242.47,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,5025.9,27825.2,76.125,
2662,2572.35,2572.35,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,5025.9,32599.8,89.1875,
2663,1856.54,1856.54,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,4160.19,36552,100,
2664,1212.31,1212.31,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,36552,100,
2665,804.144,804.144,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,36552,100,
2666,734.086,734.086,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,36552,100,
2667,712.764,712.764,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,36552,100,
2668,700.58,700.58,0,0,0,0,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,0,0,
2669,769.115,769.115,2,0,0,0.8,0,0,0,0,0,2262.05,0,9522.91,0,13084,85.9096,0,0,0,
2670,1018.89,1018.89,60,4.7647,55.2353,0.334039,60,456.9,0,0,-456.9,2262.05,456.9,9522.91,0,13517.5,88.7556,0,0,0,
2671,1425.53,1425.53,197,27.2629,169.737,0.384782,197,1500.15,0,0,-1500.15,1805.15,1500.15,9934.12,0,14940.7,98.1001,0,0,0,
2672,1286.93,1286.93,373,98.0646,274.935,0.460842,373,2840.39,2535.4,2408.63,-304.999,304.999,304.999,11284.3,0,15230,100,0,0,0,
2673,1088.94,1088.94,550,214.387,335.613,0.523022,550,4188.25,4188.25,3978.84,0,0,0,11558.8,0,15230,100,0,0,0,
2674,1093.51,1093.51,738,419.998,318.002,0.603899,738,5619.87,5619.87,5338.88,0,0,0,11558.8,0,15230,100,0,0,0,
2675,1181.85,1181.85,701,292.231,408.769,0.535437,701,5338.11,5338.11,5071.21,0,0,0,11558.8,0,15230,100,0,0,0,
2676,1405.73,1405.73,753,382.012,370.988,0.57608,753,5734.1,5734.1,5447.39,0,0,0,11558.8,0,15230,100,0,0,0,
2677,1725.56,1725.56,782,510.306,271.694,0.64314,782,5954.93,5954.93,5657.18,0,0,0,11558.8,0,15230,100,0,0,0,
2678,2081.94,2081.94,673,443.038,229.962,0.64597,673,5124.9,5124.9,4868.65,0,0,0,11558.8,0,15230,100,0,0,0,
2679,2455.08,2455.08,499,308.113,190.887,0.626265,499,3799.89,3799.89,3609.89,0,0,0,11558.8,0,15230,100,0,0,0,
2680,2776.43,2776.43,216,46.3985,169.601,0.434209,216,1644.84,2922.56,2776.43,1277.72,0,0,11558.8,1277.72,13883.2,91.1567,0,0,0,
2681,3300.34,3300.34,102,61.8265,40.1735,0.620956,102,776.73,3474.04,3300.34,2697.31,1419.69,0,10281,2697.31,11040,72.4882,0,0,0,
2682,3382.58,3382.58,30,0,0,0.8,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,0,0,
2683,3428.27,3428.27,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,18276,50,
2684,3623.22,3623.22,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,5025.9,23050.6,63.0625,
2685,3620.17,3620.17,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,5025.9,27825.2,76.125,
2686,2968.33,2968.33,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,5025.9,32599.8,89.1875,
2687,2219.01,2219.01,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,4160.19,36552,100,
2688,1558.03,1558.03,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,36552,100,
2689,1259.52,1259.52,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,36552,100,
2690,1064.58,1064.58,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,36552,100,
2691,973.197,973.197,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,36552,100,
2692,890.955,890.955,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,0,0,
2693,922.938,922.938,0,0,0,0,0,0,0,0,0,4416.7,0,7583.73,0,11040,72.4882,0,0,0,
2694,1142.25,1142.25,59,4.28973,54.7103,0.326831,59,449.285,0,0,-449.285,4416.7,449.285,7583.73,0,11466.2,75.2868,0,0,0,
2695,1643.32,1643.32,167,12.0252,154.975,0.326051,167,1271.7,0,0,-1271.7,3967.41,1271.7,7988.08,0,12672.6,83.2083,0,0,0,
2696,1504.72,1504.72,287,29.0061,257.994,0.354805,287,2185.51,0,0,-2185.51,2695.71,2185.51,9132.62,0,14746,96.8219,0,0,0,
2697,1463.6,1463.6,546,209.021,336.979,0.519794,546,4157.79,3647.59,3465.21,-510.205,510.205,510.205,11099.6,0,15230,100,0,0,0,
2698,1985.99,1985.99,795,532.114,262.886,0.651477,795,6053.93,6053.93,5751.23,0,0,0,11558.8,0,15230,100,0,0,0,
2699,2110.88,2110.88,823,514.134,308.866,0.629694,823,6267.15,6267.15,5953.79,0,0,0,11558.8,0,15230,100,0,0,0,
2700,2503.81,2503.81,795,462.01,332.99,0.609399,795,6053.93,6053.93,5751.23,0,0,0,11558.8,0,15230,100,0,0,0,
2701,2710.94,2710.94,489,80.4734,408.527,0.403059,489,3723.73,3723.73,3537.55,0,0,0,11558.8,0,15230,100,0,0,0,
2702,2860.19,2860.19,431,78.7032,352.297,0.414744,431,3282.07,3282.07,3117.96,0,0,0,11558.8,0,15230,100,0,0,0,
2703,3169.36,3169.36,311,45.9438,265.056,0.391509,311,2368.26,3336.17,3169.36,967.907,0,0,11558.8,967.907,14209.7,93.301,0,0,0,
2704,3256.17,3256.17,203,35.48,167.52,0.409752,203,1545.85,3427.55,3256.17,1881.71,1075.45,0,10590.9,1881.71,12226.2,80.2774,0,0,0,
2705,3859.28,3859.28,88,37.7026,50.2974,0.540686,88,670.12,4062.4,3859.28,3392.28,3166.24,0,8709.14,3392.28,8650.46,56.7988,0,0,0,
2706,3758.76,3758.76,34,0,0,0.8,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,0,0,
2707,3604.94,3604.94,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,18276,50,
2708,3871.47,3871.47,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,5025.9,23050.6,63.0625,
2709,3871.47,3871.47,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,5025.9,27825.2,76.125,
2710,3221.15,3221.15,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,5025.9,32599.8,89.1875,
2711,2560.16,2560.16,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,4160.19,36552,100,
2712,1876.34,1876.34,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,36552,100,
2713,1591.53,1591.53,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,36552,100,
2714,1321.96,1321.96,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,36552,100,
2715,1137.68,1137.68,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,36552,100,
2716,820.897,820.897,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,0,0,
2717,957.967,957.967,0,0,0,0,0,0,0,0,0,6935.44,0,5316.86,0,8650.46,56.7988,0,0,0,
2718,1018.89,1018.89,75,13.5504,61.4496,0.413521,75,571.125,0,0,-571.125,6935.44,571.125,5316.86,0,9192.28,60.3564,0,0,0,
2719,1635.7,1635.7,141,5.17989,135.82,0.275206,141,1073.71,0,0,-1073.71,6364.31,1073.71,5830.87,0,10210.9,67.0446,0,0,0,
2720,1641.79,1641.79,448,205.393,242.607,0.554219,448,3411.52,0,0,-3411.52,5290.6,3411.52,6797.22,0,13447.3,88.2951,0,0,0,
2721,1641.79,1641.79,644,380.423,263.577,0.6138,644,4904.06,3024.98,2873.73,-1879.08,1879.08,1879.08,9867.59,0,15230,100,0,0,0,
2722,2010.36,2010.36,784,512.044,271.956,0.643412,784,5970.16,5970.16,5671.65,0,0,0,11558.8,0,15230,100,0,0,0,
2723,2123.06,2123.06,690,277.691,412.309,0.528847,690,5254.35,5254.35,4991.63,0,0,0,11558.8,0,15230,100,0,0,0,
2724,2250.99,2250.99,451,41.4346,409.565,0.34639,451,3434.37,3434.37,3262.65,0,0,0,11558.8,0,15230,100,0,0,0,
2725,2304.3,2304.3,771,493.268,277.732,0.636911,771,5871.16,5871.16,5577.61,0,0,0,11558.8,0,15230,100,0,0,0,
2726,2534.27,2534.27,582,276.247,305.753,0.561472,582,4431.93,4431.93,4210.33,0,0,0,11558.8,0,15230,100,0,0,0,
2727,2636.31,2636.31,425,178.297,246.703,0.53664,425,3236.38,3236.38,3074.56,0,0,0,11558.8,0,15230,100,0,0,0,
2728,2876.95,2876.95,332,235.744,96.2559,0.672849,332,2528.18,3028.37,2876.95,500.185,0,0,11558.8,500.185,14702.8,96.5381,0,0,0,
2729,3336.89,3336.89,232,107.712,21.326,0.8,129.038,982.622,3512.52,3336.89,2529.9,555.761,0,11058.6,2529.9,12036,79.0283,0,0,0,
2730,3338.42,3338.42,45,0,0,0.8,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,0,0,
2731,3376.49,3376.49,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,18276,50,
2732,3569.91,3569.91,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,5025.9,23050.6,63.0625,
2733,3489.19,3489.19,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,5025.9,27825.2,76.125,
2734,2796.23,2796.23,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,5025.9,32599.8,89.1875,
2735,2104.79,2104.79,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,4160.19,36552,100,
2736,1487.97,1487.97,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,36552,100,
2737,1204.69,1204.69,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,36552,100,
2738,1064.58,1064.58,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,36552,100,
2739,1002.13,1002.13,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,36552,100,
2740,941.214,941.214,0,0,0,0,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,0,0,
2741,997.565,997.565,2,0,0,0.8,0,0,0,0,0,3366.76,0,8528.68,0,12036,79.0283,0,0,0,
2742,1123.97,1123.97,66,7.24331,58.7567,0.362314,66,502.59,0,0,-502.59,3366.76,502.59,8528.68,0,12512.8,82.159,0,0,0,
2743,1663.12,1663.12,245,72.5967,172.403,0.478103,245,1865.68,0,0,-1865.68,2864.17,1865.68,8981.01,0,14282.7,93.7803,0,0,0,
2744,1550.41,1550.41,450,209.21,240.79,0.55711,450,3426.75,2428.26,2306.84,-998.493,998.493,998.493,10660.1,0,15230,100,0,0,0,
2745,1579.35,1579.35,637,368.051,268.949,0.607862,637,4850.76,4850.76,4608.22,0,0,0,11558.8,0,15230,100,0,0,0,
2746,1923.55,1923.55,770,486.167,283.833,0.632877,770,5863.55,5863.55,5570.37,0,0,0,11558.8,0,15230,100,0,0,0,
2747,2031.68,2031.68,852,574.775,277.225,0.654157,852,6487.98,6487.98,6163.58,0,0,0,11558.8,0,15230,100,0,0,0,
2748,2188.55,2188.55,854,581.229,272.771,0.657214,854,6503.21,6503.21,6178.05,0,0,0,11558.8,0,15230,100,0,0,0,
2749,2388.06,2388.06,841,630.904,210.096,0.696285,841,6404.22,6404.22,6084,0,0,0,11558.8,0,15230,100,0,0,0,
2750,2755.11,2755.11,752,596.88,155.12,0.727315,752,5726.48,5726.48,5440.16,0,0,0,11558.8,0,15230,100,0,0,0,
2751,3010.97,3010.97,626,522.972,103.028,0.792812,626,4766.99,4766.99,4528.64,0,0,0,11558.8,0,15230,100,0,0,0,
2752,3400.86,3400.86,430,359.05,70.95,0.874932,430,3274.45,3579.85,3400.86,305.402,0,0,11558.8,305.402,14908.1,97.8863,0,0,0,
2753,3997.88,3997.88,225,106.77,21.1396,0.8,127.91,974.032,4208.29,3997.88,3234.26,339.335,0,11253.4,3234.26,11498.9,75.5015,0,0,0,
