Time step,Load requested [kW],Load served [kW],SolarResource global horizontal radiation [W/m2],SolarResource direct horizontal radiation [W/m2],SolarResource diffuse horizontal radiation [W/m2],SolarResource clearness index [-],SolarPV incident radiation [kW/m2],SolarPV power output [kW],Converter input [kW],Converter output [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
457,0.634,0.634,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,21,87.5,
458,0.602,0.602,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,22.5,93.75,
459,0.594,0.594,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,24,100,
460,0.592,0.592,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
461,0.655,0.655,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
462,0.893,0.893,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
463,1.208,1.208,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
464,1.118,1.118,115,59.0637,55.9363,0.578889,215.364,0.430729,0,0,-0.430729,2.10819,0.430729,0,0,8.40863,84.0863,0,0,0,
465,0.901,0.901,284,173.837,110.163,0.623744,198.298,0.396597,0,0,-0.396597,1.67746,0.396597,0.387656,0,8.78487,87.8487,0,0,0,
466,0.894,0.894,428,280.383,147.617,0.644388,109.114,0.218229,0,0,-0.218229,1.28086,0.218229,0.744593,0,8.9919,89.919,0,0,0,
467,0.872,0.872,527,350.931,176.069,0.649757,103.412,0.206825,0,0,-0.206825,1.06263,0.206825,0.940999,0,9.18811,91.8811,0,0,0,
468,0.831,0.831,571,374.209,196.791,0.644515,116.982,0.233963,0,0,-0.233963,0.855806,0.233963,1.12714,0,9.41007,94.1007,0,0,0,
469,0.823,0.823,554,342.835,211.165,0.626914,130.677,0.261353,0,0,-0.261353,0.621842,0.261353,1.33771,0,9.65801,96.5801,0,0,0,
470,0.809,0.809,482,269.252,212.748,0.599135,140.001,0.280002,0,0,-0.280002,0.360489,0.280002,1.57293,0,9.92364,99.2364,0,0,0,
471,0.848,0.848,363,167.278,195.722,0.555276,140.589,0.281177,0.892632,0.848,0.611454,0.0804872,0,1.82493,0.611454,9.27911,92.7911,0,0,0,
472,0.984,0.984,208,58.7074,149.293,0.470937,121.602,0.243204,1.03579,0.984,0.792586,0.759881,0,1.21347,0.792586,8.44365,84.4365,0,0,0,
473,1.308,1.308,16,0.12606,15.8739,0.0875415,14.4314,0.0288629,0.449751,0.427263,0.420888,1.64053,0,0.420888,0.420888,8,80,0,0,0,
474,1.695,1.695,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
475,1.902,1.902,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,12,50,
476,1.866,1.866,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,13.5,56.25,
477,1.631,1.631,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,15,62.5,
478,1.336,1.336,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,16.5,68.75,
479,1.036,1.036,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,18,75,
480,0.725,0.725,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,19.5,81.25,
481,0.628,0.628,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,21,87.5,
482,0.592,0.592,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,22.5,93.75,
483,0.587,0.587,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,1.66667,24,100,
484,0.586,0.586,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
485,0.642,0.642,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
486,0.871,0.871,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
487,1.179,1.179,0,0,0,0,0,0,0,0,0,2.10819,0,0,0,8,80,0,0,0,
488,1.081,1.081,119,65.3228,53.6772,0.594757,229.936,0.459872,0,0,-0.459872,2.10819,0.459872,0,0,8.43627,84.3627,0,0,0,
489,0.859,0.859,289,181.977,107.023,0.63206,202.081,0.404162,0,0,-0.404162,1.64831,0.404162,0.413884,0,8.81969,88.1969,0,0,0,
