Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
607,1.149,1.149,0,0,0,0,
608,1.067,1.067,0.896,0,-0.896,0,
609,0.857,-0.859733,2.156,1.71673,-0.367736,0,
610,0.851,-2.12596,3.101,2.97696,0,0,
611,0.862,-2.71976,3.731,3.58176,0,0,
612,0.831,-3.07332,4.067,3.90432,0,0,
613,0.823,-2.61092,3.577,3.43392,0,0,
614,0.809,-2.49052,3.437,3.29952,0,0,
615,0.848,-1.73248,2.688,2.58048,0,0,
616,0.984,-0.44064,1.484,1.42464,0,0,
617,1.308,0,0.175,1.308,1.1875,0,
618,1.695,1.695,0,0,0,0,
619,1.902,1.902,0,0,0,0,
