Time step,Total load requested [kW],Total load served [kW],SolarResource global horizontal radiation [W/m2],SolarResource direct horizontal radiation [W/m2],SolarResource diffuse horizontal radiation [W/m2],SolarResource clearness index [-],SolarPV incident radiation [kW/m2],SolarPV power output [kW],Converter input [kW],Converter output [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
2040,0.637,0.637,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,25,100,
2041,0.529,0.529,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,25,100,
2042,0.483,0.483,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,25,100,
2043,0.469,0.469,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,25,100,
2044,0.461,0.461,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,0,0,
2045,0.505,0.505,0,0,0,0,0,0,0,0,0,0.370623,0,7.95246,0,10.6464,96.7859,0,0,0,
2046,0.656,0.656,5,0.0158819,4.98412,0.035293,5,0.035,0,0,-0.035,0.370623,0.035,7.95246,0,10.6798,97.0894,0,0,0,
2047,0.896,0.896,137,5.39039,131.61,0.280261,137,0.959,0.623377,0.598442,-0.335623,0.335623,0.335623,7.98431,0,11,100,0,0,0,
2048,0.813,0.813,311,44.1879,266.812,0.387472,311,2.177,2.177,2.08992,0,0,0,8.28973,0,11,100,0,0,0,
2049,0.706,0.706,572,242.631,329.369,0.538755,572,4.004,4.004,3.84384,0,0,0,8.28973,0,11,100,0,0,0,
2050,0.715,0.715,664,271.645,392.355,0.531892,664,4.648,4.648,4.46208,0,0,0,8.28973,0,11,100,0,0,0,
2051,0.724,0.724,763,368.548,394.452,0.565218,763,5.341,5.341,5.12736,0,0,0,8.28973,0,11,100,0,0,0,
2052,0.7,0.7,311,6.64344,304.357,0.228773,311,2.177,2.177,2.08992,0,0,0,8.28973,0,11,100,0,0,0,
2053,0.745,0.745,545,110.433,434.567,0.427031,545,3.815,3.815,3.6624,0,0,0,8.28973,0,11,100,0,0,0,
2054,0.759,0.759,155,1.95488,153.045,0.140135,155,1.085,1.085,1.0416,0,0,0,8.28973,0,11,100,0,0,0,
2055,0.835,0.835,200,4.40797,195.592,0.232423,200,1.4,1.4,1.344,0,0,0,8.28973,0,11,100,0,0,0,
2056,0.987,0.987,209,26.4076,182.592,0.375713,209,1.463,1.463,1.40448,0,0,0,8.28973,0,11,100,0,0,0,
2057,1.25,1.25,98,25.1741,72.8259,0.457631,98,0.686,1.30208,1.25,0.616083,0,0,8.28973,0.616083,10.3542,94.1288,0,0,0,
2058,1.519,1.519,5,0,0,0.8,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,0,0,
2059,1.512,1.512,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,12.75,51,
2060,1.644,1.644,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,3.3,15.918,63.672,
2061,1.506,1.506,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,3.3,19.086,76.344,
2062,1.222,1.222,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,3.3,22.254,89.016,
2063,0.935,0.935,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,2.86042,25,100,
2064,0.637,0.637,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,25,100,
2065,0.529,0.529,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,25,100,
2066,0.483,0.483,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,25,100,
2067,0.469,0.469,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,25,100,
2068,0.461,0.461,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,0,0,
2069,0.505,0.505,0,0,0,0,0,0,0,0,0,0.677015,0,7.67365,0,10.3542,94.1288,0,0,0,
2070,0.656,0.656,5,0.0156852,4.98431,0.034856,5,0.035,0,0,-0.035,0.677015,0.035,7.67365,0,10.3876,94.4323,0,0,0,
2071,0.896,0.896,32,0.188001,31.812,0.065278,32,0.224,0,0,-0.224,0.642015,0.224,7.7055,0,10.6012,96.3749,0,0,0,
2072,0.813,0.813,105,1.23486,103.765,0.130673,105,0.735,0.316985,0.304306,-0.418015,0.418015,0.418015,7.90934,0,11,100,0,0,0,
2073,0.706,0.706,174,2.56565,171.434,0.163835,174,1.218,1.218,1.16928,0,0,0,8.28973,0,11,100,0,0,0,
2074,0.715,0.715,135,1.31416,133.686,0.108161,135,0.945,0.945,0.9072,0,0,0,8.28973,0,11,100,0,0,0,
2075,0.724,0.724,298,6.01392,291.986,0.220884,298,2.086,2.086,2.00256,0,0,0,8.28973,0,11,100,0,0,0,
2076,0.7,0.7,375,13.9471,361.053,0.276116,375,2.625,2.625,2.52,0,0,0,8.28973,0,11,100,0,0,0,
2077,0.691,0.691,431,35.9609,395.039,0.338163,431,3.017,3.017,2.89632,0,0,0,8.28973,0,11,100,0,0,0,
2078,0.678,0.678,191,2.97385,188.026,0.172999,191,1.337,1.337,1.28352,0,0,0,8.28973,0,11,100,0,0,0,
2079,0.704,0.704,579,412.945,166.055,0.674575,579,4.053,4.053,3.89088,0,0,0,8.28973,0,11,100,0,0,0,
2080,0.792,0.792,417,341.538,75.4621,0.752595,417,2.919,2.919,2.80224,0,0,0,8.28973,0,11,100,0,0,0,
2081,0.998,0.998,242,141.632,28.042,0.8,169.674,1.18772,1.18772,1.14021,0,0,0,8.28973,0,11,100,0,0,0,
2082,1.274,1.274,15,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2083,1.512,1.512,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2084,1.644,1.644,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2085,1.506,1.506,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2086,1.222,1.222,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2087,0.935,0.935,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2088,0.637,0.637,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2089,0.529,0.529,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2090,0.483,0.483,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2091,0.469,0.469,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2092,0.461,0.461,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2093,0.505,0.505,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2094,0.662,0.662,7,0.0303685,6.96963,0.0482039,7,0.049,0.049,0.04704,0,0,0,8.28973,0,11,100,0,0,0,
2095,0.896,0.896,166,13.7734,152.227,0.337695,166,1.162,1.162,1.11552,0,0,0,8.28973,0,11,100,0,0,0,
2096,0.813,0.813,368,94.437,273.563,0.457494,368,2.576,2.576,2.47296,0,0,0,8.28973,0,11,100,0,0,0,
2097,0.706,0.706,550,208.109,341.891,0.517728,550,3.85,3.85,3.696,0,0,0,8.28973,0,11,100,0,0,0,
2098,0.715,0.715,705,340.151,364.849,0.564976,705,4.935,4.935,4.7376,0,0,0,8.28973,0,11,100,0,0,0,
2099,0.724,0.724,806,447.88,358.12,0.597808,806,5.642,5.642,5.41632,0,0,0,8.28973,0,11,100,0,0,0,
2100,0.7,0.7,822,471.337,350.663,0.605858,822,5.754,5.754,5.52384,0,0,0,8.28973,0,11,100,0,0,0,
2101,0.691,0.691,833,562.5,270.5,0.654489,833,5.831,5.831,5.59776,0,0,0,8.28973,0,11,100,0,0,0,
2102,0.678,0.678,740,523.655,216.345,0.671519,740,5.18,5.18,4.9728,0,0,0,8.28973,0,11,100,0,0,0,
2103,0.76,0.76,585,426.281,158.719,0.683336,585,4.095,4.095,3.9312,0,0,0,8.28973,0,11,100,0,0,0,
2104,0.917,0.917,423,350.377,72.6232,0.766496,423,2.961,2.961,2.84256,0,0,0,8.28973,0,11,100,0,0,0,
2105,1.194,1.194,239,140.254,27.7691,0.8,168.023,1.17616,1.24375,1.194,0.0675873,0,0,8.28973,0.0675873,10.9291,99.3559,0,0,0,
2106,1.376,1.376,16,0,0,0.8,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,0,0,
2107,1.512,1.512,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,12.75,51,
2108,1.644,1.644,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,3.3,15.918,63.672,
2109,1.506,1.506,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,3.3,19.086,76.344,
2110,1.222,1.222,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,3.3,22.254,89.016,
2111,0.935,0.935,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,2.86042,25,100,
2112,0.644,0.644,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,25,100,
2113,0.533,0.533,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,25,100,
2114,0.485,0.485,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,25,100,
2115,0.47,0.47,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,25,100,
2116,0.464,0.464,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,0,0,
2117,0.509,0.509,0,0,0,0,0,0,0,0,0,0.0742718,0,8.22214,0,10.9291,99.3559,0,0,0,
2118,0.667,0.667,8,0.0391902,7.96081,0.0544308,8,0.056,0,0,-0.056,0.0742718,0.056,8.22214,0,10.9826,99.8415,0,0,0,
2119,0.918,0.918,86,1.35046,84.6495,0.174478,86,0.602,0.583728,0.560379,-0.0182718,0.0182718,0.0182718,8.2731,0,11,100,0,0,0,
2120,0.846,0.846,284,28.0382,255.962,0.352712,284,1.988,1.988,1.90848,0,0,0,8.28973,0,11,100,0,0,0,
2121,0.752,0.752,494,133.695,360.305,0.464913,494,3.458,3.458,3.31968,0,0,0,8.28973,0,11,100,0,0,0,
2122,0.766,0.766,690,314.648,375.352,0.553117,690,4.83,4.83,4.6368,0,0,0,8.28973,0,11,100,0,0,0,
2123,0.776,0.776,822,478.953,343.047,0.610097,822,5.754,5.754,5.52384,0,0,0,8.28973,0,11,100,0,0,0,
2124,0.748,0.748,823,474.4,348.6,0.60724,823,5.761,5.761,5.53056,0,0,0,8.28973,0,11,100,0,0,0,
2125,0.788,0.788,817,532.666,284.334,0.642851,817,5.719,5.719,5.49024,0,0,0,8.28973,0,11,100,0,0,0,
2126,0.861,0.861,495,120.239,374.761,0.450062,495,3.465,3.465,3.3264,0,0,0,8.28973,0,11,100,0,0,0,
2127,1.008,1.008,572,403.092,168.908,0.669924,572,4.004,4.004,3.84384,0,0,0,8.28973,0,11,100,0,0,0,
2128,1.04,1.04,74,0.896697,73.1033,0.134639,74,0.518,1.08333,1.04,0.565333,0,0,8.28973,0.565333,10.4074,94.6125,0,0,0,
2129,1.206,1.206,189,157.815,31.185,0.908835,189,1.323,0,0,-0.621245,0.621245,0.621245,7.7244,0,11,100,0,0,0,
2130,1.493,1.493,14,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2131,1.707,1.707,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2132,1.792,1.792,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2133,1.607,1.607,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2134,1.251,1.251,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2135,0.951,0.951,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2136,0.644,0.644,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2137,0.533,0.533,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2138,0.485,0.485,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2139,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2140,0.464,0.464,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2141,0.509,0.509,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2142,0.671,0.671,12,0.0871422,11.9129,0.0806873,12,0.084,0.084,0.08064,0,0,0,8.28973,0,11,100,0,0,0,
2143,0.918,0.918,176,18.0519,157.948,0.356132,176,1.232,1.232,1.18272,0,0,0,8.28973,0,11,100,0,0,0,
2144,0.846,0.846,362,87.3365,274.663,0.449157,362,2.534,2.534,2.43264,0,0,0,8.28973,0,11,100,0,0,0,
2145,0.752,0.752,546,201.963,344.037,0.513768,546,3.822,3.822,3.66912,0,0,0,8.28973,0,11,100,0,0,0,
2146,0.766,0.766,496,77.7173,418.283,0.39774,496,3.472,3.472,3.33312,0,0,0,8.28973,0,11,100,0,0,0,
2147,0.776,0.776,210,2.94803,207.052,0.15598,210,1.47,1.47,1.4112,0,0,0,8.28973,0,11,100,0,0,0,
2148,0.748,0.748,757,355.409,401.591,0.559164,757,5.299,5.299,5.08704,0,0,0,8.28973,0,11,100,0,0,0,
2149,0.735,0.735,131,1.2171,129.783,0.103232,131,0.917,0.917,0.88032,0,0,0,8.28973,0,11,100,0,0,0,
2150,0.715,0.715,119,1.16109,117.839,0.108412,119,0.833,0.833,0.79968,0,0,0,8.28973,0,11,100,0,0,0,
2151,0.743,0.743,269,17.0381,251.962,0.315904,269,1.883,1.883,1.80768,0,0,0,8.28973,0,11,100,0,0,0,
2152,0.828,0.828,311,152.289,158.711,0.568192,311,2.177,2.177,2.08992,0,0,0,8.28973,0,11,100,0,0,0,
2153,1.034,1.034,175,146.125,28.875,0.849994,175,1.225,1.225,1.176,0,0,0,8.28973,0,11,100,0,0,0,
2154,1.308,1.308,14,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2155,1.547,1.547,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2156,1.679,1.679,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2157,1.542,1.542,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2158,1.251,1.251,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2159,0.954,0.954,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2160,0.649,0.649,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2161,0.549,0.549,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2162,0.509,0.509,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2163,0.502,0.502,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2164,0.499,0.499,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2165,0.547,0.547,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2166,0.733,0.733,28,0.468979,27.531,0.186103,28,0.196,0.196,0.18816,0,0,0,8.28973,0,11,100,0,0,0,
2167,0.977,0.977,171,15.4831,155.517,0.345129,171,1.197,1.197,1.14912,0,0,0,8.28973,0,11,100,0,0,0,
2168,0.876,0.876,382,109.766,272.234,0.473551,382,2.674,2.674,2.56704,0,0,0,8.28973,0,11,100,0,0,0,
2169,0.727,0.727,557,218.369,338.631,0.524061,557,3.899,3.899,3.74304,0,0,0,8.28973,0,11,100,0,0,0,
2170,0.732,0.732,700,332.374,367.626,0.561548,700,4.9,4.9,4.704,0,0,0,8.28973,0,11,100,0,0,0,
2171,0.727,0.727,812,461.585,350.415,0.603603,812,5.684,5.684,5.45664,0,0,0,8.28973,0,11,100,0,0,0,
2172,0.703,0.703,862,552.474,309.526,0.637464,862,6.034,6.034,5.79264,0,0,0,8.28973,0,11,100,0,0,0,
2173,0.694,0.694,844,588.808,255.192,0.666129,844,5.908,5.908,5.67168,0,0,0,8.28973,0,11,100,0,0,0,
2174,0.68,0.68,721,492.068,228.932,0.658184,721,5.047,5.047,4.84512,0,0,0,8.28973,0,11,100,0,0,0,
2175,0.7,0.7,478,228.399,249.601,0.562891,478,3.346,3.346,3.21216,0,0,0,8.28973,0,11,100,0,0,0,
2176,0.762,0.762,380,285.601,94.399,0.697166,380,2.66,2.66,2.5536,0,0,0,8.28973,0,11,100,0,0,0,
2177,0.894,0.894,144,110.293,33.7073,0.706549,144,1.008,1.008,0.96768,0,0,0,8.28973,0,11,100,0,0,0,
2178,1.044,1.044,22,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2179,1.186,1.186,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2180,1.427,1.427,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2181,1.504,1.504,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2182,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2183,0.934,0.934,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2184,0.636,0.636,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2185,0.528,0.528,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2186,0.486,0.486,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2187,0.476,0.476,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2188,0.472,0.472,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2189,0.519,0.519,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2190,0.693,0.693,18,0.191629,17.8084,0.118289,18,0.126,0.126,0.12096,0,0,0,8.28973,0,11,100,0,0,0,
2191,0.949,0.949,30,0.163076,29.8369,0.0603984,30,0.21,0.21,0.2016,0,0,0,8.28973,0,11,100,0,0,0,
2192,0.86,0.86,80,0.713453,79.2865,0.0990906,80,0.56,0.56,0.5376,0,0,0,8.28973,0,11,100,0,0,0,
2193,0.729,0.729,177,2.65272,174.347,0.166524,177,1.239,1.239,1.18944,0,0,0,8.28973,0,11,100,0,0,0,
2194,0.741,0.741,174,2.18688,171.813,0.139647,174,1.218,1.218,1.16928,0,0,0,8.28973,0,11,100,0,0,0,
2195,0.743,0.743,98,0.643069,97.3569,0.0729103,98,0.686,0.686,0.65856,0,0,0,8.28973,0,11,100,0,0,0,
2196,0.715,0.715,368,13.0294,354.971,0.272472,368,2.576,2.576,2.47296,0,0,0,8.28973,0,11,100,0,0,0,
2197,0.704,0.704,247,4.34058,242.659,0.195258,247,1.729,1.729,1.65984,0,0,0,8.28973,0,11,100,0,0,0,
2198,0.693,0.693,203,3.39274,199.607,0.1857,203,1.421,1.421,1.36416,0,0,0,8.28973,0,11,100,0,0,0,
2199,0.715,0.715,327,45.8665,281.134,0.386152,327,2.289,2.289,2.19744,0,0,0,8.28973,0,11,100,0,0,0,
2200,0.78,0.78,175,12.0425,162.957,0.322425,175,1.225,1.225,1.176,0,0,0,8.28973,0,11,100,0,0,0,
2201,0.928,0.928,43,0.824905,42.1751,0.213154,43,0.301,0.966667,0.928,0.665667,0,0,8.28973,0.665667,10.3022,93.6563,0,0,0,
2202,1.068,1.068,19,0,0,0.8,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,0,0,
2203,1.21,1.21,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,12.75,51,
2204,1.458,1.458,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,3.3,15.918,63.672,
2205,1.544,1.544,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,3.3,19.086,76.344,
2206,1.269,1.269,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,3.3,22.254,89.016,
2207,0.992,0.992,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,2.86042,25,100,
2208,0.707,0.707,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,25,100,
2209,0.609,0.609,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,25,100,
2210,0.569,0.569,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,25,100,
2211,0.563,0.563,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,25,100,
2212,0.561,0.561,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,0,0,
2213,0.608,0.608,0,0,0,0,0,0,0,0,0,0.731502,0,7.62406,0,10.3022,93.6563,0,0,0,
2214,0.793,0.793,37,0.882091,36.1179,0.240472,37,0.259,0,0,-0.259,0.731502,0.259,7.62406,0,10.5493,95.9024,0,0,0,
2215,1.027,1.027,190,25.4781,164.522,0.381601,190,1.33,0.857498,0.823198,-0.472502,0.472502,0.472502,7.85975,0,11,100,0,0,0,
2216,0.92,0.92,401,133.61,267.39,0.49631,401,2.807,2.807,2.69472,0,0,0,8.28973,0,11,100,0,0,0,
2217,0.762,0.762,581,256.541,324.459,0.546611,581,4.067,4.067,3.90432,0,0,0,8.28973,0,11,100,0,0,0,
2218,0.762,0.762,737,399.711,337.289,0.59179,737,5.159,5.159,4.95264,0,0,0,8.28973,0,11,100,0,0,0,
2219,0.747,0.747,831,499.864,331.136,0.618803,831,5.817,5.817,5.58432,0,0,0,8.28973,0,11,100,0,0,0,
2220,0.708,0.708,851,533.761,317.239,0.630887,851,5.957,5.957,5.71872,0,0,0,8.28973,0,11,100,0,0,0,
2221,0.694,0.694,841,586.387,254.613,0.665921,841,5.887,5.887,5.65152,0,0,0,8.28973,0,11,100,0,0,0,
2222,0.68,0.68,734,521.23,212.77,0.672876,734,5.138,5.138,4.93248,0,0,0,8.28973,0,11,100,0,0,0,
2223,0.7,0.7,628,509.505,118.495,0.74371,628,4.396,4.396,4.22016,0,0,0,8.28973,0,11,100,0,0,0,
2224,0.762,0.762,309,153.769,155.231,0.57175,309,2.163,2.163,2.07648,0,0,0,8.28973,0,11,100,0,0,0,
2225,0.894,0.894,202,133.33,26.3983,0.8,159.729,1.1181,1.1181,1.07338,0,0,0,8.28973,0,11,100,0,0,0,
2226,1.044,1.044,37,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2227,1.186,1.186,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2228,1.427,1.427,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2229,1.504,1.504,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2230,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2231,0.937,0.937,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2232,0.651,0.651,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2233,0.553,0.553,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2234,0.521,0.521,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2235,0.519,0.519,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2236,0.522,0.522,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2237,0.569,0.569,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2238,0.751,0.751,30,0.520775,29.4792,0.19288,30,0.21,0.21,0.2016,0,0,0,8.28973,0,11,100,0,0,0,
2239,0.991,0.991,194,27.9022,166.098,0.388727,194,1.358,1.358,1.30368,0,0,0,8.28973,0,11,100,0,0,0,
2240,0.885,0.885,406,140.201,265.799,0.502143,406,2.842,2.842,2.72832,0,0,0,8.28973,0,11,100,0,0,0,
2241,0.734,0.734,588,268.28,319.72,0.553228,588,4.116,4.116,3.95136,0,0,0,8.28973,0,11,100,0,0,0,
2242,0.726,0.726,738,402.105,335.895,0.59292,738,5.166,5.166,4.95936,0,0,0,8.28973,0,11,100,0,0,0,
2243,0.727,0.727,838,514.478,323.522,0.624605,838,5.866,5.866,5.63136,0,0,0,8.28973,0,11,100,0,0,0,
2244,0.703,0.703,858,548.924,309.076,0.636908,858,6.006,6.006,5.76576,0,0,0,8.28973,0,11,100,0,0,0,
2245,0.694,0.694,843,592.056,250.944,0.668635,843,5.901,5.901,5.66496,0,0,0,8.28973,0,11,100,0,0,0,
2246,0.68,0.68,743,540.474,202.526,0.682605,743,5.201,5.201,4.99296,0,0,0,8.28973,0,11,100,0,0,0,
2247,0.7,0.7,598,461.209,136.791,0.710225,598,4.186,4.186,4.01856,0,0,0,8.28973,0,11,100,0,0,0,
2248,0.762,0.762,405,331.718,73.2824,0.752621,405,2.835,2.835,2.7216,0,0,0,8.28973,0,11,100,0,0,0,
2249,0.894,0.894,193,161.155,31.845,0.976741,193,1.351,1.351,1.29696,0,0,0,8.28973,0,11,100,0,0,0,
2250,1.044,1.044,39,0,0,0.8,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2251,1.186,1.186,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,12.75,51,
2252,1.427,1.427,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,15.918,63.672,
2253,1.504,1.504,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,19.086,76.344,
2254,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,3.3,22.254,89.016,
2255,0.934,0.934,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,2.86042,25,100,
2256,0.636,0.636,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2257,0.528,0.528,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2258,0.482,0.482,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2259,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,25,100,
2260,0.474,0.474,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
2261,0.527,0.527,0,0,0,0,0,0,0,0,0,0,0,8.28973,0,11,100,0,0,0,
