Time step,Grid total load,Grid net load,Strata 1 total load,Strata 2 total load,
1678,2.444,9.044,4.522,4.522,
1679,1.87,7.462,3.66658,3.79542,
1680,1.274,1.274,0.637,0.637,
1681,1.058,1.058,0.529,0.529,
1682,0.966,0.966,0.483,0.483,
1683,0.938,0.938,0.469,0.469,
1684,0.936,0.936,0.468,0.468,
1685,1.04,1.04,0.52,0.52,
1686,1.382,1.382,0.691,0.691,
1687,1.826,1.33121,0.790256,0.540951,
1688,1.638,-1.97622,-0.8397,-1.13652,
1689,1.412,-4.57444,-2.0414,-2.53304,
1690,1.43,-6.23314,-2.8019,-3.43124,
1691,1.448,-7.58134,-3.4199,-4.16144,
1692,1.4,-8.31244,-3.7574,-4.55504,
1693,1.382,-7.72186,-3.4871,-4.23476,
1694,1.386,-6.27714,-2.8239,-3.45324,
1695,1.56,-3.45768,-1.5228,-1.93488,
1696,1.904,-1.7599,-0.7295,-1.0304,
1697,2.484,0,0,0,
1698,3.008,3.008,1.504,1.504,
1699,3.42,3.42,1.71,1.71,
1700,3.592,10.192,5.096,5.096,
1701,3.192,9.792,4.896,4.896,
1702,2.49,9.09,4.545,4.545,
1703,1.87,7.462,3.66658,3.79542,
1704,1.274,1.274,0.637,0.637,
1705,1.058,1.058,0.529,0.529,
1706,0.966,0.966,0.483,0.483,
1707,0.938,0.938,0.469,0.469,
1708,0.922,0.922,0.461,0.461,
1709,1.01,1.01,0.505,0.505,
1710,1.312,1.312,0.656,0.656,
1711,1.792,1.6246,0.896,0.728601,
1712,1.626,-0.789633,-0.258633,-0.531,
1713,1.412,-4.2391,-1.8875,-2.3516,
1714,1.43,-6.55606,-2.9501,-3.60596,
1715,1.448,-7.59376,-3.4256,-4.16816,
1716,1.4,-7.9771,-3.6035,-4.3736,
1717,1.5,-7.66596,-3.4566,-4.20936,
1718,1.712,-6.1747,-2.7635,-3.4112,
1719,2.062,-4.3343,-1.9045,-2.4298,
1720,2.342,-2.27824,-0.9494,-1.32884,
1721,2.856,0,0,0,
1722,3.352,3.352,1.676,1.676,
1723,3.732,3.732,1.866,1.866,
1724,3.332,9.932,4.966,4.966,
1725,3.012,9.612,4.806,4.806,
1726,2.444,9.044,4.522,4.522,
1727,1.87,7.462,3.66658,3.79542,
1728,1.274,1.274,0.637,0.637,
1729,1.058,1.058,0.529,0.529,
1730,0.966,0.966,0.483,0.483,
1731,0.938,0.938,0.469,0.469,
1732,0.922,0.922,0.461,0.461,
1733,1.01,1.01,0.505,0.505,
1734,1.312,1.312,0.656,0.656,
1735,1.792,0.876666,0.606733,0.269932,
1736,1.626,-2.06274,-0.8799,-1.18284,
1737,1.412,-4.69864,-2.0984,-2.60024,
1738,1.43,-6.55606,-2.9501,-3.60596,
1739,1.448,-7.91668,-3.5738,-4.34288,
1740,1.428,-8.61978,-3.8973,-4.72248,
1741,1.7,-8.09938,-3.6473,-4.45208,
1742,2.028,-6.00774,-2.6739,-3.33384,
1743,2.43,-4.11534,-1.7889,-2.32644,
1744,2.714,-2.17948,-0.8888,-1.29068,
1745,3.258,0,0,0,
1746,3.648,3.648,1.824,1.824,
1747,3.96,3.96,1.98,1.98,
1748,4.012,10.612,5.306,5.306,
1749,3.474,10.074,5.037,5.037,
1750,2.732,9.332,4.666,4.666,
1751,2.004,7.596,3.73358,3.86242,
1752,1.274,1.274,0.637,0.637,
1753,1.058,1.058,0.529,0.529,
1754,0.966,0.966,0.483,0.483,
1755,0.938,0.938,0.469,0.469,
1756,0.922,0.922,0.461,0.461,
1757,1.01,1.01,0.505,0.505,
1758,1.312,1.312,0.656,0.656,
1759,1.792,1.47683,0.896,0.58083,
1760,1.626,-1.9651,-0.8293,-1.1358,
1761,1.412,-4.77316,-2.1326,-2.64056,
1762,1.43,-6.56848,-2.9558,-3.61268,
1763,1.448,-7.14664,-3.2204,-3.92624,
1764,1.414,-6.80804,-3.0664,-3.74164,
1765,1.612,-6.2126,-2.785,-3.4276,
1766,1.95,-6.3093,-2.8155,-3.4938,
1767,2.206,-3.53204,-1.5304,-2.00164,
1768,2.544,-2.2377,-0.9225,-1.3152,
1769,3.164,0,0,0,
1770,3.578,3.578,1.789,1.789,
1771,3.992,3.992,1.996,1.996,
1772,4.082,10.682,5.341,5.341,
1773,3.568,10.168,5.084,5.084,
1774,2.444,9.044,4.522,4.522,
1775,1.87,7.462,3.66658,3.79542,
1776,1.288,1.288,0.644,0.644,
1777,1.066,1.066,0.533,0.533,
1778,0.97,0.97,0.485,0.485,
1779,0.94,0.94,0.47,0.47,
1780,0.928,0.928,0.464,0.464,
1781,1.018,1.018,0.509,0.509,
1782,1.334,1.334,0.667,0.667,
1783,1.836,1.24525,0.792878,0.452375,
1784,1.692,-2.33208,-1.0008,-1.33128,
1785,1.504,-4.74326,-2.1151,-2.62816,
1786,1.532,-6.57826,-2.9561,-3.62216,
1787,1.668,-7.8333,-3.5265,-4.3068,
1788,1.81,-7.97696,-3.5866,-4.39036,
1789,2.058,-7.45572,-3.3372,-4.11852,
1790,2.306,-6.25138,-2.7743,-3.47708,
1791,2.59,-4.35278,-1.8913,-2.46148,
1792,2.798,-1.97128,-0.7898,-1.18148,
1793,3.302,0,0,0,
1794,3.704,3.704,1.852,1.852,
1795,4.04,4.04,2.02,2.02,
1796,4.094,10.694,5.347,5.347,
1797,3.624,10.224,5.112,5.112,
1798,2.872,9.472,4.736,4.736,
1799,2.038,7.63,3.75058,3.87942,
1800,1.288,1.288,0.644,0.644,
1801,1.066,1.066,0.533,0.533,
1802,0.97,0.97,0.485,0.485,
1803,0.94,0.94,0.47,0.47,
1804,0.928,0.928,0.464,0.464,
1805,1.018,1.018,0.509,0.509,
1806,1.334,1.334,0.667,0.667,
1807,1.836,1.29653,0.822678,0.473849,
1808,1.692,-2.08368,-0.8868,-1.19688,
1809,1.504,-4.63148,-2.0638,-2.56768,
1810,1.532,-6.59068,-2.9618,-3.62888,
1811,1.552,-7.8251,-3.5275,-4.2976,
1812,1.71,-8.4123,-3.7905,-4.6218,
1813,1.958,-7.9159,-3.5525,-4.3634,
1814,2.22,-6.18834,-2.7489,-3.43944,
1815,2.52,-4.01292,-1.7382,-2.27472,
1816,2.748,-2.10822,-0.8547,-1.25352,
1817,3.264,0,0,0,
1818,3.7,3.7,1.85,1.85,
1819,4.034,4.034,2.017,2.017,
1820,4.17,10.77,5.385,5.385,
1821,3.686,10.286,5.143,5.143,
1822,2.88,9.48,4.74,4.74,
1823,2.074,7.666,3.76858,3.89742,
1824,1.274,1.274,0.637,0.637,
1825,1.058,1.058,0.529,0.529,
1826,0.966,0.966,0.483,0.483,
1827,0.938,0.938,0.469,0.469,
1828,0.922,0.922,0.461,0.461,
1829,1.01,1.01,0.505,0.505,
1830,1.312,1.312,0.656,0.656,
1831,1.792,1.15363,0.7536,0.400028,
1832,1.626,-2.42292,-1.0452,-1.37772,
1833,1.412,-4.798,-2.144,-2.654,
1834,1.43,-6.94108,-3.1268,-3.81428,
1835,1.448,-7.9291,-3.5795,-4.3496,
1836,1.476,-8.37306,-3.7821,-4.59096,
1837,1.73,-7.99486,-3.5981,-4.39676,
1838,2.02,-6.674,-2.98,-3.694,
1839,2.358,-4.73382,-2.0757,-2.65812,
1840,2.658,-1.98708,-0.8028,-1.18428,
1841,3.224,0,0,0,
1842,3.62,3.62,1.81,1.81,
1843,3.9,3.9,1.95,1.95,
1844,3.752,10.352,5.176,5.176,
1845,3.044,9.644,4.822,4.822,
1846,2.444,9.044,4.522,4.522,
1847,1.87,7.462,3.66658,3.79542,
1848,1.274,1.274,0.637,0.637,
1849,1.058,1.058,0.529,0.529,
1850,0.966,0.966,0.483,0.483,
1851,0.938,0.938,0.469,0.469,
1852,0.922,0.922,0.461,0.461,
1853,1.01,1.01,0.505,0.505,
1854,1.312,1.312,0.656,0.656,
1855,1.792,0.87159,0.621811,0.249779,
1856,1.626,-2.58438,-1.1193,-1.46508,
1857,1.412,-4.9843,-2.2295,-2.7548,
1858,1.43,-6.9535,-3.1325,-3.821,
1859,1.448,-8.06572,-3.6422,-4.42352,
1860,1.604,-8.4562,-3.815,-4.6412,
1861,1.844,-7.66972,-3.4442,-4.22552,
1862,2.112,-6.28392,-2.7972,-3.48672,
1863,2.422,-4.49594,-1.9639,-2.53204,
1864,2.698,-2.30726,-0.9481,-1.35916,
1865,3.246,0,0,0,
1866,3.598,3.598,1.799,1.799,
1867,3.906,3.906,1.953,1.953,
1868,4.062,10.662,5.331,5.331,
1869,3.554,10.154,5.077,5.077,
1870,2.8,9.4,4.7,4.7,
1871,2.03,7.622,3.74658,3.87542,
1872,1.274,1.274,0.637,0.637,
1873,1.058,1.058,0.529,0.529,
1874,0.966,0.966,0.483,0.483,
1875,0.938,0.938,0.469,0.469,
1876,0.922,0.922,0.461,0.461,
1877,1.01,1.01,0.505,0.505,
1878,1.312,1.312,0.656,0.656,
1879,1.792,1.00045,0.682167,0.318286,
1880,1.626,0.14802,0.1347,0.01332,
1881,1.412,-2.5624,-1.118,-1.4444,
1882,1.43,-1.84888,-0.7898,-1.05908,
1883,1.448,-3.73114,-1.6529,-2.07824,
1884,1.4,-3.59284,-1.5914,-2.00144,
1885,1.382,-2.41852,-1.0532,-1.36532,
1886,1.356,-1.53786,-0.6501,-0.88776,
1887,1.408,-4.6157,-2.0605,-2.5552,
1888,1.584,-3.03624,-1.3284,-1.70784,
1889,1.996,-0.68672,-0.2332,-0.45352,
1890,2.548,2.548,1.274,1.274,
1891,3.024,3.024,1.512,1.512,
1892,3.288,9.888,4.944,4.944,
1893,3.012,9.612,4.806,4.806,
1894,2.444,9.044,4.522,4.522,
1895,1.87,7.462,3.66658,3.79542,
1896,1.29,1.29,0.645,0.645,
1897,1.1,1.1,0.55,0.55,
1898,1.024,1.024,0.512,0.512,
1899,1.012,1.012,0.506,0.506,
1900,1.014,1.014,0.507,0.507,
1901,1.11,1.11,0.555,0.555,
1902,1.45,1.45,0.725,0.725,
1903,1.886,0.644,0.373,0.271,
1904,1.708,-0.94988,-0.3658,-0.58408,
1905,1.484,-1.9315,-0.8255,-1.106,
1906,1.508,-3.48484,-1.5374,-1.94744,
1907,1.47,-5.96958,-2.6793,-3.29028,
1908,1.4,-7.71628,-3.4838,-4.23248,
1909,1.382,-6.36808,-2.8658,-3.50228,
1910,1.356,-6.87846,-3.1011,-3.77736,
1911,1.408,-5.34848,-2.3968,-2.95168,
1912,1.584,-3.49578,-1.5393,-1.95648,
1913,1.996,-0.63704,-0.2104,-0.42664,
1914,2.548,2.548,1.274,1.274,
1915,3.024,3.024,1.512,1.512,
1916,3.288,9.888,4.944,4.944,
1917,3.012,9.612,4.806,4.806,
1918,2.444,9.044,4.522,4.522,
1919,1.884,7.476,3.67358,3.80242,
1920,1.312,1.312,0.656,0.656,
1921,1.112,1.112,0.556,0.556,
1922,1.038,1.038,0.519,0.519,
1923,1.026,1.026,0.513,0.513,
1924,1.022,1.022,0.511,0.511,
1925,1.118,1.118,0.559,0.559,
1926,1.448,1.448,0.724,0.724,
1927,1.882,0.21772,0.1772,0.04052,
1928,1.7,-2.4607,-1.0595,-1.4012,
1929,1.452,-4.96914,-2.2209,-2.74824,
1930,1.458,-7.07454,-3.1869,-3.88764,
1931,1.448,-8.14024,-3.6764,-4.46384,
1932,1.4,-5.5552,-2.492,-3.0632,
1933,1.382,-7.98268,-3.6068,-4.37588,
1934,1.356,-7.62366,-3.4431,-4.18056,
1935,1.408,-5.80802,-2.6077,-3.20032,
1936,1.584,-3.39642,-1.4937,-1.90272,
1937,1.996,-0.6122,-0.199,-0.4132,
1938,2.548,2.548,1.274,1.274,
1939,3.024,3.024,1.512,1.512,
1940,3.288,9.888,4.944,4.944,
1941,3.012,9.612,4.806,4.806,
1942,2.444,9.044,4.522,4.522,
1943,1.87,7.462,3.66658,3.79542,
1944,1.288,1.288,0.644,0.644,
1945,1.066,1.066,0.533,0.533,
1946,0.978,0.978,0.489,0.489,
1947,0.964,0.964,0.482,0.482,
1948,0.968,0.968,0.484,0.484,
1949,1.068,1.068,0.534,0.534,
1950,1.418,1.40558,0.7033,0.70228,
1951,1.882,0.03142,0.0917,-0.06028,
1952,1.728,-2.29608,-0.9828,-1.31328,
1953,1.51,-4.5758,-2.038,-2.5378,
1954,1.532,-6.69004,-3.0074,-3.68264,
1955,1.552,-7.58912,-3.4192,-4.16992,
1956,1.496,-8.16676,-3.6866,-4.48016,
1957,1.47,-8.04372,-3.6312,-4.41252,
1958,1.43,-6.9535,-3.1325,-3.821,
1959,1.486,-5.81696,-2.6086,-3.20836,
1960,1.656,-3.312,-1.452,-1.86,
1961,2.068,-0.0076,0,-0.0076,
1962,2.616,2.616,1.308,1.308,
1963,3.094,3.094,1.547,1.547,
1964,3.358,9.958,4.979,4.979,
1965,3.084,9.684,4.842,4.842,
1966,2.502,9.102,4.551,4.551,
1967,1.902,7.494,3.68258,3.81142,
1968,1.288,1.288,0.644,0.644,
1969,1.066,1.066,0.533,0.533,
1970,0.97,0.97,0.485,0.485,
1971,0.94,0.94,0.47,0.47,
1972,0.938,0.938,0.469,0.469,
1973,1.05,1.05,0.525,0.525,
1974,1.402,1.38856,0.701,0.68756,
1975,1.866,0.183662,0.245222,-0.06156,
1976,1.708,-0.98714,-0.3829,-0.60424,
1977,1.504,-3.36464,-1.4824,-1.88224,
1978,1.532,-7.13716,-3.2126,-3.92456,
1979,1.552,-8.11076,-3.6586,-4.45216,
1980,1.496,-2.3542,-1.019,-1.3352,
1981,1.47,-8.19276,-3.6996,-4.49316,
1982,1.43,-7.68628,-3.4688,-4.21748,
1983,1.5,-5.952,-2.67,-3.282,
1984,1.792,-2.59226,-1.1161,-1.47616,
1985,2.428,-0.25472,-0.0172,-0.23752,
1986,3.022,3.022,1.511,1.511,
1987,3.49,3.49,1.745,1.745,
1988,3.652,10.252,5.126,5.126,
1989,3.258,9.858,4.929,4.929,
1990,2.522,9.122,4.561,4.561,
1991,1.902,7.494,3.68258,3.81142,
1992,1.274,1.274,0.637,0.637,
1993,1.058,1.058,0.529,0.529,
1994,0.966,0.966,0.483,0.483,
1995,0.938,0.938,0.469,0.469,
1996,0.922,0.922,0.461,0.461,
1997,1.01,1.01,0.505,0.505,
1998,1.33,1.29274,0.6479,0.64484,
1999,1.792,-0.17036,-0.0046,-0.16576,
2000,1.626,-2.42292,-1.0452,-1.37772,
2001,1.412,-3.0592,-1.346,-1.7132,
2002,1.43,-6.80446,-3.0641,-3.74036,
2003,1.448,-8.01604,-3.6194,-4.39664,
2004,1.4,-8.87134,-4.0139,-4.85744,
2005,1.382,-8.40496,-3.8006,-4.60436,
2006,1.416,-7.62576,-3.4416,-4.18416,
2007,1.706,-5.33614,-2.3789,-2.95724,
2008,2.068,-3.04904,-1.3144,-1.73464,
2009,2.68,0,0,0,
2010,3.178,3.178,1.589,1.589,
2011,3.456,3.456,1.728,1.728,
2012,3.356,9.956,4.978,4.978,
2013,3.012,9.612,4.806,4.806,
2014,2.444,9.044,4.522,4.522,
2015,1.87,7.462,3.66658,3.79542,
2016,1.274,1.274,0.637,0.637,
2017,1.058,1.058,0.529,0.529,
2018,0.966,0.966,0.483,0.483,
2019,0.938,0.938,0.469,0.469,
2020,0.922,0.922,0.461,0.461,
2021,1.01,1.01,0.505,0.505,
2022,1.312,1.312,0.656,0.656,
2023,1.792,0.284523,0.327374,-0.0428507,
2024,1.626,-3.00666,-1.3131,-1.69356,
2025,1.412,-5.50594,-2.4689,-3.03704,
2026,1.43,-7.31368,-3.2978,-4.01588,
2027,1.448,-8.47558,-3.8303,-4.64528,
2028,1.4,-8.80924,-3.9854,-4.82384,
2029,1.464,-8.54652,-3.8622,-4.68432,
2030,1.702,-7.19072,-3.2302,-3.96052,
2031,2.02,-4.9352,-2.182,-2.7532,
2032,2.358,-2.56032,-1.0782,-1.48212,
2033,2.972,0,0,0,
2034,3.426,3.426,1.713,1.713,
2035,3.834,3.834,1.917,1.917,
2036,4.008,10.608,5.304,5.304,
2037,3.47,10.07,5.035,5.035,
2038,2.73,9.33,4.665,4.665,
2039,1.97,7.562,3.71658,3.84542,
2040,1.274,1.274,0.637,0.637,
2041,1.058,1.058,0.529,0.529,
2042,0.966,0.966,0.483,0.483,
2043,0.938,0.938,0.469,0.469,
2044,0.922,0.922,0.461,0.461,
2045,1.01,1.01,0.505,0.505,
2046,1.312,1.312,0.656,0.656,
2047,1.792,0.939919,0.642361,0.297558,
2048,1.626,-2.23662,-0.9597,-1.27692,
2049,1.412,-5.69224,-2.5544,-3.13784,
2050,1.43,-6.81688,-3.0698,-3.74708,
2051,1.448,-8.02846,-3.6251,-4.40336,
2052,1.4,-2.46262,-1.0727,-1.38992,
2053,1.49,-5.2789,-2.3615,-2.9174,
2054,1.518,-0.4071,-0.1245,-0.2826,
2055,1.67,-0.814,-0.305,-0.509,
2056,1.974,-0.62178,-0.2043,-0.41748,
2057,2.5,0,0,0,
2058,3.038,3.038,1.519,1.519,
2059,3.024,3.024,1.512,1.512,
2060,3.288,9.888,4.944,4.944,
2061,3.012,9.612,4.806,4.806,
2062,2.444,9.044,4.522,4.522,
2063,1.87,7.462,3.66658,3.79542,
2064,1.274,1.274,0.637,0.637,
2065,1.058,1.058,0.529,0.529,
2066,0.966,0.966,0.483,0.483,
2067,0.938,0.938,0.469,0.469,
2068,0.922,0.922,0.461,0.461,
2069,1.01,1.01,0.505,0.505,
2070,1.312,1.312,0.656,0.656,
2071,1.792,1.792,0.896,0.896,
2072,1.626,1.28052,0.771822,0.508694,
2073,1.412,-0.74908,-0.2858,-0.46328,
2074,1.43,-0.2467,-0.0545,-0.1922,
2075,1.448,-2.25316,-0.9746,-1.27856,
2076,1.4,-3.2575,-1.4375,-1.82,
2077,1.382,-3.97102,-1.7657,-2.20532,
2078,1.356,-1.01622,-0.4107,-0.60552,
2079,1.408,-5.78318,-2.5963,-3.18688,
2080,1.584,-3.59514,-1.5849,-2.01024,
2081,1.996,-0.142209,0,-0.142209,
2082,2.548,2.548,1.274,1.274,
2083,3.024,3.024,1.512,1.512,
2084,3.288,9.888,4.944,4.944,
2085,3.012,9.612,4.806,4.806,
2086,2.444,9.044,4.522,4.522,
2087,1.87,7.462,3.66658,3.79542,
2088,1.274,1.274,0.637,0.637,
2089,1.058,1.058,0.529,0.529,
2090,0.966,0.966,0.483,0.483,
2091,0.938,0.938,0.469,0.469,
2092,0.922,0.922,0.461,0.461,
2093,1.01,1.01,0.505,0.505,
2094,1.324,1.27135,0.656387,0.61496,
2095,1.792,-0.26972,-0.0502,-0.21952,
2096,1.626,-2.94456,-1.2846,-1.65996,
2097,1.412,-5.419,-2.429,-2.99,
2098,1.43,-7.3261,-3.3035,-4.0226,
2099,1.448,-8.56252,-3.8702,-4.69232,
2100,1.4,-8.80924,-3.9854,-4.82384,
2101,1.382,-8.96386,-4.0571,-4.90676,
2102,1.356,-7.8348,-3.54,-4.2948,
2103,1.52,-5.7457,-2.5745,-3.1712,
2104,1.834,-3.41966,-1.4941,-1.92556,
2105,2.388,0,0,0,
2106,2.752,2.752,1.376,1.376,
2107,3.024,3.024,1.512,1.512,
2108,3.288,9.888,4.944,4.944,
2109,3.012,9.612,4.806,4.806,
2110,2.444,9.044,4.522,4.522,
2111,1.87,7.462,3.66658,3.79542,
2112,1.288,1.288,0.644,0.644,
2113,1.066,1.066,0.533,0.533,
2114,0.97,0.97,0.485,0.485,
2115,0.94,0.94,0.47,0.47,
2116,0.928,0.928,0.464,0.464,
2117,1.018,1.018,0.509,0.509,
2118,1.334,1.334,0.667,0.667,
2119,1.836,1.00234,0.644719,0.357621,
2120,1.692,-1.83528,-0.7728,-1.06248,
2121,1.504,-4.63148,-2.0638,-2.56768,
2122,1.532,-7.0378,-3.167,-3.8708,
2123,1.552,-8.65724,-3.9094,-4.74784,
2124,1.496,-8.72566,-3.9431,-4.78256,
2125,1.576,-8.57114,-3.8689,-4.70224,
2126,1.722,-4.4259,-1.9605,-2.4654,
2127,2.016,-5.08824,-2.2524,-2.83584,
2128,2.08,0,0,0,
2129,2.412,1.206,0,1.206,
2130,2.986,2.986,1.493,1.493,
2131,3.414,3.414,1.707,1.707,
2132,3.584,10.184,5.092,5.092,
2133,3.214,9.814,4.907,4.907,
2134,2.502,9.102,4.551,4.551,
2135,1.902,7.494,3.68258,3.81142,
2136,1.288,1.288,0.644,0.644,
2137,1.066,1.066,0.533,0.533,
2138,0.97,0.97,0.485,0.485,
2139,0.94,0.94,0.47,0.47,
2140,0.928,0.928,0.464,0.464,
2141,1.018,1.018,0.509,0.509,
2142,1.342,1.26136,0.671,0.59036,
2143,1.836,0.411569,0.676289,-0.26472,
2144,1.692,-2.80404,-1.2174,-1.58664,
2145,1.504,-5.27732,-2.3602,-2.91712,
2146,1.532,-4.62832,-2.0612,-2.56712,
2147,1.552,-1.0562,-0.421,-0.6352,
2148,1.496,-7.90594,-3.5669,-4.33904,
2149,1.47,-0.15702,-0.0117,-0.14532,
2150,1.43,-0.04798,0.0367,-0.08468,
2151,1.486,-1.85498,-0.7903,-1.06468,
2152,1.656,-2.20662,-0.9447,-1.26192,
2153,2.068,-0.142,0,-0.142,
2154,2.616,2.616,1.308,1.308,
2155,3.094,3.094,1.547,1.547,
2156,3.358,9.958,4.979,4.979,
2157,3.084,9.684,4.842,4.842,
2158,2.502,9.102,4.551,4.551,
2159,1.908,7.5,3.68558,3.81442,
2160,1.298,1.298,0.649,0.649,
2161,1.098,1.098,0.549,0.549,
2162,1.018,1.018,0.509,0.509,
2163,1.004,1.004,0.502,0.502,
2164,0.998,0.998,0.499,0.499,
2165,1.094,1.094,0.547,0.547,
2166,1.466,1.1588,0.613956,0.54484,
2167,1.954,-0.16982,0.0023,-0.17212,
2168,1.752,-2.99244,-1.3014,-1.69104,
2169,1.454,-5.46394,-2.4479,-3.01604,
2170,1.464,-7.23,-3.258,-3.972,
2171,1.454,-8.63104,-3.9014,-4.72964,
2172,1.406,-9.30004,-4.2104,-5.08964,
2173,1.388,-9.09448,-4.1168,-4.97768,
2174,1.36,-7.59482,-3.4297,-4.16512,
2175,1.4,-4.53676,-2.0246,-2.51216,
2176,1.524,-3.1956,-1.404,-1.7916,
2177,1.788,-0.07368,0,-0.07368,
2178,2.088,2.088,1.044,1.044,
2179,2.372,2.372,1.186,1.186,
2180,2.854,9.454,4.727,4.727,
2181,3.008,9.608,4.804,4.804,
2182,2.44,9.04,4.52,4.52,
2183,1.868,7.46,3.66558,3.79442,
2184,1.272,1.272,0.636,0.636,
2185,1.056,1.056,0.528,0.528,
2186,0.972,0.972,0.486,0.486,
2187,0.952,0.952,0.476,0.476,
2188,0.944,0.944,0.472,0.472,
2189,1.038,1.038,0.519,0.519,
2190,1.386,1.24377,0.671733,0.57204,
2191,1.898,1.5254,0.778,0.7474,
2192,1.72,0.7264,0.404,0.3224,
2193,1.458,-0.74034,-0.2799,-0.46044,
2194,1.482,-0.67908,-0.2508,-0.42828,
2195,1.486,0.26884,0.1844,0.08444,
2196,1.43,-3.14056,-1.3826,-1.75796,
2197,1.408,-1.65974,-0.7039,-0.95584,
2198,1.386,-1.13526,-0.4641,-0.67116,
2199,1.43,-2.63134,-1.1489,-1.48244,
2200,1.56,-0.6135,-0.2175,-0.396,
2201,1.856,0,0,0,
2202,2.136,2.136,1.068,1.068,
2203,2.42,2.42,1.21,1.21,
2204,2.916,9.516,4.758,4.758,
2205,3.088,9.688,4.844,4.844,
2206,2.538,9.138,4.569,4.569,
2207,1.984,7.576,3.72358,3.85242,
2208,1.414,1.414,0.707,0.707,
2209,1.218,1.218,0.609,0.609,
2210,1.138,1.138,0.569,0.569,
2211,1.126,1.126,0.563,0.563,
2212,1.122,1.122,0.561,0.561,
2213,1.216,1.216,0.608,0.608,
2214,1.586,1.586,0.793,0.793,
2215,2.054,0.69568,0.491878,0.203802,
2216,1.84,-3.14042,-1.3657,-1.77472,
2217,1.524,-5.69202,-2.5497,-3.14232,
2218,1.524,-7.62954,-3.4389,-4.19064,
2219,1.494,-8.82702,-3.9897,-4.83732,
2220,1.416,-9.15342,-4.1427,-5.01072,
2221,1.388,-9.05722,-4.0997,-4.95752,
2222,1.36,-7.75628,-3.5038,-4.25248,
2223,1.4,-6.39976,-2.8796,-3.52016,
2224,1.524,-2.31378,-0.9993,-1.31448,
2225,1.788,-0.195831,-0.0164539,-0.179377,
2226,2.088,2.088,1.044,1.044,
2227,2.372,2.372,1.186,1.186,
2228,2.854,9.454,4.727,4.727,
2229,3.008,9.608,4.804,4.804,
2230,2.44,9.04,4.52,4.52,
2231,1.874,7.466,3.66858,3.79742,
2232,1.302,1.302,0.651,0.651,
2233,1.106,1.106,0.553,0.553,
2234,1.042,1.042,0.521,0.521,
2235,1.038,1.038,0.519,0.519,
2236,1.044,1.044,0.522,0.522,
2237,1.138,1.138,0.569,0.569,
2238,1.502,1.1294,0.58,0.5494,
2239,1.982,-0.42748,-0.1148,-0.31268,
2240,1.77,-3.27252,-1.4292,-1.84332,
2241,1.468,-5.83496,-2.6176,-3.21736,
2242,1.452,-7.71396,-3.4806,-4.23336,
2243,1.454,-8.95396,-4.0496,-4.90436,
2244,1.406,-9.25036,-4.1876,-5.06276,
2245,1.388,-9.08206,-4.1111,-4.97096,
2246,1.36,-7.86806,-3.5551,-4.31296,
2247,1.4,-6.02716,-2.7086,-3.31856,
2248,1.524,-3.5061,-1.5465,-1.9596,
2249,1.788,-0.60906,-0.2061,-0.40296,
2250,2.088,2.088,1.044,1.044,
2251,2.372,2.372,1.186,1.186,
2252,2.854,9.454,4.727,4.727,
2253,3.008,9.608,4.804,4.804,
2254,2.44,9.04,4.52,4.52,
2255,1.868,7.46,3.66558,3.79442,
2256,1.272,1.272,0.636,0.636,
2257,1.056,1.056,0.528,0.528,
2258,0.964,0.964,0.482,0.482,
2259,0.94,0.94,0.47,0.47,
2260,0.948,0.948,0.474,0.474,
2261,1.054,1.054,0.527,0.527,
2262,1.41,0.98772,0.5112,0.47652,
2263,1.904,-0.61726,-0.2051,-0.41216,
2264,1.7,-3.42946,-1.5041,-1.92536,
2265,1.43,-5.9599,-2.6765,-3.2834,
2266,1.436,-7.86658,-3.5513,-4.31528,
2267,1.454,-9.00364,-4.0724,-4.93124,
2268,1.406,-9.36214,-4.2389,-5.12324,
2269,1.388,-9.18142,-4.1567,-5.02472,
2270,1.38,-7.98468,-3.6078,-4.37688,
2271,1.668,-5.75916,-2.5746,-3.18456,
2272,2.014,-3.09062,-1.3357,-1.75492,
2273,2.586,0,0,0,
2274,2.806,2.806,1.403,1.403,
2275,2.962,2.962,1.481,1.481,
2276,2.956,9.556,4.778,4.778,
2277,3.12,9.72,4.86,4.86,
2278,2.44,9.04,4.52,4.52,
2279,1.868,7.46,3.66558,3.79442,
2280,1.286,1.286,0.643,0.643,
2281,1.064,1.064,0.532,0.532,
2282,0.968,0.968,0.484,0.484,
2283,0.938,0.938,0.469,0.469,
2284,0.926,0.926,0.463,0.463,
2285,1.018,1.018,0.509,0.509,
2286,1.36,1.36,0.68,0.68,
2287,1.916,-0.204141,0.10433,-0.308471,
2288,1.756,-3.3983,-1.4875,-1.9108,
2289,1.52,-6.1183,-2.7455,-3.3728,
2290,1.59,-7.104,-3.195,-3.909,
2291,1.772,-9.02098,-4.0673,-4.95368,
2292,2.138,-8.71708,-3.9128,-4.80428,
2293,2.46,-8.37024,-3.7404,-4.62984,
2294,2.876,-6.7495,-2.9795,-3.77,
2295,3.322,-4.41566,-1.8901,-2.52556,
2296,3.542,-1.6744,-0.623,-1.0514,
2297,4.122,0,0,0,
2298,4.066,4.066,2.033,2.033,
2299,4.058,4.058,2.029,2.029,
2300,4.26,10.86,5.43,5.43,
2301,4.046,10.646,5.323,5.323,
2302,3.226,9.826,4.913,4.913,
