Time step,Grid total load,Grid net load,Strata 1 total load,Strata 2 total load,
6397,4.01,-4.21204,-1.7684,-2.44364,
6398,4.468,-2.82254,-1.1119,-1.71064,
6399,4.916,-0.69784,-0.1184,-0.57944,
6400,5.178,0,0,0,
6401,5.63,0,0,0,
6402,5.628,5.628,2.814,2.814,
6403,5.574,5.574,2.787,2.787,
6404,5.678,12.278,6.139,6.139,
6405,5.388,11.988,5.994,5.994,
6406,4.53,11.13,5.565,5.565,
6407,3.618,9.21,4.54058,4.66942,
6408,2.786,2.786,1.393,1.393,
6409,2.366,2.366,1.183,1.183,
6410,2.108,2.108,1.054,1.054,
6411,1.91,1.91,0.955,0.955,
6412,1.786,1.786,0.893,0.893,
6413,1.686,1.686,0.843,0.843,
6414,2.144,2.144,1.072,1.072,
6415,2.788,2.788,1.394,1.394,
6416,2.672,2.2258,1.336,0.889797,
6417,2.666,-3.60152,-1.23852,-2.363,
6418,3.282,-5.18844,-2.2464,-2.94204,
6419,3.664,-5.86214,-2.5399,-3.32224,
6420,4.074,-5.7378,-2.466,-3.2718,
6421,4.62,-4.6329,-1.9365,-2.6964,
6422,4.934,-2.71672,-1.0442,-1.67252,
6423,5.364,-0.35544,0,-0.35544,
6424,5.752,0,0,0,
6425,6.342,0,0,0,
6426,5.988,5.988,2.994,2.994,
6427,5.906,5.906,2.953,2.953,
6428,6.018,12.618,6.309,6.309,
6429,5.678,12.278,6.139,6.139,
6430,4.714,11.314,5.657,5.657,
6431,3.804,9.396,4.63358,4.76242,
6432,2.922,2.922,1.461,1.461,
6433,2.44,2.44,1.22,1.22,
6434,2.166,2.166,1.083,1.083,
6435,2.004,2.004,1.002,1.002,
6436,1.876,1.876,0.938,0.938,
6437,1.896,1.896,0.948,0.948,
6438,2.272,2.272,1.136,1.136,
6439,2.806,2.806,1.403,1.403,
6440,2.674,2.57867,1.337,1.24167,
6441,2.604,-2.88924,-0.629644,-2.2596,
6442,3.288,-5.04582,-2.1807,-2.86512,
6443,3.672,-5.66784,-2.4504,-3.21744,
6444,4.178,-5.45992,-2.3342,-3.12572,
6445,4.77,-3.81222,-1.5537,-2.25852,
6446,5.28,-2.20926,-0.7971,-1.41216,
6447,5.692,-0.1444,0,-0.1444,
6448,6.038,0,0,0,
6449,6.582,0,0,0,
6450,6.358,6.358,3.179,3.179,
6451,6.256,6.256,3.128,3.128,
6452,6.342,12.942,6.471,6.471,
6453,5.872,12.472,6.236,6.236,
6454,5.022,11.622,5.811,5.811,
6455,4.054,9.646,4.75858,4.88742,
6456,3.152,3.152,1.576,1.576,
6457,2.608,2.608,1.304,1.304,
6458,2.306,2.306,1.153,1.153,
6459,2.114,2.114,1.057,1.057,
6460,1.968,1.968,0.984,0.984,
6461,1.974,1.974,0.987,0.987,
6462,2.182,2.182,1.091,1.091,
6463,2.744,2.744,1.372,1.372,
6464,2.698,2.698,1.349,1.349,
6465,2.638,-2.08308,-0.0647333,-2.01834,
6466,3.39,-5.10528,-2.2038,-2.90148,
6467,3.832,-5.65688,-2.4388,-3.21808,
6468,4.37,-5.35486,-2.2781,-3.07676,
6469,4.924,-4.27922,-1.7617,-2.51752,
6470,5.44,-2.52122,-0.9337,-1.58752,
6471,5.98,-0.2692,0,-0.2692,
6472,6.294,0,0,0,
6473,6.952,0,0,0,
6474,6.588,6.588,3.294,3.294,
6475,6.462,6.462,3.231,3.231,
6476,6.404,13.004,6.502,6.502,
6477,5.816,12.416,6.208,6.208,
6478,4.886,11.486,5.743,5.743,
6479,3.952,9.544,4.70758,4.83642,
6480,3.078,3.078,1.539,1.539,
6481,2.59,2.59,1.295,1.295,
6482,2.3,2.3,1.15,1.15,
6483,2.078,2.078,1.039,1.039,
6484,1.94,1.94,0.97,0.97,
6485,1.916,1.916,0.958,0.958,
6486,2.31,2.31,1.155,1.155,
6487,2.986,2.986,1.493,1.493,
6488,2.81,2.81,1.405,1.405,
6489,2.734,0.604275,1.15288,-0.548603,
6490,3.462,-4.43712,-1.8942,-2.54292,
6491,3.88,-5.63372,-2.4262,-3.20752,
6492,4.52,-4.59628,-1.9238,-2.67248,
6493,5.054,-4.22374,-1.7309,-2.49284,
6494,5.634,-2.14092,-0.7512,-1.38972,
6495,6.146,-0.20636,0,-0.20636,
6496,6.544,0,0,0,
6497,7.134,0,0,0,
6498,6.77,6.77,3.385,3.385,
6499,6.546,6.546,3.273,3.273,
6500,6.436,13.036,6.518,6.518,
6501,6.14,12.74,6.37,6.37,
6502,5.194,11.794,5.897,5.897,
6503,4.176,9.768,4.81958,4.94842,
6504,3.082,3.082,1.541,1.541,
6505,2.648,2.648,1.324,1.324,
6506,2.388,2.388,1.194,1.194,
6507,2.218,2.218,1.109,1.109,
6508,2.132,2.132,1.066,1.066,
6509,2.126,2.126,1.063,1.063,
6510,2.466,2.466,1.233,1.233,
6511,3.07,3.07,1.535,1.535,
6512,3.002,3.002,1.501,1.501,
6513,3.118,-0.431288,0.7537,-1.18499,
6514,4.094,-4.37644,-1.8404,-2.53604,
6515,4.392,-5.1093,-2.1645,-2.9448,
6516,4.96,-4.7276,-1.966,-2.7616,
6517,5.63,-3.57322,-1.4087,-2.16452,
6518,6.084,-1.8648,-0.606,-1.2588,
6519,6.938,0,0,0,
6520,7.368,4.44089e-016,4.44089e-016,0,
6521,7.874,4.44089e-016,0,4.44089e-016,
6522,7.502,7.502,3.751,3.751,
6523,7.118,7.118,3.559,3.559,
6524,7.064,13.664,6.832,6.832,
6525,6.568,13.168,6.584,6.584,
6526,5.526,12.126,6.063,6.063,
6527,4.472,10.064,4.96758,5.09642,
6528,3.444,3.444,1.722,1.722,
6529,2.892,2.892,1.446,1.446,
6530,2.53,2.53,1.265,1.265,
6531,2.284,2.284,1.142,1.142,
6532,2.116,2.116,1.058,1.058,
6533,2.072,2.072,1.036,1.036,
6534,2.488,2.488,1.244,1.244,
6535,2.986,2.986,1.493,1.493,
6536,2.858,2.858,1.429,1.429,
6537,2.962,1.1354,1.481,-0.345602,
6538,3.764,-4.28237,-1.60821,-2.67416,
6539,3.994,-5.42036,-2.3236,-3.09676,
6540,4.462,-5.20076,-2.2036,-2.99716,
6541,4.998,-4.11828,-1.6848,-2.43348,
6542,5.38,-2.48186,-0.9181,-1.56376,
6543,5.732,-0.35288,0,-0.35288,
6544,6.14,0,0,0,
6545,6.758,0,0,0,
6546,6.462,6.462,3.231,3.231,
6547,6.284,6.284,3.142,3.142,
6548,6.458,13.058,6.529,6.529,
6549,5.966,12.566,6.283,6.283,
6550,4.988,11.588,5.794,5.794,
6551,4.024,9.616,4.74358,4.87242,
6552,3.07,3.07,1.535,1.535,
6553,2.602,2.602,1.301,1.301,
6554,2.27,2.27,1.135,1.135,
6555,2.042,2.042,1.021,1.021,
6556,1.852,1.852,0.926,0.926,
6557,1.856,1.856,0.928,0.928,
6558,2.162,2.162,1.081,1.081,
6559,2.874,2.874,1.437,1.437,
6560,2.72,2.72,1.36,1.36,
6561,2.576,-1.52641,0.0974,-1.62381,
6562,3.338,-5.07034,-2.1899,-2.88044,
6563,3.748,-5.6912,-2.458,-3.2332,
6564,4.33,-5.44454,-2.3209,-3.12364,
6565,4.876,-4.38932,-1.8142,-2.57512,
6566,5.21,-2.51524,-0.9404,-1.57484,
6567,5.914,-0.32236,0,-0.32236,
6568,6.508,0,0,0,
6569,7.158,0,0,0,
6570,6.71,6.71,3.355,3.355,
6571,6.608,6.608,3.304,3.304,
6572,6.41,13.01,6.505,6.505,
6573,5.856,12.456,6.228,6.228,
6574,4.756,11.356,5.678,5.678,
6575,3.786,9.378,4.62458,4.75342,
6576,2.852,2.852,1.426,1.426,
6577,2.344,2.344,1.172,1.172,
6578,2.004,2.004,1.002,1.002,
6579,1.844,1.844,0.922,0.922,
6580,0.972,0.972,0.486,0.486,
6581,1.03,1.03,0.515,0.515,
6582,1.36,1.36,0.68,0.68,
6583,2.006,2.006,1.003,1.003,
6584,2.3,2.3,1.15,1.15,
6585,2.308,-0.460261,0.638744,-1.09901,
6586,3.122,-3.99466,-1.7051,-2.28956,
6587,3.478,-5.26568,-2.2738,-2.99188,
6588,3.84,-4.92852,-2.1042,-2.82432,
6589,4.482,-4.75848,-1.9998,-2.75868,
6590,4.964,-2.87302,-1.1147,-1.75832,
6591,5.652,-1.02996,-0.2406,-0.78936,
6592,6.278,0,0,0,
6593,7.106,0,0,0,
6594,6.77,6.77,3.385,3.385,
6595,6.578,6.578,3.289,3.289,
6596,6.488,13.088,6.544,6.544,
6597,5.764,12.364,6.182,6.182,
6598,4.748,11.348,5.674,5.674,
6599,3.834,9.426,4.64858,4.77742,
6600,2.926,2.926,1.463,1.463,
6601,2.532,2.532,1.266,1.266,
6602,2.274,2.274,1.137,1.137,
6603,2.084,2.084,1.042,1.042,
6604,1.916,1.916,0.958,0.958,
6605,1.904,1.904,0.952,0.952,
6606,2.362,2.362,1.181,1.181,
6607,2.984,2.984,1.492,1.492,
6608,2.896,2.896,1.448,1.448,
6609,2.81,1.44808,1.405,0.04308,
6610,3.024,-0.896451,-0.278211,-0.61824,
6611,3.256,-2.61866,-1.0681,-1.55056,
6612,3.546,-1.09908,-0.3588,-0.74028,
6613,3.46,-1.52042,-0.5557,-0.96472,
6614,3.826,1.54072,0.8642,0.67652,
6615,3.704,-2.22045e-016,-2.22045e-016,0,
6616,3.702,0,0,0,
6617,4.284,0,0,0,
6618,4.396,4.396,2.198,2.198,
6619,4.542,4.542,2.271,2.271,
6620,4.884,11.484,5.742,5.742,
6621,4.432,11.032,5.516,5.516,
6622,3.73,10.33,5.165,5.165,
6623,2.998,8.59,4.23058,4.35942,
6624,2.248,2.248,1.124,1.124,
6625,1.938,1.938,0.969,0.969,
6626,1.758,1.758,0.879,0.879,
6627,1.666,1.666,0.833,0.833,
6628,1.616,1.616,0.808,0.808,
6629,1.722,1.722,0.861,0.861,
6630,2.092,2.092,1.046,1.046,
6631,2.792,2.792,1.396,1.396,
6632,2.578,2.578,1.289,1.289,
6633,2.134,2.134,1.067,1.067,
6634,2.146,2.146,1.073,1.073,
6635,2.338,1.49676,1.169,0.327757,
6636,2.452,1.27559,0.862711,0.41288,
6637,2.42,0.60668,0.3778,0.22888,
6638,2.434,0.98086,0.5501,0.43076,
6639,2.462,0,0,0,
6640,2.632,0,0,0,
6641,2.966,0,0,0,
6642,3.556,3.556,1.778,1.778,
6643,3.978,3.978,1.989,1.989,
6644,4.32,10.92,5.46,5.46,
6645,3.992,10.592,5.296,5.296,
6646,3.314,9.914,4.957,4.957,
6647,2.616,8.208,4.03958,4.16842,
6648,1.89,1.89,0.945,0.945,
6649,1.58,1.58,0.79,0.79,
6650,1.428,1.428,0.714,0.714,
6651,1.358,1.358,0.679,0.679,
6652,1.322,1.322,0.661,0.661,
6653,1.412,1.412,0.706,0.706,
6654,1.798,1.798,0.899,0.899,
6655,2.618,2.618,1.309,1.309,
6656,2.446,2.446,1.223,1.223,
6657,2.148,-1.14977,-0.0576556,-1.09211,
6658,2.696,-4.34614,-1.8839,-2.46224,
6659,2.982,-2.7933,-1.1595,-1.6338,
6660,3.118,-7.2527,-3.2005,-4.0522,
6661,3.726,-4.7196,-2.013,-2.7066,
6662,4.114,-2.0339,-0.7645,-1.2694,
6663,4.38,-1.01028,-0.2838,-0.72648,
6664,4.692,0,0,0,
6665,5.042,0,0,0,
6666,4.72,4.72,2.36,2.36,
6667,5.018,5.018,2.509,2.509,
6668,5.148,11.748,5.874,5.874,
6669,4.588,11.188,5.594,5.594,
6670,3.768,10.368,5.184,5.184,
6671,2.902,8.494,4.18258,4.31142,
6672,2.07,2.07,1.035,1.035,
6673,1.682,1.682,0.841,0.841,
6674,1.426,1.426,0.713,0.713,
6675,1.31,1.31,0.655,0.655,
6676,1.226,1.226,0.613,0.613,
6677,1.26,1.26,0.63,0.63,
6678,1.59,1.59,0.795,0.795,
6679,2.422,2.422,1.211,1.211,
6680,2.312,2.312,1.156,1.156,
6681,2.142,-1.57623,-0.169956,-1.40627,
6682,2.6,-4.6657,-2.0345,-2.6312,
6683,2.954,-5.90146,-2.5871,-3.31436,
6684,3.328,-5.78828,-2.5198,-3.26848,
6685,3.748,-4.8218,-2.059,-2.7628,
6686,4.232,-2.94676,-1.1786,-1.76816,
6687,4.548,-0.87954,-0.2169,-0.66264,
6688,5.074,0,0,0,
6689,5.646,-4.44089e-016,0,-4.44089e-016,
6690,5.612,5.612,2.806,2.806,
6691,5.73,5.73,2.865,2.865,
6692,5.846,12.446,6.223,6.223,
6693,5.148,11.748,5.874,5.874,
6694,4.234,10.834,5.417,5.417,
6695,3.296,8.888,4.37958,4.50842,
6696,2.384,2.384,1.192,1.192,
6697,1.648,1.648,0.824,0.824,
6698,1.17,1.17,0.585,0.585,
6699,0.902,0.902,0.451,0.451,
6700,0.886,0.886,0.443,0.443,
6701,0.98,0.98,0.49,0.49,
6702,1.36,1.36,0.68,0.68,
6703,2.006,2.006,1.003,1.003,
6704,1.844,1.844,0.922,0.922,
6705,1.95,-1.76205,-0.219778,-1.54227,
6706,2.568,-5.0703,-2.2215,-2.8488,
6707,2.938,-5.84294,-2.5609,-3.28204,
6708,3.418,-5.79764,-2.5204,-3.27724,
6709,4.032,-4.94766,-2.1051,-2.84256,
6710,4.574,-2.70412,-1.0532,-1.65092,
6711,4.904,-0.54838,-0.0503,-0.49808,
6712,5.344,0,0,0,
6713,5.9,0,0,0,
6714,5.856,5.856,2.928,2.928,
6715,5.928,5.928,2.964,2.964,
6716,5.878,12.478,6.239,6.239,
6717,5.234,11.834,5.917,5.917,
6718,4.29,10.89,5.445,5.445,
6719,3.36,8.952,4.41158,4.54042,
6720,2.462,2.462,1.231,1.231,
6721,2.008,2.008,1.004,1.004,
6722,1.74,1.74,0.87,0.87,
6723,1.532,1.532,0.766,0.766,
6724,1.398,1.398,0.699,0.699,
6725,1.45,1.45,0.725,0.725,
6726,1.734,1.734,0.867,0.867,
6727,2.506,2.506,1.253,1.253,
6728,2.422,2.422,1.211,1.211,
6729,2.386,-1.22937,0.0676667,-1.29704,
6730,3.186,-4.75038,-2.0493,-2.70108,
6731,3.61,-5.41934,-2.3389,-3.08044,
6732,4.274,-4.82986,-2.0411,-2.78876,
6733,4.886,-4.01914,-1.6439,-2.37524,
6734,5.498,-1.99126,-0.6881,-1.30316,
6735,5.918,0,0,0,
6736,6.122,0,0,0,
6737,6.594,0,0,0,
6738,6.396,6.396,3.198,3.198,
6739,6.348,6.348,3.174,3.174,
6740,6.162,12.762,6.381,6.381,
6741,5.484,12.084,6.042,6.042,
6742,4.45,11.05,5.525,5.525,
6743,3.5,9.092,4.48158,4.61042,
6744,2.594,2.594,1.297,1.297,
6745,2.034,2.034,1.017,1.017,
6746,1.538,1.538,0.769,0.769,
6747,1.214,1.214,0.607,0.607,
6748,1.028,1.028,0.514,0.514,
6749,1.006,1.006,0.503,0.503,
6750,1.388,1.388,0.694,0.694,
6751,2.006,2.006,1.003,1.003,
6752,2.218,2.218,1.109,1.109,
6753,2.456,0.687742,1.228,-0.540258,
6754,3.238,-4.65471,-1.93931,-2.7154,
6755,3.618,-5.4486,-2.352,-3.0966,
6756,4.198,-4.90586,-2.0791,-2.82676,
6757,4.792,-4.10072,-1.6852,-2.41552,
6758,5.43,-2.10894,-0.7449,-1.36404,
6759,6.034,0,0,0,
6760,6.24,0,0,0,
6761,6.884,-4.44089e-016,-4.44089e-016,0,
6762,6.432,6.432,3.216,3.216,
6763,6.306,6.306,3.153,3.153,
6764,6.052,12.652,6.326,6.326,
6765,5.304,11.904,5.952,5.952,
6766,4.398,10.998,5.499,5.499,
6767,3.462,9.054,4.46258,4.59142,
6768,2.538,2.538,1.269,1.269,
6769,2.108,2.108,1.054,1.054,
6770,1.822,1.822,0.911,0.911,
6771,1.66,1.66,0.83,0.83,
6772,1.538,1.538,0.769,0.769,
6773,1.548,1.548,0.774,0.774,
6774,1.888,1.888,0.944,0.944,
6775,2.622,2.622,1.311,1.311,
6776,2.59,2.59,1.295,1.295,
6777,2.452,1.16107,1.226,-0.064931,
6778,3.124,-4.29126,-1.5323,-2.75896,
6779,3.6,-5.37966,-2.3211,-3.05856,
6780,4.302,-4.8267,-2.0385,-2.7882,
6781,5.042,-3.68926,-1.4861,-2.20316,
6782,5.628,-1.79916,-0.5946,-1.20456,
6783,6.336,0,0,0,
6784,6.622,0,0,0,
6785,7.324,0,0,0,
6786,6.852,6.852,3.426,3.426,
6787,6.678,6.678,3.339,3.339,
6788,6.46,13.06,6.53,6.53,
6789,5.644,12.244,6.122,6.122,
6790,4.64,11.24,5.62,5.62,
6791,3.678,9.27,4.57058,4.69942,
6792,2.73,2.73,1.365,1.365,
6793,2.278,2.278,1.139,1.139,
6794,1.976,1.976,0.988,0.988,
6795,1.796,1.796,0.898,0.898,
6796,1.286,1.286,0.643,0.643,
6797,1.58,1.58,0.79,0.79,
6798,1.6,1.6,0.8,0.8,
6799,2.152,2.152,1.076,1.076,
6800,2.166,2.166,1.083,1.083,
6801,2.45,2.45,1.225,1.225,
6802,3.142,-2.85215,-0.223722,-2.62843,
6803,3.618,-5.41134,-2.3349,-3.07644,
6804,4.122,-5.27994,-2.2539,-3.02604,
6805,4.976,-3.2212,-1.274,-1.9472,
6806,5.708,-0.05488,0.2092,-0.26408,
6807,5.986,0,0,0,
6808,6.204,0,0,0,
6809,6.688,0,0,0,
6810,6.458,6.458,3.229,3.229,
6811,6.354,6.354,3.177,3.177,
6812,6.218,12.818,6.409,6.409,
6813,5.534,12.134,6.067,6.067,
6814,4.512,11.112,5.556,5.556,
6815,3.62,9.212,4.54158,4.67042,
6816,2.65,2.65,1.325,1.325,
6817,2.254,2.254,1.127,1.127,
6818,1.952,1.952,0.976,0.976,
6819,1.784,1.784,0.892,0.892,
6820,1.664,1.664,0.832,0.832,
6821,1.678,1.678,0.839,0.839,
6822,2.024,2.024,1.012,1.012,
6823,2.768,2.768,1.384,1.384,
6824,2.706,2.706,1.353,1.353,
6825,2.62,2.62,1.31,1.31,
6826,3.336,-1.50956,0.339044,-1.8486,
6827,3.744,-4.03092,-1.6962,-2.33472,
6828,4.224,-4.70598,-1.9863,-2.71968,
6829,4.822,-2.3816,-0.895,-1.4866,
6830,5.32,-1.7594,-0.589,-1.1704,
6831,6.144,0,0,0,
6832,6.324,4.44089e-016,4.44089e-016,0,
6833,6.912,0,0,0,
6834,6.598,6.598,3.299,3.299,
6835,6.502,6.502,3.251,3.251,
6836,6.334,12.934,6.467,6.467,
6837,5.586,12.186,6.093,6.093,
6838,4.598,11.198,5.599,5.599,
6839,3.628,9.22,4.54558,4.67442,
6840,2.67,2.67,1.335,1.335,
6841,2.232,2.232,1.116,1.116,
6842,1.926,1.926,0.963,0.963,
6843,1.706,1.706,0.853,0.853,
6844,1.568,1.568,0.784,0.784,
6845,1.596,1.596,0.798,0.798,
6846,1.904,1.904,0.952,0.952,
6847,2.688,2.688,1.344,1.344,
6848,2.59,2.59,1.295,1.295,
6849,2.616,2.616,1.308,1.308,
6850,3.27,-2.14776,0.0649667,-2.21272,
6851,3.724,-4.62224,-1.9684,-2.65384,
6852,4.314,-4.46694,-1.8729,-2.59404,
6853,5.014,-3.15836,-1.2436,-1.91476,
6854,5.742,-0.14508,0.1692,-0.31428,
6855,6.258,0,0,0,
6856,6.644,0,0,0,
6857,7.014,0,0,0,
6858,6.782,6.782,3.391,3.391,
6859,6.576,6.576,3.288,3.288,
6860,6.39,12.99,6.495,6.495,
6861,5.704,12.304,6.152,6.152,
6862,4.756,11.356,5.678,5.678,
6863,3.868,9.46,4.66558,4.79442,
6864,2.866,2.866,1.433,1.433,
6865,2.332,2.332,1.166,1.166,
6866,2.024,2.024,1.012,1.012,
6867,1.84,1.84,0.92,0.92,
6868,1.424,1.424,0.712,0.712,
6869,1.394,1.394,0.697,0.697,
6870,1.36,1.36,0.68,0.68,
6871,2.014,2.014,1.007,1.007,
6872,2.396,2.396,1.198,1.198,
6873,2.516,2.35402,1.258,1.09602,
6874,3.232,-2.99142,-0.373822,-2.6176,
6875,3.792,-5.03862,-2.1567,-2.88192,
6876,4.4,-4.67902,-1.9667,-2.71232,
6877,4.94,-3.61738,-1.4573,-2.16008,
6878,5.578,-1.61318,-0.5113,-1.10188,
6879,6.092,0,0,0,
6880,6.322,0,0,0,
6881,6.724,0,0,0,
6882,6.386,6.386,3.193,3.193,
6883,6.234,6.234,3.117,3.117,
6884,6.066,12.666,6.333,6.333,
6885,5.418,12.018,6.009,6.009,
6886,4.446,11.046,5.523,5.523,
6887,3.52,9.112,4.49158,4.62042,
6888,2.576,2.576,1.288,1.288,
6889,2.108,2.108,1.054,1.054,
6890,1.814,1.814,0.907,0.907,
6891,1.596,1.596,0.798,0.798,
6892,1.482,1.482,0.741,0.741,
6893,1.504,1.504,0.752,0.752,
6894,1.788,1.788,0.894,0.894,
6895,2.516,2.516,1.258,1.258,
6896,2.354,2.354,1.177,1.177,
6897,2.218,2.218,1.109,1.109,
6898,2.39,-3.01213,-0.382178,-2.62995,
6899,2.914,-5.64338,-2.4703,-3.17308,
6900,3.27,-5.59788,-2.4348,-3.16308,
6901,3.684,-4.67466,-1.9941,-2.68056,
6902,4.154,-2.81362,-1.1207,-1.69292,
6903,4.496,-0.38624,0,-0.38624,
6904,4.736,0,0,0,
6905,5.134,0,0,0,
6906,5.152,5.152,2.576,2.576,
6907,5.202,5.202,2.601,2.601,
6908,5.27,11.87,5.935,5.935,
6909,4.716,11.316,5.658,5.658,
6910,3.872,10.472,5.236,5.236,
6911,3.028,8.62,4.24558,4.37442,
6912,2.164,2.164,1.082,1.082,
6913,1.28,1.28,0.64,0.64,
6914,0.98,0.98,0.49,0.49,
6915,0.902,0.902,0.451,0.451,
6916,0.886,0.886,0.443,0.443,
6917,0.98,0.98,0.49,0.49,
6918,1.36,1.36,0.68,0.68,
6919,2.006,2.006,1.003,1.003,
6920,1.844,1.844,0.922,0.922,
6921,1.482,-1.96557,-0.363689,-1.60188,
6922,1.832,-5.71936,-2.5496,-3.16976,
6923,2.44,-5.99318,-2.6503,-3.34288,
6924,2.974,-5.58338,-2.4403,-3.14308,
6925,3.476,-4.46038,-1.9043,-2.55608,
6926,3.964,-2.66828,-1.0618,-1.60648,
6927,4.348,-0.30568,0,-0.30568,
6928,4.618,0,0,0,
6929,5.17,0,0,0,
6930,5.078,5.078,2.539,2.539,
6931,5.15,5.15,2.575,2.575,
6932,5.164,11.764,5.882,5.882,
6933,4.664,11.264,5.632,5.632,
6934,3.74,10.34,5.17,5.17,
6935,2.748,8.34,4.10558,4.23442,
6936,1.546,1.546,0.773,0.773,
6937,1.608,1.608,0.804,0.804,
6938,1.396,1.396,0.698,0.698,
6939,1.218,1.218,0.609,0.609,
6940,1.112,1.112,0.556,0.556,
6941,1.178,1.178,0.589,0.589,
6942,1.388,1.388,0.694,0.694,
6943,2.18,2.18,1.09,1.09,
6944,2.086,2.086,1.043,1.043,
6945,1.852,-1.16078,0.052,-1.21278,
6946,2.29,-5.17442,-2.2807,-2.89372,
6947,2.7,-5.69592,-2.5032,-3.19272,
6948,3.058,-5.61116,-2.4496,-3.16156,
6949,3.786,-4.4112,-1.869,-2.5422,
6950,4.176,-2.61774,-1.0299,-1.58784,
6951,4.664,-0.2552,0,-0.2552,
6952,5.158,0,0,0,
6953,5.574,0,0,0,
6954,5.45,5.45,2.725,2.725,
6955,5.45,5.45,2.725,2.725,
6956,5.366,11.966,5.983,5.983,
6957,4.758,11.358,5.679,5.679,
6958,3.896,10.496,5.248,5.248,
6959,3.046,8.638,4.25458,4.38342,
6960,2.236,2.236,1.118,1.118,
6961,1.282,1.282,0.641,0.641,
6962,0.996,0.996,0.498,0.498,
6963,0.902,0.902,0.451,0.451,
6964,0.886,0.886,0.443,0.443,
6965,0.98,0.98,0.49,0.49,
6966,1.36,1.36,0.68,0.68,
6967,2.006,2.006,1.003,1.003,
6968,1.844,1.844,0.922,0.922,
6969,2.032,-0.36023,0.512667,-0.872897,
6970,2.654,-5.00914,-2.1899,-2.81924,
6971,3.046,-5.00216,-2.1706,-2.83156,
6972,3.454,-5.31452,-2.2972,-3.01732,
6973,3.91,-4.58528,-1.9438,-2.64148,
6974,4.324,-2.76782,-1.0927,-1.67512,
6975,4.752,-0.31872,0,-0.31872,
6976,5.028,0,0,0,
6977,5.438,0,0,0,
6978,5.392,5.392,2.696,2.696,
6979,5.418,5.418,2.709,2.709,
6980,5.352,11.952,5.976,5.976,
6981,4.772,11.372,5.686,5.686,
6982,3.92,10.52,5.26,5.26,
6983,3.022,8.614,4.24258,4.37142,
6984,2.032,2.032,1.016,1.016,
6985,1.744,1.744,0.872,0.872,
6986,1.54,1.54,0.77,0.77,
6987,1.402,1.402,0.701,0.701,
6988,1.29,1.29,0.645,0.645,
6989,1.344,1.344,0.672,0.672,
6990,1.708,1.708,0.854,0.854,
6991,2.462,2.462,1.231,1.231,
6992,2.318,2.318,1.159,1.159,
6993,2.142,-0.336905,0.485878,-0.822783,
6994,2.532,-5.09388,-2.2338,-2.86008,
6995,2.916,-5.778,-2.532,-3.246,
6996,3.204,-4.90626,-2.1201,-2.78616,
6997,3.466,-3.93632,-1.6642,-2.27212,
6998,3.754,-1.90952,-0.7222,-1.18732,
6999,3.918,-0.56562,-0.0987,-0.46692,
7000,4.18,0,0,0,
7001,4.668,0,0,0,
7002,4.796,4.796,2.398,2.398,
7003,4.99,4.99,2.495,2.495,
7004,5.166,11.766,5.883,5.883,
7005,4.616,11.216,5.608,5.608,
7006,3.754,10.354,5.177,5.177,
7007,2.984,8.576,4.22358,4.35242,
7008,2.154,2.154,1.077,1.077,
7009,1.816,1.816,0.908,0.908,
7010,1.618,1.618,0.809,0.809,
7011,1.504,1.504,0.752,0.752,
7012,1.42,1.42,0.71,0.71,
7013,1.524,1.524,0.762,0.762,
7014,1.882,1.882,0.941,0.941,
7015,2.66,2.66,1.33,1.33,
7016,2.496,2.496,1.248,1.248,
7017,2.104,2.104,1.052,1.052,
7018,2.27,-1.23105,-0.0490778,-1.18197,
7019,2.714,-1.89382,-0.7577,-1.13612,
7020,2.834,-3.15244,-1.3304,-1.82204,
7021,3.216,-4.6707,-2.0115,-2.6592,
7022,3.626,-2.2114,-0.866,-1.3454,
7023,3.822,-0.525,-0.084,-0.441,
7024,4.004,0,0,0,
7025,4.364,0,0,0,
7026,4.478,4.478,2.239,2.239,
7027,4.69,4.69,2.345,2.345,
7028,4.83,11.43,5.715,5.715,
7029,4.368,10.968,5.484,5.484,
7030,3.566,10.166,5.083,5.083,
7031,2.788,8.38,4.12558,4.25442,
7032,1.952,1.952,0.976,0.976,
7033,1.022,1.022,0.511,0.511,
7034,0.928,0.928,0.464,0.464,
7035,0.902,0.902,0.451,0.451,
7036,0.886,0.886,0.443,0.443,
7037,0.98,0.98,0.49,0.49,
7038,1.36,1.36,0.68,0.68,
7039,2.006,2.006,1.003,1.003,
7040,1.844,1.844,0.922,0.922,
7041,1.482,1.21593,0.741,0.474925,
7042,1.472,-4.02922,-1.51274,-2.51648,
7043,1.944,-3.57048,-1.5588,-2.01168,
7044,2.274,-3.04176,-1.3026,-1.73916,
7045,2.57,-0.94486,-0.3281,-0.61676,
7046,2.74,0.90184,0.5264,0.37544,
7047,2.742,0,0,0,
7048,2.52,0,0,0,
7049,2.604,-2.22045e-016,-2.22045e-016,0,
7050,3.264,3.264,1.632,1.632,
7051,3.624,3.624,1.812,1.812,
7052,3.942,10.542,5.271,5.271,
7053,3.566,10.166,5.083,5.083,
7054,2.848,9.448,4.724,4.724,
7055,2.158,7.75,3.81058,3.93942,
7056,1.434,1.434,0.717,0.717,
7057,1.108,1.108,0.554,0.554,
7058,0.938,0.938,0.469,0.469,
7059,0.902,0.902,0.451,0.451,
