Time step,Load requested [kW],Load served [kW],SolarResource global horizontal radiation [W/m2],SolarResource direct horizontal radiation [W/m2],SolarResource diffuse horizontal radiation [W/m2],SolarResource clearness index [-],SolarPV incident radiation [kW/m2],SolarPV power output [kW],Converter input [kW],Converter output [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
184,0.948,0.948,187,18.6874,168.313,0.353795,187,1.122,1.122,1.0659,0,0,0,9.2971,0,10,100,0,0,0,
185,1.272,1.272,4,0.00710497,3.9929,0.019736,4,0.024,1.33895,1.272,1.31495,0,0,9.2971,1.31495,8.61392,86.1392,0,0,0,
186,1.66,1.66,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,0,0,
187,1.867,1.867,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,12,50,
188,1.83,1.83,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,3.3,15.135,63.0625,
189,1.596,1.596,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,3.3,18.27,76.125,
190,1.295,1.295,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,3.3,21.405,89.1875,
191,0.994,0.994,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,2.73158,24,100,
192,0.679,0.679,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,24,100,
193,0.566,0.566,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,24,100,
194,0.519,0.519,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,24,100,
195,0.504,0.504,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,24,100,
196,0.491,0.491,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,0,0,
197,0.544,0.544,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,0,0,
198,0.759,0.759,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,0,0,
199,1.08,1.08,0,0,0,0,0,0,0,0,0,1.46105,0,7.98215,0,8.61392,86.1392,0,0,0,
