Time step,Grid total load,Grid net load,S1 total load,S2 total load,
6648,33075,33075,14175,18900,
6649,27650,27650,11850,15800,
6650,24990,24990,10710,14280,
6651,23765,23765,10185,13580,
6652,23135,23135,9915,13220,
6653,24710,24710,10590,14120,
6654,31465,31465,13485,17980,
6655,45815,45815,19635,26180,
6656,42805,42805,18345,24460,
6657,37590,-22707.1,-864.833,-21842.2,
6658,47180,-77503.3,-28258.5,-49244.8,
6659,52185,-50068.5,-17392.5,-32676,
6660,54565,-129051,-48007.5,-81044,
6661,65205,-84327,-30195,-54132,
6662,71995,-36855.5,-11467.5,-25388,
6663,76650,-18786.6,-4257,-14529.6,
6664,82110,0,0,0,
6665,88235,0,0,0,
6666,82600,82600,35400,47200,
6667,87815,87815,37635,50180,
6668,90090,205590,88110,117480,
6669,80290,195790,83910,111880,
6670,65940,181440,77760,103680,
6671,50785,148967,62738.7,86228.3,
6672,36225,36225,15525,20700,
6673,29435,29435,12615,16820,
6674,24955,24955,10695,14260,
6675,22925,22925,9825,13100,
6676,21455,21455,9195,12260,
6677,22050,22050,9450,12600,
6678,27825,27825,11925,15900,
6679,42385,42385,18165,24220,
6680,40460,40460,17340,23120,
6681,37485,-30674.8,-2549.33,-28125.5,
6682,45500,-83141.5,-30517.5,-52624,
6683,51695,-105094,-38806.5,-66287.2,
6684,58240,-103167,-37797,-65369.6,
6685,65590,-86141,-30885,-55256,
6686,74060,-53042.2,-17679,-35363.2,
6687,79590,-16506.3,-3253.5,-13252.8,
6688,88795,0,0,0,
6689,98805,-8.88178e-012,0,-8.88178e-012,
6690,98210,98210,42090,56120,
6691,100275,100275,42975,57300,
6692,102305,217805,93345,124460,
6693,90090,205590,88110,117480,
6694,74095,189595,81255,108340,
6695,57680,155862,65693.7,90168.3,
6696,41720,41720,17880,23840,
6697,28840,28840,12360,16480,
6698,20475,20475,8775,11700,
6699,15785,15785,6765,9020,
6700,15505,15505,6645,8860,
6701,17150,17150,7350,9800,
6702,23800,23800,10200,13600,
6703,35105,35105,15045,20060,
6704,32270,32270,13830,18440,
6705,34125,-34142.2,-3296.67,-30845.5,
6706,44940,-90298.5,-33322.5,-56976,
6707,51415,-104054,-38413.5,-65640.8,
6708,59815,-103351,-37806,-65544.8,
6709,70560,-88427.7,-31576.5,-56851.2,
6710,80045,-48816.4,-15798,-33018.4,
6711,85820,-10716.1,-754.5,-9961.6,
6712,93520,0,0,0,
6713,103250,0,0,0,
6714,102480,102480,43920,58560,
6715,103740,103740,44460,59280,
6716,102865,218365,93585,124780,
6717,91595,207095,88755,118340,
6718,75075,190575,81675,108900,
6719,58800,156982,66173.7,90808.3,
6720,43085,43085,18465,24620,
6721,35140,35140,15060,20080,
6722,30450,30450,13050,17400,
6723,26810,26810,11490,15320,
6724,24465,24465,10485,13980,
6725,25375,25375,10875,14500,
6726,30345,30345,13005,17340,
6727,43855,43855,18795,25060,
6728,42385,42385,18165,24220,
6729,41755,-24925.8,1015,-25940.8,
6730,55755,-84761.1,-30739.5,-54021.6,
6731,63175,-96692.3,-35083.5,-61608.8,
6732,74795,-86391.7,-30616.5,-55775.2,
6733,85505,-72163.3,-24658.5,-47504.8,
6734,96215,-36384.7,-10321.5,-26063.2,
6735,103565,0,0,0,
6736,107135,0,0,0,
6737,115395,0,0,0,
6738,111930,111930,47970,63960,
6739,111090,111090,47610,63480,
6740,107835,223335,95715,127620,
6741,95970,211470,90630,120840,
6742,77875,193375,82875,110500,
6743,61250,159432,67223.7,92208.3,
6744,45395,45395,19455,25940,
6745,35595,35595,15255,20340,
6746,26915,26915,11535,15380,
6747,21245,21245,9105,12140,
6748,17990,17990,7710,10280,
6749,17605,17605,7545,10060,
6750,24290,24290,10410,13880,
6751,35105,35105,15045,20060,
6752,38815,38815,16635,22180,
6753,42980,7614.83,18420,-10805.2,
6754,56665,-83397.7,-29089.7,-54308,
6755,63315,-97212,-35280,-61932,
6756,73465,-87721.7,-31186.5,-56535.2,
6757,83860,-73588.4,-25278,-48310.4,
6758,95025,-38454.3,-11173.5,-27280.8,
6759,105595,0,0,0,
6760,109200,0,0,0,
6761,120470,-6.66134e-012,-6.66134e-012,0,
6762,112560,112560,48240,64320,
6763,110355,110355,47295,63060,
6764,105910,221410,94890,126520,
6765,92820,208320,89280,119040,
6766,76965,192465,82485,109980,
6767,60585,158767,66938.7,91828.3,
6768,44415,44415,19035,25380,
6769,36890,36890,15810,21080,
6770,31885,31885,13665,18220,
6771,29050,29050,12450,16600,
6772,26915,26915,11535,15380,
6773,27090,27090,11610,15480,
6774,33040,33040,14160,18880,
6775,45885,45885,19665,26220,
6776,45325,45325,19425,25900,
6777,42910,17091.4,18390,-1298.62,
6778,54670,-78163.7,-22984.5,-55179.2,
6779,63000,-95987.7,-34816.5,-61171.2,
6780,75285,-86341.5,-30577.5,-55764,
6781,88235,-66354.7,-22291.5,-44063.2,
6782,98490,-33010.2,-8919,-24091.2,
6783,110880,0,0,0,
6784,115885,0,0,0,
6785,128170,0,0,0,
6786,119910,119910,51390,68520,
6787,116865,116865,50085,66780,
6788,113050,228550,97950,130600,
6789,98770,214270,91830,122440,
6790,81200,196700,84300,112400,
6791,64365,162547,68558.7,93988.3,
6792,47775,47775,20475,27300,
6793,39865,39865,17085,22780,
6794,34580,34580,14820,19760,
6795,31430,31430,13470,17960,
6796,22505,22505,9645,12860,
6797,27650,27650,11850,15800,
6798,28000,28000,12000,16000,
6799,37660,37660,16140,21520,
6800,37905,37905,16245,21660,
6801,42875,42875,18375,24500,
6802,54985,-55924.4,-3355.83,-52568.6,
6803,63315,-96552.3,-35023.5,-61528.8,
6804,72135,-94329.3,-33808.5,-60520.8,
6805,87080,-58054,-19110,-38944,
6806,99890,-2143.6,3138,-5281.6,
6807,104755,0,0,0,
6808,108570,0,0,0,
6809,117040,0,0,0,
6810,113015,113015,48435,64580,
6811,111195,111195,47655,63540,
6812,108815,224315,96135,128180,
6813,96845,212345,91005,121340,
6814,78960,194460,83340,111120,
6815,63350,161532,68123.7,93408.3,
6816,46375,46375,19875,26500,
6817,39445,39445,16905,22540,
6818,34160,34160,14640,19520,
6819,31220,31220,13380,17840,
6820,29120,29120,12480,16640,
6821,29365,29365,12585,16780,
6822,35420,35420,15180,20240,
6823,48440,48440,20760,27680,
6824,47355,47355,20295,27060,
6825,45850,45850,19650,26200,
6826,58380,-31886.4,5085.67,-36972.1,
6827,65520,-72137.4,-25443,-46694.4,
6828,73920,-84188.1,-29794.5,-54393.6,
6829,84385,-43157,-13425,-29732,
6830,93100,-32243,-8835,-23408,
6831,107520,0,0,0,
6832,110670,6.66134e-012,6.66134e-012,0,
6833,120960,0,0,0,
6834,115465,115465,49485,65980,
6835,113785,113785,48765,65020,
6836,110845,226345,97005,129340,
6837,97755,213255,91395,121860,
6838,80465,195965,83985,111980,
6839,63490,161672,68183.7,93488.3,
6840,46725,46725,20025,26700,
6841,39060,39060,16740,22320,
6842,33705,33705,14445,19260,
6843,29855,29855,12795,17060,
6844,27440,27440,11760,15680,
6845,27930,27930,11970,15960,
6846,33320,33320,14280,19040,
6847,47040,47040,20160,26880,
6848,45325,45325,19425,25900,
6849,45780,45780,19620,26160,
6850,57225,-43279.9,974.5,-44254.4,
6851,65170,-82602.8,-29526,-53076.8,
6852,75495,-79974.3,-28093.5,-51880.8,
6853,87745,-56949.2,-18654,-38295.2,
6854,100485,-3747.6,2538,-6285.6,
6855,109515,0,0,0,
6856,116270,0,0,0,
6857,122745,0,0,0,
6858,118685,118685,50865,67820,
6859,115080,115080,49320,65760,
6860,111825,227325,97425,129900,
6861,99820,215320,92280,123040,
6862,83230,198730,85170,113560,
6863,67690,165872,69983.7,95888.3,
6864,50155,50155,21495,28660,
6865,40810,40810,17490,23320,
6866,35420,35420,15180,20240,
6867,32200,32200,13800,18400,
6868,24920,24920,10680,14240,
6869,24395,24395,10455,13940,
6870,23800,23800,10200,13600,
6871,35245,35245,15105,20140,
6872,41930,41930,17970,23960,
6873,44030,40790.4,18870,21920.4,
6874,56560,-57959.3,-5607.33,-52352,
6875,66360,-89988.9,-32350.5,-57638.4,
6876,77000,-83746.9,-29500.5,-54246.4,
6877,86450,-65061.1,-21859.5,-43201.6,
6878,97615,-29707.1,-7669.5,-22037.6,
6879,106610,0,0,0,
6880,110635,0,0,0,
6881,117670,0,0,0,
6882,111755,111755,47895,63860,
6883,109095,109095,46755,62340,
6884,106155,221655,94995,126660,
6885,94815,210315,90135,120180,
6886,77805,193305,82845,110460,
6887,61600,159782,67373.7,92408.3,
6888,45080,45080,19320,25760,
6889,36890,36890,15810,21080,
6890,31745,31745,13605,18140,
6891,27930,27930,11970,15960,
6892,25935,25935,11115,14820,
6893,26320,26320,11280,15040,
6894,31290,31290,13410,17880,
6895,44030,44030,18870,25160,
6896,41195,41195,17655,23540,
6897,38815,38815,16635,22180,
6898,41825,-58331.6,-5732.67,-52599,
6899,50995,-100516,-37054.5,-63461.6,
6900,57225,-99783.6,-36522,-63261.6,
6901,64470,-83522.7,-29911.5,-53611.2,
6902,72695,-50668.9,-16810.5,-33858.4,
6903,78680,-7724.8,0,-7724.8,
6904,82880,0,0,0,
6905,89845,0,0,0,
6906,90160,90160,38640,51520,
6907,91035,91035,39015,52020,
6908,92225,207725,89025,118700,
6909,82530,198030,84870,113160,
6910,67760,183260,78540,104720,
6911,52990,151172,63683.7,87488.3,
6912,37870,37870,16230,21640,
6913,22400,22400,9600,12800,
6914,17150,17150,7350,9800,
6915,15785,15785,6765,9020,
6916,15505,15505,6645,8860,
6917,17150,17150,7350,9800,
6918,23800,23800,10200,13600,
6919,35105,35105,15045,20060,
6920,32270,32270,13830,18440,
6921,25935,-37492.9,-5455.33,-32037.6,
6922,32060,-101639,-38244,-63395.2,
6923,42700,-106612,-39754.5,-66857.6,
6924,52045,-99466.1,-36604.5,-62861.6,
6925,60830,-79686.1,-28564.5,-51121.6,
6926,69370,-48056.6,-15927,-32129.6,
6927,76090,-6113.6,0,-6113.6,
6928,80815,0,0,0,
6929,90475,0,0,0,
6930,88865,88865,38085,50780,
6931,90125,90125,38625,51500,
6932,90370,205870,88230,117640,
6933,81620,197120,84480,112640,
6934,65450,180950,77550,103400,
6935,48090,146272,61583.7,84688.3,
6936,27055,27055,11595,15460,
6937,28140,28140,12060,16080,
6938,24430,24430,10470,13960,
6939,21315,21315,9135,12180,
6940,19460,19460,8340,11120,
6941,20615,20615,8835,11780,
6942,24290,24290,10410,13880,
6943,38150,38150,16350,21800,
6944,36505,36505,15645,20860,
6945,32410,-23475.6,780,-24255.6,
6946,40075,-92084.9,-34210.5,-57874.4,
6947,47250,-101402,-37548,-63854.4,
6948,53515,-99975.2,-36744,-63231.2,
6949,66255,-78879,-28035,-50844,
6950,73080,-47205.3,-15448.5,-31756.8,
6951,81620,-5104,0,-5104,
6952,90265,0,0,0,
6953,97545,0,0,0,
6954,95375,95375,40875,54500,
6955,95375,95375,40875,54500,
6956,93905,209405,89745,119660,
6957,83265,198765,85185,113580,
6958,68180,183680,78720,104960,
6959,53305,151487,63818.7,87668.3,
6960,39130,39130,16770,22360,
6961,22435,22435,9615,12820,
6962,17430,17430,7470,9960,
6963,15785,15785,6765,9020,
6964,15505,15505,6645,8860,
6965,17150,17150,7350,9800,
6966,23800,23800,10200,13600,
6967,35105,35105,15045,20060,
6968,32270,32270,13830,18440,
6969,35560,-9767.93,7690,-17457.9,
6970,46445,-89233.3,-32848.5,-56384.8,
6971,53305,-89190.2,-32559,-56631.2,
6972,60445,-94804.4,-34458,-60346.4,
6973,68425,-81986.6,-29157,-52829.6,
6974,75670,-49892.9,-16390.5,-33502.4,
6975,83160,-6374.4,0,-6374.4,
6976,87990,0,0,0,
6977,95165,0,0,0,
6978,94360,94360,40440,53920,
6979,94815,94815,40635,54180,
6980,93660,209160,89640,119520,
6981,83510,199010,85290,113720,
6982,68600,184100,78900,105200,
6983,52885,151067,63638.7,87428.3,
6984,35560,35560,15240,20320,
6985,30520,30520,13080,17440,
6986,26950,26950,11550,15400,
6987,24535,24535,10515,14020,
6988,22575,22575,9675,12900,
6989,23520,23520,10080,13440,
6990,29890,29890,12810,17080,
6991,43085,43085,18465,24620,
6992,40565,40565,17385,23180,
6993,37485,-9167.49,7288.17,-16455.7,
6994,44310,-90708.6,-33507,-57201.6,
6995,51030,-102900,-37980,-64920,
6996,56070,-87524.7,-31801.5,-55723.2,
6997,60655,-70405.4,-24963,-45442.4,
6998,65695,-34579.4,-10833,-23746.4,
6999,68565,-10818.9,-1480.5,-9338.4,
7000,73150,0,0,0,
7001,81690,0,0,0,
7002,83930,83930,35970,47960,
7003,87325,87325,37425,49900,
7004,90405,205905,88245,117660,
7005,80780,196280,84120,112160,
7006,65695,181195,77655,103540,
7007,52220,150402,63353.7,87048.3,
7008,37695,37695,16155,21540,
7009,31780,31780,13620,18160,
7010,28315,28315,12135,16180,
7011,26320,26320,11280,15040,
7012,24850,24850,10650,14200,
7013,26670,26670,11430,15240,
7014,32935,32935,14115,18820,
7015,46550,46550,19950,26600,
7016,43680,43680,18720,24960,
7017,36820,36820,15780,21040,
7018,39725,-24375.6,-736.167,-23639.4,
7019,47495,-34087.9,-11365.5,-22722.4,
7020,49595,-56396.8,-19956,-36440.8,
7021,56280,-83356.5,-30172.5,-53184,
7022,63455,-39898,-12990,-26908,
7023,66885,-10080,-1260,-8820,
7024,70070,0,0,0,
7025,76370,0,0,0,
7026,78365,78365,33585,44780,
7027,82075,82075,35175,46900,
7028,84525,200025,85725,114300,
7029,76440,191940,82260,109680,
7030,62405,177905,76245,101660,
7031,48790,146972,61883.7,85088.3,
7032,34160,34160,14640,19520,
7033,17885,17885,7665,10220,
7034,16240,16240,6960,9280,
7035,15785,15785,6765,9020,
7036,15505,15505,6645,8860,
7037,17150,17150,7350,9800,
7038,23800,23800,10200,13600,
7039,35105,35105,15045,20060,
7040,32270,32270,13830,18440,
7041,25935,20613.5,11115,9498.51,
7042,25760,-73020.8,-22691.2,-50329.6,
7043,34020,-63615.6,-23382,-40233.6,
7044,39795,-54322.2,-19539,-34783.2,
7045,44975,-17256.7,-4921.5,-12335.2,
7046,47950,15404.8,7896,7508.8,
7047,47985,0,0,0,
7048,44100,0,0,0,
7049,45570,-3.33067e-012,-3.33067e-012,0,
7050,57120,57120,24480,32640,
7051,63420,63420,27180,36240,
7052,68985,184485,79065,105420,
7053,62405,177905,76245,101660,
7054,49840,165340,70860,94480,
7055,37765,135947,57158.7,78788.3,
7056,25095,25095,10755,14340,
7057,19390,19390,8310,11080,
7058,16415,16415,7035,9380,
7059,15785,15785,6765,9020,
7060,15505,15505,6645,8860,
7061,17150,17150,7350,9800,
7062,23800,23800,10200,13600,
7063,35105,35105,15045,20060,
7064,32830,32830,14070,18760,
7065,29400,-41375.5,-8556.5,-32819,
7066,35735,-89168.2,-33249,-55919.2,
7067,43540,-95436.8,-35376,-60060.8,
7068,49595,-98177.8,-36201,-61976.8,
7069,56560,-81537.2,-29454,-52083.2,
7070,63105,-51902.7,-17671.5,-34231.2,
7071,70770,-7734.3,-193.5,-7540.8,
7072,74795,0,0,0,
7073,79520,0,0,0,
7074,82215,82215,35235,46980,
7075,86135,86135,36915,49220,
7076,88305,203805,87345,116460,
7077,79520,195020,83580,111440,
7078,65135,180635,77415,103220,
7079,50050,148232,62423.7,85808.3,
7080,35350,35350,15150,20200,
7081,18655,18655,7995,10660,
7082,23800,23800,10200,13600,
7083,22330,22330,9570,12760,
7084,20580,20580,8820,11760,
7085,21000,21000,9000,12000,
7086,26110,26110,11190,14920,
7087,40460,40460,17340,23120,
7088,32270,32270,13830,18440,
7089,25935,-36904.2,-6202.67,-30701.5,
7090,39095,-86687.8,-32151,-54536.8,
7091,47705,-96329.5,-35557.5,-60772,
7092,56980,-90133.1,-32779.5,-57353.6,
7093,64645,-71473.1,-25219.5,-46253.6,
7094,71295,-39534.6,-12537,-26997.6,
7095,79695,-424.8,0,-424.8,
7096,83650,0,0,0,
7097,90195,0,0,0,
7098,89810,89810,38490,51320,
7099,92225,92225,39525,52700,
7100,92575,208075,89175,118900,
7101,82320,197820,84780,113040,
7102,66500,182000,78000,104000,
7103,45010,143192,60263.7,82928.3,
7104,29120,29120,12480,16640,
7105,28455,28455,12195,16260,
7106,24605,24605,10545,14060,
7107,22435,22435,9615,12820,
7108,19495,19495,8355,11140,
7109,20090,20090,8610,11480,
7110,24220,24220,10380,13840,
7111,38850,38850,16650,22200,
7112,36715,36715,15735,20980,
7113,34685,-3761.25,11290.8,-15052.1,
7114,41265,-86057.1,-31819.5,-54237.6,
7115,49805,-94449.4,-34743,-59706.4,
7116,57435,-90117.9,-32755.5,-57362.4,
7117,66815,-70622.5,-24802.5,-45820,
7118,74795,-39772.9,-12490.5,-27282.4,
7119,83335,0,0,0,
7120,88200,0,0,0,
7121,93380,0,0,0,
7122,92120,92120,39480,52640,
7123,93415,93415,40035,53380,
7124,93485,208985,89565,119420,
7125,82950,198450,85050,113400,
7126,66955,182455,78195,104260,
7127,51870,150052,63203.7,86848.3,
7128,36645,36645,15705,20940,
7129,18725,18725,8025,10700,
7130,16240,16240,6960,9280,
7131,15785,15785,6765,9020,
7132,15505,15505,6645,8860,
7133,17150,17150,7350,9800,
7134,23800,23800,10200,13600,
7135,35105,35105,15045,20060,
7136,32270,32270,13830,18440,
7137,25935,21806.9,11115,10691.9,
7138,29610,-46672,-6472,-40200,
7139,38395,-81450.5,-30142.5,-51308,
7140,45990,-30755.1,-10129.5,-20625.6,
7141,49210,-4885.4,57,-4942.4,
7142,49875,-32147.7,-10516.5,-21631.2,
7143,55265,-1751.2,0,-1751.2,
7144,57225,0,0,0,
7145,62825,0,0,0,
7146,56105,56105,24045,32060,
7147,62965,62965,26985,35980,
7148,62895,178395,76455,101940,
7149,52920,168420,72180,96240,
7150,42035,157535,67515,90020,
7151,32060,130242,54713.7,75528.3,
7152,21630,21630,9270,12360,
7153,18025,18025,7725,10300,
7154,16345,16345,7005,9340,
7155,15820,15820,6780,9040,
7156,15610,15610,6690,8920,
7157,17290,17290,7410,9880,
7158,24185,24185,10365,13820,
7159,35840,35840,15360,20480,
7160,33425,33425,14325,19100,
7161,27545,-51942.1,-11871.7,-40070.5,
7162,27545,-97798,-36930,-60868,
7163,29855,-113520,-42951,-70568.8,
7164,35000,-112113,-42199.5,-69913.6,
7165,39935,-99701.5,-37177.5,-62524,
7166,45465,-68443.2,-24804,-43639.2,
7167,51765,-24100.5,-7312.5,-16788,
7168,54635,0,0,0,
7169,59220,0,0,0,
7170,64540,64540,27660,36880,
7171,69825,69825,29925,39900,
7172,73010,188510,80790,107720,
7173,65275,180775,77475,103300,
7174,51205,166705,71445,95260,
7175,37310,135492,56963.7,78528.3,
7176,23345,23345,10005,13340,
7177,21875,21875,9375,12500,
7178,16345,16345,7005,9340,
7179,15820,15820,6780,9040,
7180,15610,15610,6690,8920,
7181,17290,17290,7410,9880,
7182,24185,24185,10365,13820,
7183,35840,35840,15360,20480,
7184,33425,25205.5,14325,10880.5,
7185,27545,-68304.7,-23430.3,-44874.4,
7186,27545,-99557.2,-37614,-61943.2,
7187,33285,-111189,-41908.5,-69280.8,
7188,38185,-110247,-41347.5,-68900,
7189,43365,-92533.2,-34254,-58279.2,
7190,49350,-62579.1,-22369.5,-40209.6,
7191,50960,-27324.4,-8598,-18726.4,
7192,51450,0,0,0,
7193,54320,0,0,0,
7194,60970,60970,26130,34840,
7195,66080,66080,28320,37760,
7196,70105,185605,79545,106060,
7197,62090,177590,76110,101480,
7198,49210,164710,70590,94120,
7199,34860,133042,55913.7,77128.3,
7200,21630,21630,9270,12360,
7201,17885,17885,7665,10220,
7202,16240,16240,6960,9280,
7203,15785,15785,6765,9020,
7204,15505,15505,6645,8860,
7205,17150,17150,7350,9800,
7206,23800,23800,10200,13600,
7207,35105,35105,15045,20060,
7208,32270,19699.8,13789.7,5910.14,
7209,25935,-72360.3,-27103.5,-45256.8,
7210,25760,-102222,-38721,-63500.8,
7211,26040,-119754,-45526.5,-74227.2,
7212,36365,-113167,-42555,-70612,
7213,44170,-95686.4,-35448,-60238.4,
7214,51310,-63257.9,-22555.5,-40702.4,
7215,52990,-23975,-7215,-16760,
7216,52220,0,0,0,
7217,48370,0,0,0,
7218,49070,49070,21030,28040,
7219,54530,54530,23370,31160,
7220,59780,175280,75120,100160,
7221,51940,167440,71760,95680,
7222,42035,157535,67515,90020,
7223,32060,130242,54713.7,75528.3,
7224,21630,21630,9270,12360,
7225,17885,17885,7665,10220,
7226,16240,16240,6960,9280,
7227,15785,15785,6765,9020,
7228,15505,15505,6645,8860,
7229,17150,17150,7350,9800,
7230,23800,23800,10200,13600,
7231,35105,35105,15045,20060,
7232,32270,17195.7,12577,4618.74,
7233,25935,-65323.5,-24367.5,-40956,
7234,25760,-102002,-38635.5,-63366.4,
7235,31675,-113459,-42855,-70604,
7236,36820,-102816,-38512.5,-64304,
7237,43295,-97660.9,-36250.5,-61410.4,
7238,48545,-66682.6,-23997,-42685.6,
7239,49840,-27125,-8565,-18560,
7240,50680,0,0,0,
7241,51520,0,0,0,
7242,57435,57435,24615,32820,
7243,62790,62790,26910,35880,
7244,66325,181825,77925,103900,
7245,59150,174650,74850,99800,
7246,46655,162155,69495,92660,
7247,33495,131677,55328.7,76348.3,
7248,21630,21630,9270,12360,
7249,17885,17885,7665,10220,
7250,16240,16240,6960,9280,
7251,15785,15785,6765,9020,
7252,15505,15505,6645,8860,
7253,17150,17150,7350,9800,
7254,23800,23800,10200,13600,
7255,35105,35105,15045,20060,
7256,32270,19330.1,13486.2,5843.89,
7257,25935,-69501.6,-25992,-43509.6,
7258,25760,-97384,-36840,-60544,
7259,26040,-116895,-44415,-72480,
7260,28665,-112291,-42520.5,-69770.4,
7261,38430,-99007.5,-36967.5,-62040,
7262,43155,-64596,-23400,-41196,
7263,46620,-27926.1,-9004.5,-18921.6,
7264,45045,0,0,0,
7265,43540,0,0,0,
7266,44485,44485,19065,25420,
7267,50540,50540,21660,28880,
7268,56630,172130,73770,98360,
7269,51940,167440,71760,95680,
7270,42035,157535,67515,90020,
7271,32060,130242,54713.7,75528.3,
7272,21630,21630,9270,12360,
7273,17885,17885,7665,10220,
7274,16240,16240,6960,9280,
7275,15785,15785,6765,9020,
7276,15505,15505,6645,8860,
7277,17150,17150,7350,9800,
7278,23800,23800,10200,13600,
7279,35105,35105,15045,20060,
7280,32270,32270,13830,18440,
7281,25935,-24502.5,-4404.67,-20097.9,
7282,25760,-88148.2,-33249,-54899.2,
7283,32515,-102064,-38391,-63672.8,
7284,39585,-109067,-40833,-68234.4,
7285,46795,-71071.4,-25773,-45298.4,
7286,50470,-31992.5,-10432.5,-21560,
7287,50575,-6599,-555,-6044,
7288,52885,0,0,0,
7289,55685,0,0,0,
7290,62335,62335,26715,35620,
7291,68285,68285,29265,39020,
7292,72205,187705,80445,107260,
7293,65415,180915,77535,103380,
7294,52885,168385,72165,96220,
7295,40250,138432,58223.7,80208.3,
7296,21595,21595,9255,12340,
7297,17815,17815,7635,10180,
7298,16205,16205,6945,9260,
7299,15750,15750,6750,9000,
7300,15435,15435,6615,8820,
7301,17010,17010,7290,9720,
7302,22715,22715,9735,12980,
7303,32025,32025,13725,18300,
7304,30240,30240,12960,17280,
7305,25690,-37556.9,-8587.5,-28969.4,
7306,25830,-93355.8,-35271,-58084.8,
7307,35105,-96835,-36255,-60580,
7308,44765,-96630.7,-35791.5,-60839.2,
7309,49840,-82319.9,-30025.5,-52294.4,
7310,55370,-53260.6,-18507,-34753.6,
7311,56000,-19425.7,-5326.5,-14099.2,
7312,56035,0,0,0,
7313,56560,0,0,0,
7314,66430,66430,28470,37960,
7315,66990,66990,28710,38280,
7316,60620,176120,75480,100640,
7317,51870,167370,71730,95640,
7318,41965,157465,67485,89980,
7319,31990,130172,54683.7,75488.3,
7320,21840,21840,9360,12480,
7321,17955,17955,7695,10260,
7322,16275,16275,6975,9300,
7323,15785,15785,6765,9020,
7324,15540,15540,6660,8880,
7325,17150,17150,7350,9800,
7326,23100,23100,9900,13200,
7327,32760,32760,14040,18720,
7328,31395,31395,13455,17940,
7329,27265,-53317.2,-14488.8,-38828.3,
7330,27615,-66502.2,-24759,-41743.2,
7331,32900,-88484.8,-33096,-55388.8,
7332,35175,-78953.1,-29299.5,-49653.6,
7333,39130,-70820,-25980,-44840,
7334,43120,-58473.8,-21021,-37452.8,
7335,45465,-18086.1,-5224.5,-12861.6,
7336,48265,0,0,0,
7337,55265,0,0,0,
7338,68600,68600,29400,39200,
7339,71120,71120,30480,40640,
7340,66465,181965,77985,103980,
7341,57995,173495,74355,99140,
7342,45675,161175,69075,92100,
7343,32550,130732,54923.7,75808.3,
7344,21840,21840,9360,12480,
7345,17955,17955,7695,10260,
7346,16275,16275,6975,9300,
7347,15785,15785,6765,9020,
7348,15540,15540,6660,8880,
7349,17150,17150,7350,9800,
7350,23100,23100,9900,13200,
7351,32760,32760,14040,18720,
7352,31395,31395,13455,17940,
7353,27265,3465.66,7205.5,-3739.84,
7354,27615,-55287.3,-20398.5,-34888.8,
7355,28000,-26315.3,-9118.5,-17196.8,
7356,26985,-51079.5,-18787.5,-32292,
7357,29750,-74042.8,-27606,-46436.8,
7358,30030,-32641.5,-11497.5,-21144,
7359,31990,-670.4,0,-670.4,
7360,38570,0,0,0,
7361,47635,0,0,0,
7362,61180,61180,26220,34960,
7363,65625,65625,28125,37500,
7364,61845,177345,76005,101340,
7365,54950,170450,73050,97400,
7366,42980,158480,67920,90560,
7367,32550,130732,54923.7,75808.3,
7368,21595,21595,9255,12340,
7369,17815,17815,7635,10180,
7370,16205,16205,6945,9260,
7371,15750,15750,6750,9000,
7372,15435,15435,6615,8820,
7373,17010,17010,7290,9720,
7374,22715,22715,9735,12980,
7375,32025,32025,13725,18300,
7376,30240,30157,12960,17197,
7377,25690,-50682.2,-13618.2,-37064,
7378,25830,-86978.7,-32791.5,-54187.2,
7379,26145,-104256,-39496.5,-64759.2,
7380,25305,-107295,-40711.5,-66583.2,
7381,30730,-81419,-30435,-50984,
7382,37975,-56142.2,-20319,-35823.2,
7383,38290,-23721.8,-7701,-16020.8,
7384,43505,0,0,0,
7385,48755,0,0,0,
7386,61810,61810,26490,35320,
7387,63525,63525,27225,36300,
7388,57750,173250,74250,99000,
7389,51870,167370,71730,95640,
7390,41965,157465,67485,89980,
7391,31990,130172,54683.7,75488.3,
7392,21595,21595,9255,12340,
7393,17815,17815,7635,10180,
7394,16205,16205,6945,9260,
7395,15750,15750,6750,9000,
7396,15435,15435,6615,8820,
7397,17010,17010,7290,9720,
7398,22715,22715,9735,12980,
7399,32025,32025,13725,18300,
7400,30240,22888.2,12960,9928.16,
7401,25690,-65281.3,-22975.7,-42305.6,
7402,26565,-93280.5,-35212.5,-58068,
7403,33915,-102423,-38475,-63948,
7404,39480,-99716.7,-37201.5,-62515.2,
7405,45255,-83606.4,-30708,-52898.4,
7406,51415,-54137,-19005,-35132,
7407,54670,-17017.4,-4443,-12574.4,
7408,57995,0,0,0,
7409,65520,0,0,0,
7410,75565,75565,32385,43180,
7411,76055,76055,32595,43460,
7412,69930,185430,79470,105960,
7413,60865,176365,75585,100780,
7414,47740,163240,69960,93280,
7415,34440,132622,55733.7,76888.3,
7416,21595,21595,9255,12340,
7417,17815,17815,7635,10180,
7418,16205,16205,6945,9260,
7419,15750,15750,6750,9000,
7420,15435,15435,6615,8820,
7421,17010,17010,7290,9720,
7422,22715,22715,9735,12980,
7423,32025,32025,13725,18300,
7424,30240,30240,12960,17280,
7425,25690,-34288.5,-6629.33,-27659.1,
7426,25830,-90497.1,-34159.5,-56337.6,
7427,27755,-104405,-39490.5,-64914.4,
7428,34860,-100378,-37642.5,-62736,
