Time step,Grid total load,Grid net load,S1 total load,S2 total load,
0,23905,23905,10245,13660,
1,20475,20475,8775,11700,
2,19215,19215,8235,10980,
3,19005,19005,8145,10860,
4,18900,18900,8100,10800,
5,21000,21000,9000,12000,
6,28980,28980,12420,16560,
7,39795,39795,17055,22740,
8,36505,12975.7,6496.5,6479.2,
9,28700,-30892.9,-10870.5,-20022.4,
10,28175,-57805.9,-21355.5,-36450.4,
11,28315,-77896.7,-29161.5,-48735.2,
12,27405,-88262.4,-33228,-55034.4,
13,27265,-82025.3,-30808.5,-51216.8,
14,27020,-69076.3,-25783.5,-43292.8,
15,28280,-16359.7,-5236.5,-11123.2,
16,33180,-3983.1,-229.5,-3753.6,
17,44520,0,0,0,
18,58100,58100,24900,33200,
19,65345,65345,28005,37340,
20,64050,179550,76950,102600,
21,55860,171360,73440,97920,
22,45325,160825,68925,91900,
23,34790,132972,55883.7,77088.3,
24,23765,23765,10185,13580,
25,19915,19915,8535,11380,
26,18655,18655,7995,10660,
27,18340,18340,7860,10480,
28,18235,18235,7815,10420,
29,20230,20230,8670,11560,
30,27580,27580,11820,15760,
31,38780,38780,16620,22160,
32,35875,35875,15375,20500,
33,28385,12890.4,8228,4662.44,
34,28000,-49404.8,-18096,-31308.8,
35,28315,-62063.9,-23005.5,-39058.4,
36,27405,-30428.7,-10741.5,-19687.2,
37,27265,-30568.7,-10801.5,-19767.2,
38,27020,-27955,-9795,-18160,
39,28280,0,0,0,
40,33180,-2724.47,0,-2724.47,
41,44520,0,0,0,
42,58100,58100,24900,33200,
43,65345,65345,28005,37340,
44,64050,179550,76950,102600,
45,55860,171360,73440,97920,
46,45360,160860,68940,91920,
47,35105,133287,56018.7,77268.3,
48,24465,24465,10485,13980,
49,20895,20895,8955,11940,
50,19530,19530,8370,11160,
51,19180,19180,8220,10960,
52,19005,19005,8145,10860,
53,20895,20895,8955,11940,
54,28560,28560,12240,16320,
55,39410,39410,16890,22520,
56,36295,36295,15555,20740,
57,28455,-835.489,4407.67,-5243.16,
58,28140,-53442.9,-19660.5,-33782.4,
59,28455,-10027.5,-2767.5,-7260,
60,27405,-20753.1,-6979.5,-13773.6,
61,27265,-26610.5,-9262.5,-17348,
62,27020,-18059.5,-5947.5,-12112,
63,28280,-4045.3,-448.5,-3596.8,
64,33180,-5742.3,-913.5,-4828.8,
65,44520,0,0,0,
66,58100,58100,24900,33200,
67,65345,65345,28005,37340,
68,64050,179550,76950,102600,
69,55860,171360,73440,97920,
70,45325,160825,68925,91900,
71,35035,133217,55988.7,77228.3,
72,24535,24535,10515,14020,
73,20965,20965,8985,11980,
74,19705,19705,8445,11260,
75,19565,19565,8385,11180,
76,19460,19460,8340,11120,
77,21420,21420,9180,12240,
78,29295,29295,12555,16740,
79,40110,40110,17190,22920,
80,36645,36645,15705,20940,
81,28980,-5008.95,1291.5,-6300.45,
82,28700,-59260,-21900,-37360,
83,28315,-78996.2,-29589,-49407.2,
84,27405,-88042.5,-33142.5,-54900,
85,27265,-80705.9,-30295.5,-50410.4,
86,27020,-68636.5,-25612.5,-43024,
87,28280,-39449.2,-14214,-25235.2,
88,33180,-5082.6,-657,-4425.6,
89,44520,0,0,0,
90,58100,58100,24900,33200,
91,65345,65345,28005,37340,
92,64050,179550,76950,102600,
93,55860,171360,73440,97920,
94,45325,160825,68925,91900,
95,34825,133007,55898.7,77108.3,
96,24395,24395,10455,13940,
97,20860,20860,8940,11920,
98,19670,19670,8430,11240,
99,19600,19600,8400,11200,
100,19425,19425,8325,11100,
101,21560,21560,9240,12320,
102,29680,29680,12720,16960,
103,40985,40985,17565,23420,
104,37730,37730,16170,21560,
105,30450,-1999.65,2520,-4519.65,
106,30240,-56400.6,-20727,-35673.6,
107,30170,-77141.2,-28794,-48347.2,
108,29085,-80205.3,-30028.5,-50176.8,
109,28805,-86642.5,-32542.5,-54100,
110,28315,-67341.5,-25057.5,-42284,
111,29680,-36070.1,-12844.5,-23225.6,
112,34440,-3033.6,0,-3033.6,
113,45780,0,0,0,
114,59325,59325,25425,33900,
115,66570,66570,28530,38040,
116,65310,180810,77490,103320,
117,57085,172585,73965,98620,
118,46340,161840,69360,92480,
119,35490,133672,56183.7,77488.3,
120,24780,24780,10620,14160,
121,21245,21245,9105,12140,
122,20020,20020,8580,11440,
123,19705,19705,8445,11260,
124,19775,19775,8475,11300,
125,21945,21945,9405,12540,
126,30100,30100,12900,17200,
127,41195,41195,17655,23540,
128,38710,38710,16590,22120,
129,31220,6640.97,6179.5,461.468,
130,31010,-50572.9,-18430.5,-32142.4,
131,30170,-80439.7,-30076.5,-50363.2,
132,29085,-78885.9,-29515.5,-49370.4,
133,28805,-78946,-29550,-49396,
134,28315,-59864.9,-22150.5,-37714.4,
135,29680,-37389.5,-13357.5,-24032,
136,34440,-5361.9,-715.5,-4646.4,
137,45780,0,0,0,
138,59325,59325,25425,33900,
139,66570,66570,28530,38040,
140,65310,180810,77490,103320,
141,57085,172585,73965,98620,
142,46340,161840,69360,92480,
143,35420,133602,56153.7,77448.3,
144,24395,24395,10455,13940,
145,20860,20860,8940,11920,
146,19635,19635,8415,11220,
147,19495,19495,8355,11140,
148,19425,19425,8325,11100,
149,21420,21420,9180,12240,
150,29260,29260,12540,16720,
151,40215,40215,17235,22980,
152,36925,36925,15825,21100,
153,29295,8549.07,6634,1915.07,
154,28910,-47395.3,-17278.5,-30116.8,
155,28385,-51878.5,-19042.5,-32836,
156,27405,-90241.5,-33997.5,-56244,
157,27265,-64873.1,-24139.5,-40733.6,
158,27020,-45766.9,-16720.5,-29046.4,
159,28280,-43627.3,-15838.5,-27788.8,
160,33180,-5522.4,-828,-4694.4,
161,44520,0,0,0,
162,58100,58100,24900,33200,
163,65345,65345,28005,37340,
164,64050,179550,76950,102600,
165,55860,171360,73440,97920,
166,45325,160825,68925,91900,
167,34790,132972,55883.7,77088.3,
168,23765,23765,10185,13580,
169,19810,19810,8490,11320,
170,18410,18410,7890,10520,
171,18375,18375,7875,10500,
172,18270,18270,7830,10440,
173,20370,20370,8730,11640,
174,28280,28280,12120,16160,
175,39305,39305,16845,22460,
176,35770,35770,15330,20440,
177,28105,-9667.83,-556,-9111.83,
178,28000,-60839.6,-22542,-38297.6,
179,28315,-82294.7,-30871.5,-51423.2,
180,27405,-91341,-34425,-56916,
181,27265,-82685,-31065,-51620,
182,27020,-72374.8,-27066,-45308.8,
183,28280,-43407.4,-15753,-27654.4,
184,33180,-7941.3,-1768.5,-6172.8,
185,44520,0,0,0,
186,58100,58100,24900,33200,
187,65345,65345,28005,37340,
188,64050,179550,76950,102600,
189,55860,171360,73440,97920,
190,45325,160825,68925,91900,
191,34790,132972,55883.7,77088.3,
192,23765,23765,10185,13580,
193,19810,19810,8490,11320,
194,18165,18165,7785,10380,
195,17640,17640,7560,10080,
196,17185,17185,7365,9820,
197,19040,19040,8160,10880,
198,26565,26565,11385,15180,
199,37800,37800,16200,21600,
200,34930,34930,14970,19960,
201,28105,9880.47,7044,2836.47,
202,28000,-51383.9,-18865.5,-32518.4,
203,28315,-60744.5,-22492.5,-38252,
204,27405,-54177.9,-19975.5,-34202.4,
205,27265,-53218.4,-19608,-33610.4,
206,27020,-45547,-16635,-28912,
207,28280,-21417.4,-7203,-14214.4,
208,33180,-7281.6,-1512,-5769.6,
209,44520,0,0,0,
210,58100,58100,24900,33200,
211,65345,65345,28005,37340,
212,64050,179550,76950,102600,
213,55860,171360,73440,97920,
214,45325,160825,68925,91900,
215,34790,132972,55883.7,77088.3,
216,23765,23765,10185,13580,
217,19810,19810,8490,11320,
218,18165,18165,7785,10380,
219,17640,17640,7560,10080,
220,17185,17185,7365,9820,
221,19040,19040,8160,10880,
222,26495,26495,11355,15140,
223,37765,37765,16185,21580,
224,35035,35035,15015,20020,
225,28175,28175,12075,16100,
226,28175,7091.77,5962.5,1129.27,
227,28315,-78776.3,-29503.5,-49272.8,
228,27405,-92440.5,-34852.5,-57588,
229,27265,-87742.7,-33031.5,-54711.2,
230,27020,-65118.1,-24244.5,-40873.6,
231,28280,0,0,0,
232,33180,2.22045e-012,0,2.22045e-012,
233,44520,0,0,0,
234,58100,58100,24900,33200,
235,65345,65345,28005,37340,
236,64050,179550,76950,102600,
237,55860,171360,73440,97920,
238,45325,160825,68925,91900,
239,34790,132972,55883.7,77088.3,
240,23765,23765,10185,13580,
241,19810,19810,8490,11320,
242,18270,18270,7830,10440,
243,17850,17850,7650,10200,
244,17745,17745,7605,10140,
245,19635,19635,8415,11220,
246,27440,27440,11760,15680,
247,38325,38325,16425,21900,
248,34965,34965,14985,19980,
249,28105,28105,12045,16060,
250,28000,-51661.5,-14055.8,-37605.6,
251,28315,-83394.2,-31299,-52095.2,
252,27405,-92440.5,-34852.5,-57588,
253,27265,-86423.3,-32518.5,-53904.8,
254,27020,-70395.7,-26296.5,-44099.2,
255,28280,-45826.3,-16693.5,-29132.8,
256,33180,-8601,-2025,-6576,
257,44520,0,0,0,
258,58100,58100,24900,33200,
259,65345,65345,28005,37340,
260,64050,179550,76950,102600,
261,55860,171360,73440,97920,
262,45325,160825,68925,91900,
263,34790,132972,55883.7,77088.3,
264,24010,24010,10290,13720,
265,19950,19950,8550,11400,
266,18270,18270,7830,10440,
267,17710,17710,7590,10120,
268,17675,17675,7575,10100,
269,19985,19985,8565,11420,
270,27930,27930,11970,15960,
271,39445,39445,16905,22540,
272,36610,36610,15690,20920,
273,29680,-4400.12,1553.5,-5953.62,
274,29785,-60154.1,-22204.5,-37949.6,
275,30170,-79120.3,-29563.5,-49556.8,
276,29085,-90760.5,-34132.5,-56628,
277,28805,-84883.3,-31858.5,-53024.8,
278,28315,-66242,-24630,-41612,
279,29680,-39148.7,-14041.5,-25107.2,
280,34440,-6461.4,-1143,-5318.4,
281,45780,0,0,0,
282,59325,59325,25425,33900,
283,66570,66570,28530,38040,
284,65310,180810,77490,103320,
285,57085,172585,73965,98620,
286,46340,161840,69360,92480,
287,35350,133532,56123.7,77408.3,
288,24010,24010,10290,13720,
289,19950,19950,8550,11400,
290,18270,18270,7830,10440,
291,17885,17885,7665,10220,
292,18025,18025,7725,10300,
293,20195,20195,8655,11540,
294,28385,28385,12165,16220,
295,39795,39795,17055,22740,
296,36855,36855,15795,21060,
297,29680,-6770,690.5,-7460.5,
298,29785,-58834.7,-21691.5,-37143.2,
299,30170,-79120.3,-29563.5,-49556.8,
300,29085,-85922.7,-32251.5,-53671.2,
301,28805,-83344,-31260,-52084,
302,28315,-70200.2,-26169,-44031.2,
303,29680,-42227.3,-15238.5,-26988.8,
304,34440,-8440.5,-1912.5,-6528,
305,45780,0,0,0,
306,59325,59325,25425,33900,
307,66570,66570,28530,38040,
308,65310,180810,77490,103320,
309,57085,172585,73965,98620,
310,46340,161840,69360,92480,
311,35350,133532,56123.7,77408.3,
312,23765,23765,10185,13580,
313,19810,19810,8490,11320,
314,18515,18515,7935,10580,
315,18480,18480,7920,10560,
316,18550,18550,7950,10600,
317,20685,20685,8865,11820,
318,28455,28455,12195,16260,
319,39305,39305,16845,22460,
320,35875,35875,15375,20500,
321,28105,-10346.9,-763.5,-9583.39,
322,28000,-61939.1,-22969.5,-38969.6,
323,28315,-83394.2,-31299,-52095.2,
324,27405,-95958.9,-36220.5,-59738.4,
325,27265,-87302.9,-32860.5,-54442.4,
326,27020,-71275.3,-26638.5,-44636.8,
327,28280,-40108.9,-14470.5,-25638.4,
328,33180,-9040.8,-2196,-6844.8,
329,44520,0,0,0,
330,58100,58100,24900,33200,
331,65345,65345,28005,37340,
332,64050,179550,76950,102600,
333,55860,171360,73440,97920,
334,45325,160825,68925,91900,
335,34790,132972,55883.7,77088.3,
336,23765,23765,10185,13580,
337,19810,19810,8490,11320,
338,18270,18270,7830,10440,
339,18165,18165,7785,10380,
340,18025,18025,7725,10300,
341,20125,20125,8625,11500,
342,27825,27825,11925,15900,
343,38815,38815,16635,22180,
344,36085,36085,15465,20620,
345,29155,29155,12495,16660,
346,29400,29400,12600,16800,
347,29225,10909.3,7486,3423.31,
348,27615,-48910.2,-17919,-30991.2,
349,27265,-22432.4,-7638,-14794.4,
350,27020,-50604.7,-18601.5,-32003.2,
351,28280,0,0,0,
352,33180,-6733.84,-43.8333,-6690,
353,44520,0,0,0,
354,58100,58100,24900,33200,
355,65345,65345,28005,37340,
356,64050,179550,76950,102600,
357,55860,171360,73440,97920,
358,45325,160825,68925,91900,
359,34790,132972,55883.7,77088.3,
360,23835,23835,10215,13620,
361,20160,20160,8640,11520,
362,18760,18760,8040,10720,
363,18445,18445,7905,10540,
364,18235,18235,7815,10420,
365,20125,20125,8625,11500,
366,27650,27650,11850,15800,
367,38675,38675,16575,22100,
368,35910,35910,15390,20520,
369,29155,29155,12495,16660,
370,29330,29330,12570,16760,
371,28910,-13860.2,-2158.5,-11701.7,
372,27405,-59895.3,-22198.5,-37696.8,
373,27265,-23531.9,-8065.5,-15466.4,
374,27020,3490.7,2431.5,1059.2,
375,28280,-4045.3,-448.5,-3596.8,
376,33180,-4862.7,-571.5,-4291.2,
377,44520,0,0,0,
378,58100,58100,24900,33200,
379,65345,65345,28005,37340,
380,64050,179550,76950,102600,
381,55860,171360,73440,97920,
382,45325,160825,68925,91900,
383,35210,133392,56063.7,77328.3,
384,24605,24605,10545,14060,
385,21000,21000,9000,12000,
386,19705,19705,8445,11260,
387,19390,19390,8310,11080,
388,19250,19250,8250,11000,
389,21280,21280,9120,12160,
390,28910,28910,12390,16520,
391,39830,39830,17070,22760,
392,36505,36505,15645,20860,
393,28910,-14080.1,-2244,-11836.1,
394,28595,-62223.7,-23056.5,-39167.2,
395,28315,-85593.2,-32154,-53439.2,
396,27405,-98157.9,-37075.5,-61082.4,
397,27265,-93460.1,-35254.5,-58205.6,
398,27020,-77872.3,-29203.5,-48668.8,
399,28280,-47585.5,-17377.5,-30208,
400,33180,-12119.4,-3393,-8726.4,
401,44520,0,0,0,
402,58100,58100,24900,33200,
403,65345,65345,28005,37340,
404,64050,179550,76950,102600,
405,55860,171360,73440,97920,
406,45395,160895,68955,91940,
407,35245,133427,56078.7,77348.3,
408,24955,24955,10695,14260,
409,21455,21455,9195,12260,
410,20300,20300,8700,11600,
411,20370,20370,8730,11640,
412,20195,20195,8655,11540,
413,22085,22085,9465,12620,
414,30240,30240,12960,17280,
415,41020,41020,17580,23440,
416,37625,37625,16125,21500,
417,30345,8396.94,6550.5,1846.44,
418,29575,-65421.8,-24261,-41160.8,
419,28560,-88646.7,-33331.5,-55315.2,
420,27405,-99257.4,-37503,-61754.4,
421,27265,-85763.6,-32262,-53501.6,
422,27020,-75013.6,-28092,-46921.6,
423,28280,-44067.1,-16009.5,-28057.6,
424,33180,-11459.7,-3136.5,-8323.2,
425,44520,0,0,0,
426,58100,58100,24900,33200,
427,65345,65345,28005,37340,
428,64050,179550,76950,102600,
429,55860,171360,73440,97920,
430,45710,161210,69090,92120,
431,35735,133917,56288.7,77628.3,
432,25655,25655,10995,14660,
433,22050,22050,9450,12600,
434,20755,20755,8895,11860,
435,20510,20510,8790,11720,
436,20405,20405,8745,11660,
437,22470,22470,9630,12840,
438,30730,30730,13170,17560,
439,41685,41685,17865,23820,
440,38500,38500,16500,22000,
441,31395,-7728.05,322,-8050.05,
442,31675,-24839.3,-8398.5,-16440.8,
443,31150,-42076.7,-15121.5,-26955.2,
444,29085,-92739.6,-34902,-57837.6,
445,28805,-45961,-16725,-29236,
446,28315,-69540.5,-25912.5,-43628,
447,29680,-13420.4,-4038,-9382.4,
448,34440,-6901.2,-1314,-5587.2,
449,45780,0,0,0,
450,59325,59325,25425,33900,
451,66570,66570,28530,38040,
452,65310,180810,77490,103320,
453,57190,172690,74010,98680,
454,46935,162435,69615,92820,
455,36540,134722,56633.7,78088.3,
456,25865,25865,11085,14780,
457,22190,22190,9510,12680,
458,21070,21070,9030,12040,
459,20790,20790,8910,11880,
460,20720,20720,8880,11840,
461,22925,22925,9825,13100,
462,31255,31255,13395,17860,
463,42280,42280,18120,24160,
464,39130,39130,16770,22360,
465,31535,-9055.54,-129.5,-8926.04,
466,31290,-62827.2,-23184,-39643.2,
467,30520,-85367.3,-31978.5,-53388.8,
468,29085,-96477.9,-36355.5,-60122.4,
469,28805,-93019.6,-35022,-57997.6,
470,28315,-77676.8,-29076,-48600.8,
471,29680,-50143.7,-18316.5,-31827.2,
472,34440,-11299.2,-3024,-8275.2,
473,45780,0,0,0,
474,59325,59325,25425,33900,
475,66570,66570,28530,38040,
476,65310,180810,77490,103320,
477,57085,172585,73965,98620,
478,46760,162260,69540,92720,
479,36260,134442,56513.7,77928.3,
480,25375,25375,10875,14500,
481,21980,21980,9420,12560,
482,20720,20720,8880,11840,
483,20545,20545,8805,11740,
484,20510,20510,8790,11720,
485,22470,22470,9630,12840,
486,30485,30485,13065,17420,
487,41265,41265,17685,23580,
488,37835,37835,16215,21620,
489,30065,-12990,-1719,-11271,
490,29540,-66556.3,-24703.5,-41852.8,
491,28595,-89491.3,-33658.5,-55832.8,
492,27405,-96618.6,-36477,-60141.6,
493,27265,-95659.1,-36109.5,-59549.6,
494,27020,-80071.3,-30058.5,-50012.8,
495,28280,-52643.2,-19344,-33299.2,
496,33180,-14318.4,-4248,-10070.4,
497,44520,0,0,0,
498,58100,58100,24900,33200,
499,65345,65345,28005,37340,
500,64050,179550,76950,102600,
501,55860,171360,73440,97920,
502,45325,160825,68925,91900,
503,35140,133322,56033.7,77288.3,
504,24850,24850,10650,14200,
505,21245,21245,9105,12140,
506,20230,20230,8670,11560,
507,19985,19985,8565,11420,
508,19775,19775,8475,11300,
509,21980,21980,9420,12560,
510,29995,29995,12855,17140,
511,40810,40810,17490,23320,
512,37485,37485,16065,21420,
513,29575,-15819.2,-2899.5,-12919.7,
514,28945,-68250.8,-25386,-42864.8,
515,28315,-92190.2,-34719,-57471.2,
516,27405,-101456,-38358,-63098.4,
517,27265,-96758.6,-36537,-60221.6,
518,27020,-77212.6,-28947,-48265.6,
519,28280,-53962.6,-19857,-34105.6,
520,33180,-13658.7,-3991.5,-9667.2,
521,44520,0,0,0,
522,58100,58100,24900,33200,
523,65345,65345,28005,37340,
524,64050,179550,76950,102600,
525,55860,171360,73440,97920,
526,45325,160825,68925,91900,
527,34790,132972,55883.7,77088.3,
528,23905,23905,10245,13660,
529,20265,20265,8685,11580,
530,19040,19040,8160,10880,
531,18865,18865,8085,10780,
532,18585,18585,7965,10620,
533,20580,20580,8820,11760,
534,28210,28210,12090,16120,
535,39340,39340,16860,22480,
536,36540,36540,15660,20880,
537,29260,6052.9,5591.5,461.398,
538,29435,-35435.5,-12607.5,-22828,
539,29225,-40703.2,-14664,-26039.2,
540,27930,-40239,-14535,-25704,
541,27265,-98078,-37050,-61028,
542,27020,-81170.8,-30486,-50684.8,
543,28280,-50664.1,-18574.5,-32089.6,
544,33180,-15417.9,-4675.5,-10742.4,
545,44520,-3.33067e-012,-3.33067e-012,0,
546,58100,58100,24900,33200,
547,65345,65345,28005,37340,
548,64120,179620,76980,102640,
549,56175,171675,73575,98100,
550,46130,161630,69270,92360,
551,35945,134127,56378.7,77748.3,
552,25480,25480,10920,14560,
553,21875,21875,9375,12500,
554,20860,20860,8940,11920,
555,20580,20580,8820,11760,
556,20230,20230,8670,11560,
557,22365,22365,9585,12780,
558,30485,30485,13065,17420,
559,41055,41055,17595,23460,
560,37485,37485,16065,21420,
561,29715,-17726.7,-3637.5,-14089.2,
562,29365,-64752.2,-24009,-40743.2,
563,28630,-90775.7,-34156.5,-56619.2,
564,27405,-100357,-37930.5,-62426.4,
565,27265,-96758.6,-36537,-60221.6,
566,27020,-76992.7,-28861.5,-48131.2,
567,28280,-51983.5,-19087.5,-32896,
568,33180,-17177.1,-5359.5,-11817.6,
569,44520,0,0,0,
570,58100,58100,24900,33200,
571,65345,65345,28005,37340,
572,64050,179550,76950,102600,
573,55860,171360,73440,97920,
574,45640,161140,69060,92080,
575,35350,133532,56123.7,77408.3,
576,24885,24885,10665,14220,
577,21560,21560,9240,12320,
578,20160,20160,8640,11520,
579,19880,19880,8520,11360,
580,19705,19705,8445,11260,
581,21945,21945,9405,12540,
582,29505,29505,12645,16860,
583,40215,40215,17235,22980,
584,36715,36715,15735,20980,
585,28910,-23635,-5968,-17667,
586,28315,-69980.3,-26083.5,-43896.8,
587,28315,-87572.3,-32923.5,-54648.8,
588,27405,-100357,-37930.5,-62426.4,
589,27265,-99177.5,-37477.5,-61700,
590,27020,-79411.6,-29802,-49609.6,
591,28280,-50004.4,-18318,-31686.4,
592,33180,-16517.4,-5103,-11414.4,
593,44520,0,0,0,
594,58100,58100,24900,33200,
595,65345,65345,28005,37340,
596,64050,179550,76950,102600,
597,55860,171360,73440,97920,
598,45325,160825,68925,91900,
599,34790,132972,55883.7,77088.3,
600,24220,24220,10380,13840,
601,20475,20475,8775,11700,
602,19425,19425,8325,11100,
603,19355,19355,8295,11060,
604,19215,19215,8235,10980,
605,21105,21105,9045,12060,
606,29050,29050,12450,16600,
607,40215,40215,17235,22980,
608,37345,37345,16005,21340,
609,29995,-22792.7,-5598,-17194.7,
610,29785,-67630.7,-25111.5,-42519.2,
611,30170,-87036.7,-32641.5,-54395.2,
612,29085,-98676.9,-37210.5,-61466.4,
613,28805,-83563.9,-31345.5,-52218.4,
614,28315,-79655.9,-29845.5,-49810.4,
615,29680,-54761.6,-20112,-34649.6,
616,34440,-12178.8,-3366,-8812.8,
617,45780,0,0,0,
618,59325,59325,25425,33900,
619,66570,66570,28530,38040,
620,65310,180810,77490,103320,
621,57085,172585,73965,98620,
622,46340,161840,69360,92480,
623,35350,133532,56123.7,77408.3,
624,24010,24010,10290,13720,
625,19950,19950,8550,11400,
626,18270,18270,7830,10440,
627,18095,18095,7755,10340,
628,18060,18060,7740,10320,
629,20125,20125,8625,11500,
630,28175,28175,12075,16100,
631,39760,39760,17040,22720,
632,37135,37135,15915,21220,
633,30450,15337,9304.5,6032.55,
634,30450,-34420.5,-12172.5,-22248,
635,30170,-38438.8,-13746,-24692.8,
636,29085,-84163.5,-31567.5,-52596,
637,28805,-47060.5,-17152.5,-29908,
638,28315,-34356.5,-12232.5,-22124,
639,29680,0,0,0,
640,34440,-2.22045e-012,0,-2.22045e-012,
641,45780,0,0,0,
642,59325,59325,25425,33900,
643,66570,66570,28530,38040,
644,65310,180810,77490,103320,
645,57085,172585,73965,98620,
646,46340,161840,69360,92480,
647,35350,133532,56123.7,77408.3,
648,23800,23800,10200,13600,
649,20020,20020,8580,11440,
650,18690,18690,8010,10680,
651,18445,18445,7905,10540,
652,18270,18270,7830,10440,
653,20195,20195,8655,11540,
654,27825,27825,11925,15900,
655,38920,38920,16680,22240,
656,36015,36015,15435,20580,
657,29155,29155,12495,16660,
658,29225,16915.1,12525,4390.13,
659,28770,-19450.1,-6187.67,-13262.4,
660,27405,-58575.9,-21685.5,-36890.4,
661,27265,-21992.6,-7467,-14525.6,
662,27020,-39609.7,-14326.5,-25283.2,
663,28280,-16799.5,-5407.5,-11392,
664,33180,-7721.4,-1683,-6038.4,
665,44520,0,0,0,
666,58100,58100,24900,33200,
667,65345,65345,28005,37340,
668,64050,179550,76950,102600,
669,55860,171360,73440,97920,
670,45325,160825,68925,91900,
671,35175,133357,56048.7,77308.3,
672,24675,24675,10575,14100,
673,21000,21000,9000,12000,
674,19635,19635,8415,11220,
675,19390,19390,8310,11080,
676,19005,19005,8145,10860,
677,20930,20930,8970,11960,
678,28525,28525,12225,16300,
679,39480,39480,16920,22560,
680,36680,36680,15720,20960,
681,29855,29855,12795,17060,
682,29995,-1902.16,2524.5,-4426.66,
683,29225,-66651.4,-24753,-41898.4,
684,27510,-100032,-37800,-62232,
685,27265,-104015,-39358.5,-64656.8,
686,27020,-78971.8,-29631,-49340.8,
687,28280,-58580.5,-21652.5,-36928,
688,33180,-20915.4,-6813,-14102.4,
689,44520,0,0,0,
690,58100,58100,24900,33200,
691,65345,65345,28005,37340,
692,64050,179550,76950,102600,
693,55860,171360,73440,97920,
694,45535,161035,69015,92020,
695,35350,133532,56123.7,77408.3,
696,24640,24640,10560,14080,
697,21175,21175,9075,12100,
698,19740,19740,8460,11280,
699,19775,19775,8475,11300,
700,19600,19600,8400,11200,
701,21560,21560,9240,12320,
702,29400,29400,12600,16800,
703,40390,40390,17310,23080,
704,37660,37660,16140,21520,
705,31045,31045,13305,17740,
706,31430,3483.01,4669,-1185.99,
707,31150,8500.3,4543.5,3956.8,
708,29820,-41647.5,-15007.5,-26640,
709,28595,-97407.7,-36736.5,-60671.2,
710,27580,-81050.6,-30417,-50633.6,
711,28735,-51528.5,-18892.5,-32636,
712,33530,-24303.7,-8116.5,-16187.2,
713,45780,0,0,0,
714,58835,58835,25215,33620,
715,66185,66185,28365,37820,
716,65100,180600,77400,103200,
717,57295,172795,74055,98740,
718,47215,162715,69735,92980,
719,37030,135212,56843.7,78368.3,
720,26635,26635,11415,15220,
721,22995,22995,9855,13140,
722,21700,21700,9300,12400,
723,21595,21595,9255,12340,
724,21315,21315,9135,12180,
725,23275,23275,9975,13300,
726,31255,31255,13395,17860,
727,41860,41860,17940,23920,
728,38325,38325,16425,21900,
729,30485,-29829.4,-8265,-21564.4,
730,30345,-72568.2,-27009,-45559.2,
731,29365,-95758.1,-36064.5,-59693.6,
732,27755,-105724,-40003.5,-65720.8,
733,27265,-101376,-38332.5,-63044,
734,27020,-85568.8,-32196,-53372.8,
735,28280,-62538.7,-23191.5,-39347.2,
736,33180,-21795,-7155,-14640,
737,44695,0,0,0,
738,58100,58100,24900,33200,
739,65485,65485,28065,37420,
740,64540,180040,77160,102880,
741,56560,172060,73740,98320,
742,46375,161875,69375,92500,
743,36120,134302,56453.7,77848.3,
744,25375,25375,10875,14500,
745,21525,21525,9225,12300,
746,19915,19915,8535,11380,
747,19355,19355,8295,11060,
748,18935,18935,8115,10820,
749,20615,20615,8835,11780,
750,27615,27615,11835,15780,
751,37485,37485,16065,21420,
752,33845,33845,14505,19340,
753,27090,-28924.9,-8099.17,-20825.8,
754,27055,-69261.2,-25854,-43407.2,
755,27405,-89801.7,-33826.5,-55975.2,
756,26495,-96868.9,-36610.5,-60258.4,
757,26355,-91511.4,-34533,-56978.4,
758,26040,-71155.8,-26631,-44524.8,
759,27055,-41114,-14910,-26204,
760,31010,-2171.2,0,-2171.2,
761,40355,0,0,0,
762,52325,52325,22425,29900,
763,60200,60200,25800,34400,
764,60900,176400,75600,100800,
765,56000,171500,73500,98000,
766,45465,160965,68985,91980,
767,34895,133077,55928.7,77148.3,
768,24080,24080,10320,13760,
769,20020,20020,8580,11440,
770,18410,18410,7890,10520,
771,18270,18270,7830,10440,
772,18060,18060,7740,10320,
773,20125,20125,8625,11500,
774,27615,27615,11835,15780,
775,37975,37975,16275,21700,
776,34685,32801.5,14865,17936.5,
777,28595,-36567.4,-11512.2,-25055.2,
778,28875,-71179.5,-26527.5,-44652,
779,29260,-93224.3,-35083.5,-58140.8,
780,28175,-103545,-39139.5,-64405.6,
781,27860,-98362.6,-37137,-61225.6,
782,27370,-88517.3,-33328.5,-55188.8,
783,28455,-49609.5,-18157.5,-31452,
784,32270,-12809.5,-3697.5,-9112,
785,41615,0,0,0,
786,53550,53550,22950,30600,
787,61425,61425,26325,35100,
788,62160,177660,76140,101520,
789,57260,172760,74040,98720,
790,46480,161980,69420,92560,
791,35455,133637,56168.7,77468.3,
792,24080,24080,10320,13760,
793,20020,20020,8580,11440,
794,18340,18340,7860,10480,
795,18130,18130,7770,10360,
796,18130,18130,7770,10360,
797,20265,20265,8685,11580,
798,27790,27790,11910,15880,
799,38185,38185,16365,21820,
800,34895,31735.1,14955,16780.1,
801,28700,-38998.5,-13331.3,-25667.2,
802,28875,-73598.4,-27468,-46130.4,
